Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,8075,1,2,0.02018833703187839,0.0201875,,5
F2,400000,400000,7405,1,2,0.018511721054303654,0.0185125,,8
F3,400000,400000,11729,1,2,0.02932245372178033,0.0293225,,2
F4,200000,200000,4499,1,2,0.022494706411582355,0.022495,,5
F5,400000,400000,4929,1,2,0.012321976289832448,0.0123225,,8
F6,200000,200000,2138,1,2,0.010690816488252208,0.01069,,7
F7,200000,200000,2095,1,2,0.010474800646183335,0.010475,,4
F8,200000,200000,1739,1,2,0.008694200067628888,0.008695,,3
F9,200000,200000,4208,1,2,0.021039163446862186,0.02104,,2
F10,400000,400000,3545,1,2,0.008862483658631515,0.0088625,,1
F11,400000,400000,600,1,2,0.000367314546077413,0.0015,,6
F12,50000,50000,3174,1,2,0.06347690234000025,0.06348,,2
F13,400000,400000,6920,1,2,0.01730094720793507,0.0173,,5
F14,400000,400000,1565,1,2,0.00391133149246381,0.0039125,,3
F15,200000,200000,2457,1,2,0.012285288481155954,0.012285,,5
F16,200000,200000,1896,1,2,0.009479113545044271,0.00948,,2
F17,400000,400000,2992,1,2,0.00748052209449257,0.00748,,7
F18,400000,400000,11655,1,2,0.02913818165699844,0.0291375,,2
F19,400000,400000,1896,1,2,0.0047406595724439615,0.00474,,8
F20,400000,400000,7219,1,2,0.018046492976028117,0.0180475,,2
F21,400000,400000,2270,1,2,0.00567475050104127,0.005675,,4
F22,400000,400000,10061,1,2,0.025151533284568428,0.0251525,,5
F23,100000,100000,2260,1,2,0.022600181538963038,0.0226,,2
F24,400000,400000,1812,1,2,0.004530720336697436,0.00453,,2
F25,400000,400000,4733,1,2,0.01183325285045167,0.0118325,,2
F26,200000,200000,9013,1,2,0.04506320540090747,0.045065,,2
F27,400000,400000,3414,1,2,0.00853495286704975,0.008535,,6
F28,400000,400000,5407,1,2,0.013516741783481279,0.0135175,,1
F29,400000,400000,600,1,2,0.0009747553777513795,0.0015,,8
F30,100000,100000,2293,1,2,0.022929978355015757,0.02293,,8
F31,100000,100000,7643,1,2,0.07642835878529292,0.07643,,2
F32,100000,100000,1091,1,2,0.01090876606650748,0.01091,,1
F33,200000,200000,11586,1,2,0.05793217979395232,0.05793,,5
F34,400000,400000,600,1,2,0.0010496159834765262,0.0015,,5
F35,200000,200000,6665,1,2,0.03332685335678037,0.033325,,5
F36,400000,400000,8565,1,2,0.02141278258449214,0.0214125,,8
F37,400000,400000,9315,1,2,0.023286867712500325,0.0232875,,2
F38,100000,100000,1040,1,2,0.010400508088015459,0.0104,,8
F39,100000,100000,7513,1,2,0.0751338414155793,0.07513,,2
F40,400000,400000,4076,1,2,0.01018951883943603,0.01019,,5
F41,200000,200000,2150,1,2,0.010749786125692107,0.01075,,6
F42,400000,400000,4961,1,2,0.012401655312016313,0.0124025,,6
F43,400000,400000,1691,1,2,0.0042280705276612485,0.0042275,,1
F44,400000,400000,1537,1,2,0.0038413842883102123,0.0038425,,5
F45,50000,50000,4169,1,2,0.083378836480578,0.08338,,2
F46,100000,100000,6273,1,2,0.06273049576973055,0.06273,,2
F47,400000,400000,874,1,2,0.0021844342032135387,0.002185,,6
F48,400000,400000,10692,1,2,0.026729566865657202,0.02673,,5
