Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,3689,1,2,0.009223512730083927,0.0092225,,4
F2,200000,200000,1093,1,2,0.005463877460555766,0.005465,,8
F3,400000,400000,2039,1,2,0.0050962809419048405,0.0050975,,7
F4,200000,200000,3901,1,2,0.01950606375741426,0.019505,,6
F5,200000,200000,3361,1,2,0.016805900468025325,0.016805,,6
F6,400000,400000,1182,1,2,0.0029549211764341443,0.002955,,2
F7,200000,200000,3433,1,2,0.01716558476935448,0.017165,,4
F8,400000,400000,5883,1,2,0.01470853271401118,0.0147075,,8
F9,400000,400000,3778,1,2,0.009443969636225735,0.009445,,8
F10,400000,400000,743,1,2,0.001856484795424218,0.0018575,,4
F11,100000,100000,2291,1,2,0.02290945406708067,0.02291,,4
F12,200000,200000,1489,1,2,0.0074441848460762294,0.007445,,1
F13,200000,200000,11553,1,2,0.057765455459593884,0.057765,,3
F14,400000,400000,4381,1,2,0.010953257738257616,0.0109525,,3
F15,400000,400000,8553,1,2,0.021382043372171644,0.0213825,,3
F16,200000,200000,8576,1,2,0.04287963294608421,0.04288,,3
F17,100000,100000,3759,1,2,0.03758871616003945,0.03759,,2
F18,400000,400000,4680,1,2,0.011701088463791143,0.0117,,5
F19,400000,400000,1532,1,2,0.0038291459886033996,0.00383,,4
F20,400000,400000,3755,1,2,0.009388509496945252,0.0093875,,2
F21,200000,200000,9599,1,2,0.04799742210857183,0.047995,,2
F22,50000,50000,3015,1,2,0.0602983856168382,0.0603,,2
F23,100000,100000,1957,1,2,0.019570685595437287,0.01957,,1
F24,400000,400000,6740,1,2,0.016850977942655887,0.01685,,2
F25,400000,400000,3854,1,2,0.009635204245026396,0.009635,,1
F26,100000,100000,9899,1,2,0.09899226942348122,0.09899,,2
F27,200000,200000,9792,1,2,0.04895813636035179,0.04896,,3
F28,400000,400000,900,1,2,0.0022498596861559306,0.00225,,5
F29,400000,400000,7375,1,2,0.01843709419015005,0.0184375,,8
F30,100000,100000,752,1,2,0.007518911155472263,0.00752,,5
F31,400000,400000,9193,1,2,0.02298356928058648,0.0229825,,3
F32,400000,400000,5905,1,2,0.0147636589303346,0.0147625,,1
F33,100000,100000,2988,1,2,0.029879050308249888,0.02988,,8
F34,400000,400000,1192,1,2,0.0029796263703867343,0.00298,,2
F35,400000,400000,9159,1,2,0.022898718753842306,0.0228975,,2
F36,400000,400000,702,1,2,0.0017549822158487438,0.001755,,3
F37,50000,50000,1534,1,2,0.030677877566554657,0.03068,,6
F38,400000,400000,3431,1,2,0.008577664271240015,0.0085775,,6
F39,400000,400000,1694,1,2,0.004234588075202994,0.004235,,3
F40,400000,400000,5539,1,2,0.013848159341964567,0.0138475,,3
F41,400000,400000,1669,1,2,0.004171487238267296,0.0041725,,6
F42,400000,400000,5205,1,2,0.013012236744877531,0.0130125,,4
F43,200000,200000,6709,1,2,0.033545014429034736,0.033545,,1
F44,100000,100000,3559,1,2,0.035587647371274206,0.03559,,4
F45,400000,400000,4044,1,2,0.010109097850386134,0.01011,,7
F46,400000,400000,9751,1,2,0.024377590070558716,0.0243775,,2
F47,200000,200000,9311,1,2,0.04655707466757595,0.046555,,1
F48,200000,200000,11181,1,2,0.055904852555873026,0.055905,,1
