Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1940,1,2,0.004849052696577039,0.00485,,1
F2,100000,100000,6421,1,2,0.06421113900392017,0.06421,,4
F3,200000,200000,923,1,2,0.00461434731292043,0.004615,,6
F4,400000,400000,600,1,2,0.0007726205197975955,0.0015,,2
F5,400000,400000,5850,1,2,0.014626126859310196,0.014625,,4
F6,400000,400000,3133,1,2,0.007832652914794291,0.0078325,,1
F7,400000,400000,886,1,2,0.0022154998756654942,0.002215,,4
F8,400000,400000,738,1,2,0.0018439147908640985,0.001845,,8
F9,400000,400000,3145,1,2,0.00786237049369809,0.0078625,,5
F10,400000,400000,600,1,2,0.0008593034465808058,0.0015,,7
F11,400000,400000,600,1,2,0.0009799720785415023,0.0015,,6
F12,400000,400000,2741,1,2,0.006853589662621784,0.0068525,,4
F13,400000,400000,1680,1,2,0.0042008693693125765,0.0042,,7
F14,100000,100000,1030,1,2,0.010299633500915117,0.0103,,4
F15,400000,400000,600,1,2,0.0008817499049987854,0.0015,,3
F16,400000,400000,1329,1,2,0.0033220710640377016,0.0033225,,5
F17,400000,400000,6729,1,2,0.016823388938329853,0.0168225,,5
F18,200000,200000,3371,1,2,0.016854596050426274,0.016855,,7
F19,200000,200000,6831,1,2,0.03415565978159654,0.034155,,5
F20,400000,400000,1426,1,2,0.003565657734010047,0.003565,,1
F21,400000,400000,5364,1,2,0.013410569200936251,0.01341,,5
F22,200000,200000,2967,1,2,0.0148361826308471,0.014835,,5
F23,400000,400000,610,1,2,0.001525357414556755,0.001525,,5
F24,400000,400000,600,1,2,0.0006844718220334056,0.0015,,5
F25,400000,400000,2434,1,2,0.006085132430358908,0.006085,,5
F26,400000,400000,1203,1,2,0.003006414861660728,0.0030075,,4
F27,400000,400000,3000,1,2,0.007498857887292876,0.0075,,6
F28,400000,400000,600,1,2,0.0008434309427063913,0.0015,,2
F29,400000,400000,600,1,2,0.0012586748888889776,0.0015,,8
F30,400000,400000,1525,1,2,0.0038136793308700956,0.0038125,,2
F31,200000,200000,6266,1,2,0.031328016033876,0.03133,,2
F32,400000,400000,2531,1,2,0.0063274246486788865,0.0063275,,2
F33,400000,400000,5167,1,2,0.012918740949968088,0.0129175,,7
F34,400000,400000,1808,1,2,0.004519705117427136,0.00452,,8
F35,400000,400000,11521,1,2,0.02880167908786513,0.0288025,,4
F36,400000,400000,1193,1,2,0.0029825218582713864,0.0029825,,8
F37,100000,100000,688,1,2,0.0068796778238656014,0.00688,,8
F38,400000,400000,600,1,2,0.00017103146655543522,0.0015,,1
F39,400000,400000,3855,1,2,0.009637040968191485,0.0096375,,2
F40,200000,200000,2099,1,2,0.010495629858335506,0.010495,,2
F41,400000,400000,6602,1,2,0.01650422317120586,0.016505,,2
F42,200000,200000,975,1,2,0.004876030839503227,0.004875,,7
F43,400000,400000,826,1,2,0.002064613454527485,0.002065,,1
F44,400000,400000,5817,1,2,0.014542816285415074,0.0145425,,1
F45,400000,400000,1174,1,2,0.002935203256837021,0.002935,,3
F46,200000,200000,1811,1,2,0.009054698258590552,0.009055,,7
F47,200000,200000,3010,1,2,0.015051118295973331,0.01505,,7
F48,400000,400000,1733,1,2,0.004333356492596419,0.0043325,,6
