Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,1825,1,2,0.0045624080452717,0.0045625,,3,100
F2,400000,400000,8603,1,2,0.0215067148778438,0.0215075,,2,100
F3,100000,100000,1033,1,2,0.0103287657791072,0.01033,,4,100
F4,400000,400000,7441,1,2,0.0186013894165483,0.0186025,,3,100
F5,100000,100000,3599,1,2,0.03599053620482,0.03599,,6,100
F6,200000,200000,9527,1,2,0.0476339189052488,0.047635,,5,100
F7,400000,400000,1126,1,2,0.0028142755103716,0.002815,,7,100
F8,200000,200000,11103,1,2,0.0555157814478086,0.055515,,1,100
F9,50000,50000,2911,1,2,0.0582214164211383,0.05822,,5,100
F10,200000,200000,2698,1,2,0.0134895018371906,0.01349,,5,100
F11,400000,400000,7223,1,2,0.0180569871952418,0.0180575,,6,100
F12,400000,400000,1815,1,2,0.0045367821825983,0.0045375,,6,100
F13,400000,400000,8171,1,2,0.0204275946758213,0.0204275,,4,100
F14,400000,400000,5325,1,2,0.0133136264726929,0.0133125,,3,100
F15,200000,200000,11989,1,2,0.0599465415505318,0.059945,,3,100
F16,400000,400000,9559,1,2,0.0238965621614422,0.0238975,,3,100
F17,100000,100000,4145,1,2,0.041451893930088,0.04145,,1,100
F18,200000,200000,6121,1,2,0.0306043355618266,0.030605,,3,100
F19,200000,200000,3069,1,2,0.0153439843138525,0.015345,,2,100
F20,400000,400000,3745,1,2,0.009362932418147,0.0093625,,2,100
F21,400000,400000,3910,1,2,0.0097750862672952,0.009775,,7,100
F22,400000,400000,3737,1,2,0.009343451626954,0.0093425,,4,100
F23,200000,200000,9170,1,2,0.0458488687616744,0.04585,,3,100
F24,400000,400000,1311,1,2,0.0032766780172256,0.0032775,,4,100
F25,200000,200000,4531,1,1,0.0226541409850476,0.022655,,5,1
F26,400000,400000,3469,1,1,0.0086717004854199,0.0086725,,1,1
F27,400000,400000,4807,1,1,0.012018361864083,0.0120175,,6,1
F28,200000,200000,9523,1,1,0.0476161960280665,0.047615,,1,1
F29,400000,400000,8125,1,1,0.0203121709452129,0.0203125,,1,1
F30,400000,400000,1841,1,1,0.0046021101345707,0.0046025,,5,1
F31,200000,200000,3319,1,1,0.016595906513991,0.016595,,5,1
F32,400000,400000,1679,1,1,0.0041986342558382,0.0041975,,1,1
F33,400000,400000,2351,1,1,0.005876300482402,0.0058775,,7,1
F34,400000,400000,9205,1,1,0.0230126132916711,0.0230125,,4,1
F35,200000,200000,5952,1,1,0.0297603737739567,0.02976,,2,1
F36,400000,400000,11489,1,1,0.0287226305889302,0.0287225,,1,1
F37,400000,400000,600,1,1,0.0004124443271473,0.0015,,5,1
F38,400000,400000,2330,1,1,0.00582397025956,0.005825,,2,1
F39,200000,200000,9061,1,1,0.0453050482089462,0.045305,,5,1
F40,400000,400000,2407,1,1,0.0060173034812568,0.0060175,,5,1
F41,100000,100000,737,1,1,0.0073692398817232,0.00737,,3,1
F42,400000,400000,6276,1,1,0.0156910690925216,0.01569,,7,1
F43,50000,50000,2725,1,1,0.0545019350444985,0.0545,,3,1
F44,400000,400000,892,1,1,0.002229461755069,0.00223,,2,1
F45,100000,100000,2201,1,1,0.02200946370312,0.02201,,6,1
F46,400000,400000,4403,1,1,0.0110078216804377,0.0110075,,1,1
F47,200000,200000,6809,1,1,0.034047311318546,0.034045,,5,1
F48,400000,400000,3061,1,1,0.0076514445360078,0.0076525,,6,1
