Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,4683,1,2,0.0117067064097036,0.0117075,,7,100
F2,400000,400000,6627,1,2,0.0165668921521442,0.0165675,,4,100
F3,400000,400000,3494,1,2,0.0087352556882249,0.008735,,5,100
F4,400000,400000,7911,1,2,0.0197783035057219,0.0197775,,6,100
F5,400000,400000,797,1,2,0.0019914052482206,0.0019925,,5,100
F6,400000,400000,3718,1,2,0.0092959967895569,0.009295,,1,100
F7,400000,400000,8645,1,2,0.0216116251712709,0.0216125,,5,100
F8,100000,100000,3200,1,2,0.0320002391377022,0.032,,4,100
F9,400000,400000,6553,1,2,0.0163812606959141,0.0163825,,5,100
F10,400000,400000,11284,1,2,0.0282103085203968,0.02821,,3,100
F11,200000,200000,7958,1,2,0.039790658795736,0.03979,,4,100
F12,200000,200000,7227,1,2,0.0361363614153459,0.036135,,1,100
F13,200000,200000,1771,1,2,0.0088560668559677,0.008855,,4,100
F14,400000,400000,9431,1,2,0.0235774620884163,0.0235775,,7,100
F15,400000,400000,600,1,2,0.0006494878849372,0.0015,,1,100
F16,200000,200000,2153,1,2,0.010764074366914,0.010765,,4,100
F17,400000,400000,6369,1,2,0.0159217347766438,0.0159225,,1,100
F18,200000,200000,10646,1,2,0.0532299967406264,0.05323,,4,100
F19,200000,200000,2032,1,2,0.0101594946531013,0.01016,,5,100
F20,100000,100000,4905,1,2,0.0490485201455473,0.04905,,4,100
F21,400000,400000,10756,1,2,0.0268900855398905,0.02689,,2,100
F22,100000,100000,2067,1,2,0.0206697039037327,0.02067,,3,100
F23,400000,400000,1729,1,2,0.0043224282025829,0.0043225,,2,100
F24,400000,400000,1901,1,2,0.0047523270097525,0.0047525,,3,100
F25,400000,400000,1622,1,1,0.0040542172984621,0.004055,,7,1
F26,50000,50000,3168,1,1,0.0633647495878119,0.06336,,4,1
F27,200000,200000,4283,1,1,0.021415575391792,0.021415,,1,1
F28,400000,400000,11755,1,1,0.0293876628595972,0.0293875,,1,1
F29,50000,50000,3570,1,1,0.0714006355246983,0.0714,,4,1
F30,100000,100000,2744,1,1,0.0274405339158111,0.02744,,6,1
F31,100000,100000,6031,1,1,0.0603101073775522,0.06031,,4,1
F32,400000,400000,6185,1,1,0.0154617916609179,0.0154625,,3,1
F33,400000,400000,2783,1,1,0.0069567516745831,0.0069575,,6,1
F34,400000,400000,7245,1,1,0.0181113829974953,0.0181125,,2,1
F35,100000,100000,4076,1,1,0.0407589812531922,0.04076,,4,1
F36,400000,400000,647,1,1,0.0016170404430125,0.0016175,,6,1
F37,400000,400000,1527,1,1,0.0038171655323323,0.0038175,,4,1
F38,400000,400000,2329,1,1,0.0058225094733833,0.0058225,,1,1
F39,100000,100000,1530,1,1,0.0153008228434944,0.0153,,6,1
F40,400000,400000,2993,1,1,0.0074813675248019,0.0074825,,3,1
F41,400000,400000,7495,1,1,0.0187369934450976,0.0187375,,7,1
F42,400000,400000,3351,1,1,0.0083778569883359,0.0083775,,7,1
F43,50000,50000,3076,1,1,0.0615194838726803,0.06152,,4,1
F44,200000,200000,1580,1,1,0.0078999093392354,0.0079,,2,1
F45,400000,400000,4657,1,1,0.0116435201396998,0.0116425,,2,1
F46,100000,100000,3644,1,1,0.0364396835718611,0.03644,,4,1
F47,100000,100000,3779,1,1,0.0377924614000914,0.03779,,4,1
F48,400000,400000,10649,1,1,0.0266226596657919,0.0266225,,4,1
