Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,200000,200000,9161,1,2,0.0458038215454698,0.045805,,4,100
F2,200000,200000,676,1,2,0.0033799345902968,0.00338,,5,100
F3,200000,200000,7983,1,2,0.0399126437059974,0.039915,,2,100
F4,400000,400000,1363,1,2,0.0034082967452059,0.0034075,,4,100
F5,400000,400000,6206,1,2,0.0155142220064244,0.015515,,7,100
F6,200000,200000,11019,1,2,0.0550951954550797,0.055095,,4,100
F7,400000,400000,2967,1,2,0.0074174384356254,0.0074175,,5,100
F8,400000,400000,2302,1,2,0.0057539051577278,0.005755,,7,100
F9,200000,200000,6483,1,2,0.0324161107353848,0.032415,,5,100
F10,400000,400000,5305,1,2,0.0132620857826213,0.0132625,,4,100
F11,400000,400000,3593,1,2,0.0089829220387673,0.0089825,,2,100
F12,50000,50000,1016,1,2,0.0203209653459904,0.02032,,4,100
F13,400000,400000,11843,1,2,0.0296082414747966,0.0296075,,2,100
F14,200000,200000,7022,1,2,0.0351104168929687,0.03511,,6,100
F15,400000,400000,868,1,2,0.002168941366866,0.00217,,6,100
F16,400000,400000,11500,1,2,0.0287507993945226,0.02875,,4,100
F17,400000,400000,600,1,2,0.0013590114248223,0.0015,,1,100
F18,400000,400000,3844,1,2,0.0096096943337438,0.00961,,4,100
F19,200000,200000,3852,1,2,0.0192592525183774,0.01926,,6,100
F20,400000,400000,600,1,2,0.000369114138992,0.0015,,3,100
F21,100000,100000,6447,1,2,0.064468065457381,0.06447,,7,100
F22,400000,400000,1527,1,2,0.0038178878329612,0.0038175,,5,100
F23,200000,200000,1952,1,2,0.0097609640840833,0.00976,,6,100
F24,200000,200000,882,1,2,0.0044088363719156,0.00441,,3,100
F25,400000,400000,3967,1,1,0.0099177438361709,0.0099175,,7,1
F26,200000,200000,3871,1,1,0.019355724222307,0.019355,,1,1
F27,400000,400000,9941,1,1,0.0248522769324189,0.0248525,,2,1
F28,400000,400000,1406,1,1,0.0035142918950967,0.003515,,2,1
F29,200000,200000,8657,1,1,0.0432825074744629,0.043285,,4,1
F30,200000,200000,8105,1,1,0.040524246755611,0.040525,,5,1
F31,200000,200000,2040,1,1,0.0102004488239177,0.0102,,1,1
F32,200000,200000,8425,1,1,0.0421229930984665,0.042125,,7,1
F33,400000,400000,4390,1,1,0.0109747259577264,0.010975,,2,1
F34,400000,400000,10466,1,1,0.0261649493440122,0.026165,,7,1
F35,200000,200000,9583,1,1,0.0479157523179876,0.047915,,7,1
F36,400000,400000,4796,1,1,0.0119905951298249,0.01199,,3,1
F37,400000,400000,2489,1,1,0.0062220327157531,0.0062225,,1,1
F38,400000,400000,600,1,1,0.0004016830778819,0.0015,,4,1
F39,100000,100000,624,1,1,0.0062389471681619,0.00624,,3,1
F40,400000,400000,753,1,1,0.0018815730808955,0.0018825,,7,1
F41,50000,50000,1763,1,1,0.0352582005614094,0.03526,,4,1
F42,200000,200000,6525,1,1,0.0326235176861889,0.032625,,7,1
F43,400000,400000,11099,1,1,0.0277473787833821,0.0277475,,6,1
F44,100000,100000,1446,1,1,0.0144594626078843,0.01446,,5,1
F45,400000,400000,10281,1,1,0.0257036467077412,0.0257025,,5,1
F46,100000,100000,6005,1,1,0.0600461692633355,0.06005,,7,1
F47,400000,400000,2022,1,1,0.0050559694053841,0.005055,,6,1
F48,50000,50000,2165,1,1,0.0433021020655938,0.0433,,7,1
