Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,3521,1,2,0.0088032479752102,0.0088025,,1,100
F2,400000,400000,2269,1,2,0.0056720110132884,0.0056725,,3,100
F3,400000,400000,2333,1,2,0.0058314504801784,0.0058325,,1,100
F4,100000,100000,3182,1,2,0.0318208677250066,0.03182,,3,100
F5,400000,400000,1325,1,2,0.0033125137100562,0.0033125,,6,100
F6,200000,200000,6829,1,2,0.0341466067885424,0.034145,,6,100
F7,400000,400000,600,1,2,0.0001576500724402,0.0015,,6,100
F8,400000,400000,7034,1,2,0.0175862286045144,0.017585,,1,100
F9,100000,100000,6743,1,2,0.0674336559348128,0.06743,,1,100
F10,100000,100000,3647,1,2,0.036469656439718,0.03647,,1,100
F11,200000,200000,4901,1,2,0.0245040947678935,0.024505,,3,100
F12,400000,400000,4352,1,2,0.0108789360658557,0.01088,,6,100
F13,50000,50000,1875,1,2,0.0375011223148755,0.0375,,5,100
F14,400000,400000,4103,1,2,0.0102582454165544,0.0102575,,4,100
F15,200000,200000,1294,1,2,0.0064693963346749,0.00647,,5,100
F16,400000,400000,10735,1,2,0.0268385065360849,0.0268375,,1,100
F17,100000,100000,8162,1,2,0.0816155440303491,0.08162,,1,100
F18,400000,400000,11394,1,2,0.028485917821063,0.028485,,5,100
F19,100000,100000,6166,1,2,0.0616621581189574,0.06166,,1,100
F20,200000,200000,2269,1,2,0.0113443796594154,0.011345,,4,100
F21,200000,200000,2601,1,2,0.0130062286080014,0.013005,,5,100
F22,400000,400000,8102,1,2,0.0202549088039616,0.020255,,7,100
F23,400000,400000,10171,1,2,0.0254282164370195,0.0254275,,6,100
F24,400000,400000,1269,1,2,0.003173643439858,0.0031725,,4,100
F25,400000,400000,9200,1,1,0.0230008155514547,0.023,,2,1
F26,200000,200000,5887,1,1,0.029435355979321,0.029435,,2,1
F27,400000,400000,9207,1,1,0.0230175772961127,0.0230175,,4,1
F28,100000,100000,4572,1,1,0.0457190990845102,0.04572,,6,1
F29,400000,400000,624,1,1,0.0015610378417474,0.00156,,7,1
F30,400000,400000,4483,1,1,0.0112078827932909,0.0112075,,5,1
F31,200000,200000,1797,1,1,0.0089861226173667,0.008985,,2,1
F32,200000,200000,10109,1,1,0.0505456472351368,0.050545,,6,1
F33,400000,400000,4561,1,1,0.0114019760186654,0.0114025,,3,1
F34,400000,400000,6557,1,1,0.0163921992671094,0.0163925,,7,1
F35,400000,400000,600,1,1,0.0005580848608871,0.0015,,4,1
F36,400000,400000,7120,1,1,0.0177988977781132,0.0178,,3,1
F37,100000,100000,4953,1,1,0.0495297274134463,0.04953,,1,1
F38,400000,400000,7260,1,1,0.0181490319124293,0.01815,,1,1
F39,50000,50000,2050,1,1,0.0409993706833943,0.041,,3,1
F40,400000,400000,5075,1,1,0.0126886439257824,0.0126875,,6,1
F41,400000,400000,7217,1,1,0.01804288972699,0.0180425,,6,1
F42,400000,400000,6521,1,1,0.0163036625415813,0.0163025,,2,1
F43,400000,400000,7049,1,1,0.0176227376770906,0.0176225,,4,1
F44,200000,200000,958,1,1,0.0047906340757019,0.00479,,2,1
F45,400000,400000,4069,1,1,0.0101728431521494,0.0101725,,7,1
F46,400000,400000,8929,1,1,0.0223216372011255,0.0223225,,5,1
F47,400000,400000,863,1,1,0.0021575038266613,0.0021575,,7,1
F48,200000,200000,2087,1,1,0.0104347913541202,0.010435,,3,1
