Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,10282,1,2,0.025704271687146,0.025705,,1,100
F2,200000,200000,9673,1,2,0.0483628611770804,0.048365,,2,100
F3,400000,400000,600,1,2,0.0003506060068184,0.0015,,1,100
F4,400000,400000,963,1,2,0.00240780534164,0.0024075,,5,100
F5,400000,400000,9613,1,2,0.0240329410957749,0.0240325,,2,100
F6,50000,50000,4065,1,2,0.0812978679956741,0.0813,,4,100
F7,400000,400000,1162,1,2,0.0029044996381422,0.002905,,4,100
F8,100000,100000,2686,1,2,0.0268602822700041,0.02686,,7,100
F9,400000,400000,600,1,2,0.0011636284222417,0.0015,,7,100
F10,400000,400000,1519,1,2,0.0037980320549099,0.0037975,,1,100
F11,100000,100000,1598,1,2,0.0159791960544802,0.01598,,1,100
F12,400000,400000,1660,1,2,0.0041490275291022,0.00415,,2,100
F13,400000,400000,1050,1,2,0.0026259610636966,0.002625,,7,100
F14,400000,400000,600,1,2,0.0011536845585424,0.0015,,2,100
F15,400000,400000,1066,1,2,0.002663766672163,0.002665,,1,100
F16,400000,400000,2115,1,2,0.005288152290752,0.0052875,,7,100
F17,100000,100000,6551,1,2,0.0655083949583633,0.06551,,4,100
F18,400000,400000,600,1,2,0.0012090809084012,0.0015,,3,100
F19,400000,400000,6502,1,2,0.0162548082989166,0.016255,,1,100
F20,200000,200000,3597,1,2,0.0179843484254954,0.017985,,7,100
F21,400000,400000,5465,1,2,0.0136631184294802,0.0136625,,4,100
F22,400000,400000,600,1,2,0.0002581624211137,0.0015,,6,100
F23,400000,400000,6897,1,2,0.0172422548427729,0.0172425,,4,100
F24,200000,200000,2549,1,2,0.0127454751910639,0.012745,,6,100
F25,400000,400000,1931,1,1,0.0048278243041856,0.0048275,,4,1
F26,400000,400000,4169,1,1,0.0104227982989892,0.0104225,,3,1
F27,400000,400000,10562,1,1,0.0264050525748463,0.026405,,2,1
F28,100000,100000,7749,1,1,0.0774872872315093,0.07749,,2,1
F29,400000,400000,10847,1,1,0.0271168063035338,0.0271175,,4,1
F30,100000,100000,3980,1,1,0.0398008878587254,0.0398,,2,1
F31,50000,50000,2467,1,1,0.0493377407223623,0.04934,,7,1
F32,50000,50000,2406,1,1,0.0481224125811405,0.04812,,4,1
F33,50000,50000,3030,1,1,0.0605985236739748,0.0606,,2,1
F34,100000,100000,5435,1,1,0.0543476853776819,0.05435,,4,1
F35,200000,200000,1930,1,1,0.0096510152042398,0.00965,,3,1
F36,400000,400000,7643,1,1,0.0191063457436681,0.0191075,,5,1
F37,400000,400000,1275,1,1,0.0031868860892111,0.0031875,,2,1
F38,200000,200000,6887,1,1,0.0344350620412112,0.034435,,1,1
F39,100000,100000,2319,1,1,0.0231905199125755,0.02319,,7,1
F40,400000,400000,829,1,1,0.002071823680253,0.0020725,,4,1
F41,400000,400000,6903,1,1,0.0172585858000383,0.0172575,,2,1
F42,400000,400000,5637,1,1,0.0140933564904819,0.0140925,,5,1
F43,400000,400000,5756,1,1,0.0143906202504034,0.01439,,7,1
F44,400000,400000,3503,1,1,0.0087572063623571,0.0087575,,6,1
F45,400000,400000,6059,1,1,0.0151480586920613,0.0151475,,2,1
F46,200000,200000,7835,1,1,0.0391742545724292,0.039175,,7,1
F47,200000,200000,1444,1,1,0.0072189414008292,0.00722,,5,1
F48,400000,400000,10185,1,1,0.0254629884971163,0.0254625,,4,1
