Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,3689,1,2,0.0092235127300839,0.0092225,,7,100
F2,200000,200000,1093,1,2,0.0054638774605557,0.005465,,5,100
F3,400000,400000,2039,1,2,0.0050962809419048,0.0050975,,2,100
F4,200000,200000,3901,1,2,0.0195060637574142,0.019505,,5,100
F5,200000,200000,3361,1,2,0.0168059004680253,0.016805,,7,100
F6,400000,400000,1182,1,2,0.0029549211764341,0.002955,,5,100
F7,200000,200000,3433,1,2,0.0171655847693544,0.017165,,1,100
F8,400000,400000,5883,1,2,0.0147085327140111,0.0147075,,3,100
F9,400000,400000,3778,1,2,0.0094439696362257,0.009445,,3,100
F10,400000,400000,743,1,2,0.0018564847954242,0.0018575,,7,100
F11,100000,100000,2291,1,2,0.0229094540670806,0.02291,,5,100
F12,200000,200000,1489,1,2,0.0074441848460762,0.007445,,4,100
F13,200000,200000,11553,1,2,0.0577654554595938,0.057765,,1,100
F14,400000,400000,4381,1,2,0.0109532577382576,0.0109525,,7,100
F15,400000,400000,8553,1,2,0.0213820433721716,0.0213825,,1,100
F16,200000,200000,8576,1,2,0.0428796329460842,0.04288,,5,100
F17,100000,100000,3759,1,2,0.0375887161600394,0.03759,,1,100
F18,400000,400000,4680,1,2,0.0117010884637911,0.0117,,6,100
F19,400000,400000,1532,1,2,0.0038291459886033,0.00383,,7,100
F20,400000,400000,3755,1,2,0.0093885094969452,0.0093875,,1,100
F21,200000,200000,9599,1,2,0.0479974221085718,0.047995,,5,100
F22,50000,50000,3015,1,2,0.0602983856168382,0.0603,,1,100
F23,100000,100000,1957,1,2,0.0195706855954372,0.01957,,7,100
F24,400000,400000,6740,1,2,0.0168509779426558,0.01685,,2,100
F25,400000,400000,3854,1,1,0.0096352042450263,0.009635,,5,1
F26,100000,100000,9899,1,1,0.0989922694234812,0.09899,,1,1
F27,200000,200000,9792,1,1,0.0489581363603517,0.04896,,1,1
F28,400000,400000,900,1,1,0.0022498596861559,0.00225,,1,1
F29,400000,400000,7375,1,1,0.01843709419015,0.0184375,,3,1
F30,100000,100000,752,1,1,0.0075189111554722,0.00752,,2,1
F31,400000,400000,9193,1,1,0.0229835692805864,0.0229825,,1,1
F32,400000,400000,5905,1,1,0.0147636589303346,0.0147625,,5,1
F33,100000,100000,2988,1,1,0.0298790503082498,0.02988,,3,1
F34,400000,400000,1192,1,1,0.0029796263703867,0.00298,,1,1
F35,400000,400000,9159,1,1,0.0228987187538423,0.0228975,,3,1
F36,400000,400000,702,1,1,0.0017549822158487,0.001755,,6,1
F37,50000,50000,1534,1,1,0.0306778775665546,0.03068,,1,1
F38,400000,400000,3431,1,1,0.00857766427124,0.0085775,,6,1
F39,400000,400000,1694,1,1,0.0042345880752029,0.004235,,6,1
F40,400000,400000,5539,1,1,0.0138481593419645,0.0138475,,1,1
F41,400000,400000,1669,1,1,0.0041714872382672,0.0041725,,3,1
F42,400000,400000,5205,1,1,0.0130122367448775,0.0130125,,2,1
F43,200000,200000,6709,1,1,0.0335450144290347,0.033545,,5,1
F44,100000,100000,3559,1,1,0.0355876473712742,0.03559,,3,1
F45,400000,400000,4044,1,1,0.0101090978503861,0.01011,,4,1
F46,400000,400000,9751,1,1,0.0243775900705587,0.0243775,,5,1
F47,200000,200000,9311,1,1,0.0465570746675759,0.046555,,1,1
F48,200000,200000,11181,1,1,0.055904852555873,0.055905,,5,1
