Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,6261,1,2,0.0156535044214967,0.0156525,,3,100
F2,400000,400000,4597,1,2,0.0114913281173836,0.0114925,,4,100
F3,400000,400000,4745,1,2,0.0118631660582215,0.0118625,,1,100
F4,400000,400000,5586,1,2,0.0139654505461135,0.013965,,5,100
F5,200000,200000,10146,1,2,0.0507293973464779,0.05073,,4,100
F6,400000,400000,5359,1,2,0.013398573968913,0.0133975,,3,100
F7,200000,200000,4747,1,2,0.0237355912080092,0.023735,,5,100
F8,200000,200000,6106,1,2,0.0305283930002469,0.03053,,5,100
F9,400000,400000,1573,1,2,0.0039314252672164,0.0039325,,5,100
F10,200000,200000,3060,1,2,0.0153003670477028,0.0153,,1,100
F11,400000,400000,4259,1,2,0.0106481008174248,0.0106475,,6,100
F12,400000,400000,3776,1,2,0.009440016574053,0.00944,,4,100
F13,400000,400000,6074,1,2,0.0151846797692665,0.015185,,2,100
F14,400000,400000,8973,1,2,0.0224325450475459,0.0224325,,4,100
F15,400000,400000,2876,1,2,0.0071907140392249,0.00719,,5,100
F16,400000,400000,7778,1,2,0.0194453439495215,0.019445,,5,100
F17,200000,200000,6648,1,2,0.0332386835691717,0.03324,,2,100
F18,100000,100000,4537,1,2,0.0453716067551402,0.04537,,2,100
F19,400000,400000,6229,1,2,0.0155712621285694,0.0155725,,4,100
F20,200000,200000,6959,1,2,0.03479523002999,0.034795,,4,100
F21,100000,100000,6001,1,2,0.0600141285219074,0.06001,,4,100
F22,400000,400000,600,1,2,0.0004207245403411,0.0015,,7,100
F23,400000,400000,1311,1,2,0.0032781535979258,0.0032775,,4,100
F24,400000,400000,3007,1,2,0.0075165404261864,0.0075175,,1,100
F25,400000,400000,4225,1,1,0.0105628829318473,0.0105625,,2,1
F26,400000,400000,613,1,1,0.0015313051199282,0.0015325,,2,1
F27,400000,400000,8543,1,1,0.021358149185257,0.0213575,,1,1
F28,100000,100000,8115,1,1,0.0811521593224597,0.08115,,2,1
F29,200000,200000,1141,1,1,0.005704880960948,0.005705,,3,1
F30,100000,100000,8340,1,1,0.0833961682141375,0.0834,,4,1
F31,400000,400000,2033,1,1,0.0050831969203753,0.0050825,,1,1
F32,100000,100000,1071,1,1,0.0107098989132894,0.01071,,3,1
F33,400000,400000,600,1,1,0.0003918835195554,0.0015,,3,1
F34,400000,400000,600,1,1,0.0004007254105502,0.0015,,2,1
F35,400000,400000,8563,1,1,0.0214063518215651,0.0214075,,2,1
F36,400000,400000,11443,1,1,0.0286070903028614,0.0286075,,1,1
F37,200000,200000,10550,1,1,0.052749728191549,0.05275,,2,1
F38,200000,200000,9297,1,1,0.0464867750023735,0.046485,,4,1
F39,400000,400000,4327,1,1,0.0108164658543916,0.0108175,,2,1
F40,400000,400000,11516,1,1,0.0287890122897526,0.02879,,2,1
F41,200000,200000,7563,1,1,0.0378130516997904,0.037815,,4,1
F42,100000,100000,1296,1,1,0.0129589887774721,0.01296,,5,1
F43,400000,400000,2784,1,1,0.00695958709674,0.00696,,6,1
F44,200000,200000,3701,1,1,0.01850549896969,0.018505,,2,1
F45,200000,200000,9408,1,1,0.0470391538721575,0.04704,,2,1
F46,400000,400000,11681,1,1,0.0292018195329083,0.0292025,,4,1
F47,400000,400000,6978,1,1,0.0174457874914289,0.017445,,4,1
F48,400000,400000,600,1,1,0.0008329027838872,0.0015,,6,1
