Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,973,1,2,0.002432161847256,0.0024325,,2,100
F2,400000,400000,8572,1,2,0.0214299738370975,0.02143,,4,100
F3,400000,400000,5799,1,2,0.0144975371740454,0.0144975,,1,100
F4,400000,400000,5836,1,2,0.0145897138786039,0.01459,,2,100
F5,400000,400000,4942,1,2,0.0123553248573068,0.012355,,6,100
F6,50000,50000,1274,1,2,0.0254794879218609,0.02548,,3,100
F7,100000,100000,6528,1,2,0.0652771721055663,0.06528,,7,100
F8,200000,200000,10471,1,2,0.052352926575183,0.052355,,3,100
F9,200000,200000,5524,1,2,0.0276200789120526,0.02762,,6,100
F10,400000,400000,8151,1,2,0.0203771647101772,0.0203775,,4,100
F11,400000,400000,11061,1,2,0.0276525608246812,0.0276525,,7,100
F12,400000,400000,1848,1,2,0.004619775995038,0.00462,,4,100
F13,400000,400000,600,1,2,0.0001868267604101,0.0015,,3,100
F14,400000,400000,10195,1,2,0.025487903765738,0.0254875,,6,100
F15,100000,100000,3427,1,2,0.0342716920601985,0.03427,,7,100
F16,400000,400000,600,1,2,0.0002698584166329,0.0015,,6,100
F17,200000,200000,1340,1,2,0.0066991472529998,0.0067,,1,100
F18,400000,400000,7657,1,2,0.019141277940037,0.0191425,,6,100
F19,400000,400000,8755,1,2,0.0218863820491415,0.0218875,,3,100
F20,200000,200000,2530,1,2,0.0126488842527313,0.01265,,3,100
F21,100000,100000,9665,1,2,0.0966453883640889,0.09665,,7,100
F22,400000,400000,5780,1,2,0.0144508851746821,0.01445,,5,100
F23,400000,400000,3893,1,2,0.0097336164813019,0.0097325,,4,100
F24,400000,400000,1320,1,2,0.0032992145709845,0.0033,,5,100
F25,400000,400000,7662,1,1,0.0191558486847976,0.019155,,3,1
F26,400000,400000,9561,1,1,0.023902325176156,0.0239025,,1,1
F27,100000,100000,3140,1,1,0.0314022893992329,0.0314,,6,1
F28,400000,400000,1445,1,1,0.0036121402716868,0.0036125,,3,1
F29,400000,400000,10987,1,1,0.0274665768359266,0.0274675,,3,1
F30,400000,400000,10246,1,1,0.0256147394011403,0.025615,,1,1
F31,400000,400000,9746,1,1,0.0243643587022208,0.024365,,7,1
F32,400000,400000,1173,1,1,0.0029318155966411,0.0029325,,1,1
F33,50000,50000,1569,1,1,0.0313822021181607,0.03138,,3,1
F34,100000,100000,2347,1,1,0.0234697517145672,0.02347,,6,1
F35,50000,50000,3999,1,1,0.0799798404087326,0.07998,,7,1
F36,400000,400000,754,1,1,0.0018844053245643,0.001885,,4,1
F37,400000,400000,8355,1,1,0.0208884632586914,0.0208875,,1,1
F38,400000,400000,2890,1,1,0.0072252294959423,0.007225,,7,1
F39,400000,400000,10878,1,1,0.0271956507660388,0.027195,,7,1
F40,200000,200000,1187,1,1,0.0059349968867771,0.005935,,5,1
F41,200000,200000,6380,1,1,0.0318993841664987,0.0319,,7,1
F42,400000,400000,600,1,1,9.696674007401984e-05,0.0015,,4,1
F43,400000,400000,1053,1,1,0.0026319630413557,0.0026325,,7,1
F44,400000,400000,8527,1,1,0.0213180284895379,0.0213175,,7,1
F45,400000,400000,7245,1,1,0.018112302012004,0.0181125,,7,1
F46,200000,200000,6481,1,1,0.0324046267259116,0.032405,,6,1
F47,400000,400000,3022,1,1,0.0075551734589331,0.007555,,2,1
F48,200000,200000,789,1,1,0.0039447433013808,0.003945,,6,1
