Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,100000,100000,7413,1,2,0.0741290380586168,0.07413,,4,100
F2,400000,400000,1606,1,2,0.0040143937221732,0.004015,,2,100
F3,400000,400000,9555,1,2,0.0238880921090155,0.0238875,,3,100
F4,400000,400000,3476,1,2,0.0086898833366024,0.00869,,7,100
F5,400000,400000,1271,1,2,0.003177318548426,0.0031775,,5,100
F6,400000,400000,5297,1,2,0.0132427101326983,0.0132425,,6,100
F7,400000,400000,2026,1,2,0.0050639015168493,0.005065,,4,100
F8,400000,400000,9355,1,2,0.023386539631914,0.0233875,,7,100
F9,400000,400000,8981,1,2,0.0224519608743182,0.0224525,,2,100
F10,400000,400000,8401,1,2,0.0210034943047823,0.0210025,,6,100
F11,400000,400000,600,1,2,0.0007212346877628,0.0015,,7,100
F12,400000,400000,4757,1,2,0.0118914335827591,0.0118925,,5,100
F13,400000,400000,1402,1,2,0.0035061674281968,0.003505,,4,100
F14,200000,200000,5884,1,2,0.0294201684369148,0.02942,,5,100
F15,400000,400000,10583,1,2,0.0264571847102844,0.0264575,,2,100
F16,400000,400000,3101,1,2,0.0077515023290222,0.0077525,,1,100
F17,200000,200000,4737,1,2,0.023684433351561,0.023685,,4,100
F18,400000,400000,600,1,2,0.0005064324947166,0.0015,,6,100
F19,200000,200000,2815,1,2,0.0140753032639239,0.014075,,2,100
F20,400000,400000,8257,1,2,0.0206415825113358,0.0206425,,5,100
F21,200000,200000,5133,1,2,0.0256654560115774,0.025665,,1,100
F22,100000,100000,6961,1,2,0.069605333708579,0.06961,,3,100
F23,200000,200000,7887,1,2,0.0394327379814104,0.039435,,1,100
F24,50000,50000,5642,1,2,0.1128400200301817,0.11284,,2,100
F25,200000,200000,8030,1,1,0.040148553866139,0.04015,,2,1
F26,400000,400000,600,1,1,0.0012126302753353,0.0015,,7,1
F27,400000,400000,600,1,1,0.0012530509666496,0.0015,,6,1
F28,400000,400000,9935,1,1,0.0248384974411116,0.0248375,,5,1
F29,400000,400000,7880,1,1,0.0197007247598908,0.0197,,3,1
F30,400000,400000,3725,1,1,0.0093132051899291,0.0093125,,1,1
F31,200000,200000,6756,1,1,0.0337803988741601,0.03378,,4,1
F32,400000,400000,6971,1,1,0.0174265620194683,0.0174275,,4,1
F33,400000,400000,6204,1,1,0.0155108711562499,0.01551,,7,1
F34,400000,400000,5524,1,1,0.0138093123367045,0.01381,,4,1
F35,400000,400000,11071,1,1,0.0276779776254292,0.0276775,,3,1
F36,400000,400000,3415,1,1,0.0085381473777918,0.0085375,,2,1
F37,400000,400000,710,1,1,0.0017748998324576,0.001775,,2,1
F38,400000,400000,1959,1,1,0.0048967972887631,0.0048975,,6,1
F39,200000,200000,11146,1,1,0.0557287263336941,0.05573,,1,1
F40,200000,200000,8333,1,1,0.0416626787087211,0.041665,,2,1
F41,200000,200000,1287,1,1,0.0064361626262769,0.006435,,7,1
F42,400000,400000,8227,1,1,0.0205669587837343,0.0205675,,1,1
F43,400000,400000,3745,1,1,0.0093619537095897,0.0093625,,3,1
F44,50000,50000,4099,1,1,0.0819776075756132,0.08198,,5,1
F45,400000,400000,1218,1,1,0.0030447746521598,0.003045,,3,1
F46,400000,400000,1134,1,1,0.0028354332477349,0.002835,,1,1
F47,400000,400000,2179,1,1,0.0054463081067675,0.0054475,,5,1
F48,400000,400000,3217,1,1,0.0080418220123086,0.0080425,,3,1
