Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,200000,200000,1491,1,2,0.0074557977797298,0.007455,,4,100
F2,200000,200000,1008,1,2,0.0050399909060925,0.00504,,1,100
F3,400000,400000,819,1,2,0.0020467289079268,0.0020475,,5,100
F4,50000,50000,1629,1,2,0.0325816516206145,0.03258,,2,100
F5,400000,400000,600,1,2,0.0010930057926983,0.0015,,4,100
F6,100000,100000,7068,1,2,0.0706849597774463,0.07068,,6,100
F7,50000,50000,1699,1,2,0.0339816408899336,0.03398,,1,100
F8,200000,200000,4474,1,2,0.0223697330438154,0.02237,,6,100
F9,400000,400000,10001,1,2,0.0250012634978564,0.0250025,,1,100
F10,200000,200000,7838,1,2,0.0391903459621983,0.03919,,4,100
F11,400000,400000,3361,1,2,0.0084031724533847,0.0084025,,6,100
F12,400000,400000,6207,1,2,0.0155183415611058,0.0155175,,7,100
F13,50000,50000,1848,1,2,0.0369602222283226,0.03696,,6,100
F14,100000,100000,7405,1,2,0.0740518401399672,0.07405,,4,100
F15,200000,200000,7521,1,2,0.0376029315587962,0.037605,,3,100
F16,400000,400000,600,1,2,0.0005105676600462,0.0015,,1,100
F17,400000,400000,7247,1,2,0.0181169451436579,0.0181175,,5,100
F18,400000,400000,1957,1,2,0.0048935113982528,0.0048925,,4,100
F19,400000,400000,2491,1,2,0.0062273151236512,0.0062275,,2,100
F20,100000,100000,3233,1,2,0.0323275720833399,0.03233,,7,100
F21,400000,400000,2791,1,2,0.0069782644694913,0.0069775,,6,100
F22,400000,400000,5538,1,2,0.013845531188658,0.013845,,2,100
F23,200000,200000,10513,1,2,0.0525635640150764,0.052565,,4,100
F24,100000,100000,4071,1,2,0.0407081344472124,0.04071,,6,100
F25,400000,400000,600,1,1,0.0009684308542478,0.0015,,5,1
F26,50000,50000,2750,1,1,0.0550010219682816,0.055,,6,1
F27,400000,400000,2773,1,1,0.0069316012472097,0.0069325,,3,1
F28,400000,400000,3318,1,1,0.0082960028193754,0.008295,,7,1
F29,200000,200000,5753,1,1,0.0287658990936637,0.028765,,3,1
F30,200000,200000,6795,1,1,0.0339752073801664,0.033975,,4,1
F31,200000,200000,2312,1,1,0.0115593082571403,0.01156,,5,1
F32,400000,400000,6479,1,1,0.0161976229570657,0.0161975,,1,1
F33,400000,400000,2817,1,1,0.0070416445725698,0.0070425,,7,1
F34,200000,200000,7683,1,1,0.0384133836545201,0.038415,,7,1
F35,400000,400000,7940,1,1,0.0198512283597946,0.01985,,2,1
F36,400000,400000,6609,1,1,0.0165220714238423,0.0165225,,6,1
F37,400000,400000,814,1,1,0.0020361976983781,0.002035,,5,1
F38,400000,400000,2821,1,1,0.0070526370554258,0.0070525,,5,1
F39,400000,400000,7195,1,1,0.0179866183589138,0.0179875,,3,1
F40,400000,400000,3783,1,1,0.0094577676791296,0.0094575,,1,1
F41,100000,100000,6532,1,1,0.0653179194376462,0.06532,,4,1
F42,400000,400000,8374,1,1,0.0209348048250499,0.020935,,4,1
F43,400000,400000,600,1,1,4.7503761198081085e-05,0.0015,,6,1
F44,200000,200000,8480,1,1,0.0423991985545877,0.0424,,3,1
F45,400000,400000,3066,1,1,0.0076661620542862,0.007665,,3,1
F46,200000,200000,2738,1,1,0.0136894372170578,0.01369,,4,1
F47,200000,200000,1444,1,1,0.0072209571766631,0.00722,,2,1
F48,200000,200000,8106,1,1,0.0405285260911901,0.04053,,1,1
