Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,100000,100000,7315,1,2,0.0731517094446146,0.07315,,6,100
F2,400000,400000,1239,1,2,0.0030970480923108,0.0030975,,4,100
F3,400000,400000,988,1,2,0.0024705447748945,0.00247,,6,100
F4,400000,400000,5897,1,2,0.0147414313467493,0.0147425,,1,100
F5,100000,100000,6339,1,2,0.0633869291411904,0.06339,,6,100
F6,400000,400000,8087,1,2,0.0202187023005477,0.0202175,,4,100
F7,400000,400000,2647,1,2,0.0066177292629819,0.0066175,,3,100
F8,200000,200000,650,1,2,0.0032499667376264,0.00325,,1,100
F9,200000,200000,10742,1,2,0.0537123387960729,0.05371,,3,100
F10,400000,400000,6346,1,2,0.0158640179246113,0.015865,,3,100
F11,400000,400000,7199,1,2,0.0179967400384258,0.0179975,,4,100
F12,400000,400000,3531,1,2,0.0088281696818794,0.0088275,,7,100
F13,400000,400000,7850,1,2,0.0196248825069346,0.019625,,7,100
F14,400000,400000,9390,1,2,0.0234753304494935,0.023475,,3,100
F15,400000,400000,10332,1,2,0.0258307635249804,0.02583,,1,100
F16,400000,400000,2994,1,2,0.0074848300871953,0.007485,,1,100
F17,200000,200000,5472,1,2,0.0273591531741675,0.02736,,4,100
F18,400000,400000,2647,1,2,0.0066173195051305,0.0066175,,4,100
F19,400000,400000,600,1,2,0.0012037375612564,0.0015,,1,100
F20,400000,400000,818,1,2,0.0020458550012901,0.002045,,7,100
F21,400000,400000,987,1,2,0.0024667206349788,0.0024675,,4,100
F22,400000,400000,2261,1,2,0.0056523513971776,0.0056525,,7,100
F23,400000,400000,600,1,2,0.0004953178669325,0.0015,,3,100
F24,400000,400000,635,1,2,0.0015878851442435,0.0015875,,2,100
F25,50000,50000,3459,1,1,0.0691836124914697,0.06918,,3,1
F26,400000,400000,1034,1,1,0.0025843098368601,0.002585,,3,1
F27,400000,400000,9927,1,1,0.0248184272389777,0.0248175,,5,1
F28,400000,400000,848,1,1,0.002120229956672,0.00212,,5,1
F29,400000,400000,4809,1,1,0.0120225897828186,0.0120225,,7,1
F30,400000,400000,600,1,1,0.0013971490761776,0.0015,,6,1
F31,400000,400000,1362,1,1,0.0034062117252118,0.003405,,3,1
F32,200000,200000,1823,1,1,0.0091150879151549,0.009115,,6,1
F33,400000,400000,2745,1,1,0.0068628870017617,0.0068625,,5,1
F34,100000,100000,1540,1,1,0.01540075377014,0.0154,,5,1
F35,50000,50000,2048,1,1,0.0409590969159885,0.04096,,4,1
F36,400000,400000,1798,1,1,0.0044952203410521,0.004495,,5,1
F37,400000,400000,8077,1,1,0.0201922325233884,0.0201925,,1,1
F38,50000,50000,4049,1,1,0.0809829770198196,0.08098,,6,1
F39,400000,400000,2063,1,1,0.0051573035436772,0.0051575,,6,1
F40,400000,400000,4511,1,1,0.0112763535431914,0.0112775,,6,1
F41,100000,100000,6927,1,1,0.0692748896623562,0.06927,,6,1
F42,200000,200000,8419,1,1,0.0420971960330326,0.042095,,5,1
F43,400000,400000,11689,1,1,0.0292225510277973,0.0292225,,6,1
F44,400000,400000,8985,1,1,0.0224632168814767,0.0224625,,6,1
F45,200000,200000,6515,1,1,0.0325762647535918,0.032575,,5,1
F46,100000,100000,7337,1,1,0.0733701635928693,0.07337,,6,1
F47,400000,400000,1048,1,1,0.0026195828272016,0.00262,,1,1
F48,400000,400000,11981,1,1,0.0299526782213181,0.0299525,,3,1
