Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,600,1,1,0.0005575338240708,0.0015,,3
F2,400000,400000,3001,1,1,0.0075013567423892,0.0075025,,4
F3,400000,400000,600,1,1,0.0006684298942782,0.0015,,6
F4,100000,100000,3012,1,1,0.0301189776243428,0.03012,,7
F5,400000,400000,2652,1,1,0.0066291465106667,0.00663,,5
F6,200000,200000,1225,1,1,0.0061243407998008,0.006125,,3
F7,100000,100000,606,1,1,0.0060592137647917,0.00606,,2
F8,400000,400000,7329,1,1,0.0183234204892851,0.0183225,,6
F9,400000,400000,1909,1,1,0.0047718220651022,0.0047725,,5
F10,400000,400000,8234,1,1,0.0205849242506853,0.020585,,7
F11,400000,400000,3427,1,1,0.0085677002130939,0.0085675,,5
F12,400000,400000,741,1,1,0.0018533264899904,0.0018525,,1
F13,400000,400000,3422,1,1,0.0085556116089975,0.008555,,1
F14,400000,400000,3464,1,1,0.0086588433737894,0.00866,,6
F15,200000,200000,1048,1,1,0.0052405739470452,0.00524,,6
F16,100000,100000,1580,1,1,0.0158007213119562,0.0158,,1
F17,400000,400000,1125,1,1,0.0028128367438804,0.0028125,,7
F18,400000,400000,600,1,1,0.0004680217328602,0.0015,,4
F19,400000,400000,9939,1,1,0.024848113234126,0.0248475,,4
F20,400000,400000,4047,1,1,0.0101181195026982,0.0101175,,4
F21,400000,400000,1212,1,1,0.0030303993176346,0.00303,,6
F22,200000,200000,1589,1,1,0.0079448003000741,0.007945,,2
F23,50000,50000,641,1,1,0.0128195154028465,0.01282,,3
F24,400000,400000,2289,1,1,0.0057233915652415,0.0057225,,7
F25,400000,400000,600,1,1,0.0008359058298337,0.0015,,5
F26,400000,400000,784,1,1,0.0019597466063601,0.00196,,2
F27,400000,400000,2907,1,1,0.0072674075985449,0.0072675,,7
F28,200000,200000,9485,1,1,0.0474270681343753,0.047425,,6
F29,400000,400000,600,1,1,0.0007973597932428,0.0015,,1
F30,100000,100000,604,1,1,0.0060411171294423,0.00604,,4
F31,200000,200000,2479,1,1,0.0123947084627271,0.012395,,2
F32,400000,400000,10818,1,1,0.0270439279396314,0.027045,,5
F33,200000,200000,645,1,1,0.0032251292708926,0.003225,,4
F34,400000,400000,1884,1,1,0.0047093293364227,0.00471,,1
F35,400000,400000,6647,1,1,0.0166166146079658,0.0166175,,5
F36,400000,400000,3201,1,1,0.0080015007633799,0.0080025,,3
F37,400000,400000,612,1,1,0.0015298984153341,0.00153,,7
F38,400000,400000,1828,1,1,0.0045692703532527,0.00457,,3
F39,400000,400000,600,1,1,0.0004896372212798,0.0015,,2
F40,400000,400000,10081,1,1,0.0252022579923035,0.0252025,,3
F41,50000,50000,3886,1,1,0.0777155602920303,0.07772,,5
F42,400000,400000,806,1,1,0.0020156331857725,0.002015,,5
F43,400000,400000,4949,1,1,0.0123715246977432,0.0123725,,7
F44,400000,400000,2651,1,1,0.0066263948122332,0.0066275,,1
F45,400000,400000,1499,1,1,0.0037477815069643,0.0037475,,2
F46,400000,400000,10849,1,1,0.0271215948545513,0.0271225,,4
F47,400000,400000,600,1,1,0.0008950372088912,0.0015,,7
F48,400000,400000,2723,1,1,0.0068073851380784,0.0068075,,6
