Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,1,0,400000,1929,33045,34974,34974,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F1,P1_2,1,400000,800000,1929,443854,445783,45783,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F1,P1_3,1,800000,1200000,1929,846998,848927,48927,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F10,P10_1,8,0,200000,7061,77965,85026,85026,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F10,P10_2,8,200000,400000,7061,224797,231858,31858,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F10,P10_3,8,400000,600000,7061,497714,504775,104775,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F10,P10_4,8,600000,800000,7061,624797,631858,31858,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F10,P10_5,8,800000,1000000,7061,874518,881579,81579,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F10,P10_6,8,1000000,1200000,7061,1024797,1031858,31858,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
F11,P11_1,3,0,400000,8403,85965,94368,94368,Scheduled - Deadline Met,Yes,Yes,2700.235580444336,45.003926340738936,Time Limit Exceeded,11383031.0,Gurobi Status: 9
