Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,1547,1,2,0.0038677231680611657,0.0038675,2.2316806116582863e-07,1,3
F2,200000,200000,8655,1,2,0.04327498996600665,0.043275,1.0033993351477033e-08,4,6
F3,400000,400000,5953,1,2,0.014883066142274304,0.0148825,5.661422743039046e-07,7,3
F4,200000,200000,8569,1,2,0.04284560074546573,0.042845,6.007454657272482e-07,4,6
F5,400000,400000,1388,1,2,0.0034702955223495646,0.00347,2.955223495646267e-07,1,3
F6,400000,400000,10078,1,2,0.02519623273957805,0.025195,1.2327395780518946e-06,5,3
F7,400000,400000,2865,1,2,0.007162828314301151,0.0071625,3.283143011510378e-07,7,3
F8,200000,200000,7558,1,2,0.037788179549082646,0.03779,1.820450917351668e-06,4,6
F9,400000,400000,3793,1,2,0.009481356503316718,0.0094825,1.1434966832816335e-06,7,3
F10,400000,400000,2716,1,2,0.006790904496961625,0.00679,9.044969616249857e-07,3,3
F11,400000,400000,9767,1,2,0.024417469547630022,0.0244175,3.045236997983869e-08,4,3
F12,400000,400000,6871,1,2,0.017176323325800213,0.0171775,1.176674199784844e-06,3,3
F13,400000,400000,5894,1,2,0.014734568620840993,0.014735,4.3137915900666457e-07,3,3
F14,200000,200000,7406,1,2,0.037028656239112,0.03703,1.3437608879993124e-06,7,6
F15,400000,400000,8169,1,2,0.020423673154785882,0.0204225,1.1731547858821745e-06,3,3
F16,400000,400000,9527,1,2,0.023816326087359396,0.0238175,1.173912640602126e-06,7,3
F17,400000,400000,1529,1,2,0.003823697380214819,0.0038225,1.197380214818921e-06,4,3
F18,400000,400000,600,1,2,8.213623476893694e-05,0.0015,0.001417863765231063,6,3
F19,200000,200000,3125,1,2,0.015626092641160994,0.015625,1.0926411609935016e-06,2,6
F20,400000,400000,7261,1,2,0.018151775626717326,0.0181525,7.243732826726912e-07,7,3
F21,400000,400000,4882,1,2,0.012206154175795458,0.012205,1.1541757954577903e-06,5,3
F22,200000,200000,6924,1,2,0.03462099655345091,0.03462,9.965534509132068e-07,4,6
F23,400000,400000,6511,1,2,0.016277676605184088,0.0162775,1.7660518408790793e-07,5,3
F24,400000,400000,6901,1,2,0.01725341222177007,0.0172525,9.122217700698043e-07,4,3
F25,200000,200000,6325,1,2,0.031626837181236045,0.031625,1.8371812360445938e-06,7,6
F26,400000,400000,1070,1,2,0.0026747915996561678,0.002675,2.0840034383210956e-07,2,3
F27,200000,200000,3803,1,2,0.01901616484776769,0.019015,1.1648477676907965e-06,6,6
F28,400000,400000,2218,1,2,0.00554609952948526,0.005545,1.0995294852603893e-06,2,3
F29,200000,200000,1759,1,2,0.00879544048765718,0.008795,4.4048765717938365e-07,1,6
F30,200000,200000,2247,1,2,0.0112343944870269,0.011235,6.055129731005054e-07,4,6
F31,400000,400000,8141,1,2,0.02035300141720242,0.0203525,5.014172024218888e-07,5,3
F32,400000,400000,600,1,2,0.0013765813221775502,0.0015,0.00012341867782244978,3,3
F33,400000,400000,1582,1,2,0.003954331546863421,0.003955,6.684531365791502e-07,4,3
F34,400000,400000,6357,1,2,0.01589169332382212,0.0158925,8.06676177880078e-07,6,3
F35,400000,400000,3725,1,2,0.009313474982325431,0.0093125,9.749823254318751e-07,3,3
F36,400000,400000,4917,1,2,0.012293462331906535,0.0122925,9.623319065354269e-07,1,3
F37,400000,400000,3362,1,2,0.008404067536346871,0.008405,9.32463653128407e-07,6,3
F38,100000,100000,7149,1,2,0.07149280415718864,0.07149,2.804157188646128e-06,4,12
F39,200000,200000,6283,1,2,0.031415501917441,0.031415,5.019174409981453e-07,4,6
F40,400000,400000,1047,1,2,0.00261753822985189,0.0026175,3.822985189007311e-08,5,3
F41,400000,400000,7515,1,2,0.018787912452409877,0.0187875,4.124524098786386e-07,2,3
F42,400000,400000,4633,1,2,0.011583505043731207,0.0115825,1.0050437312062593e-06,2,3
F43,400000,400000,8477,1,2,0.021193589916195132,0.0211925,1.0899161951329062e-06,2,3
F44,100000,100000,4115,1,2,0.0411514816430245,0.04115,1.481643024499324e-06,4,12
F45,400000,400000,6130,1,2,0.015324618553525168,0.015325,3.8144647483175087e-07,4,3
F46,200000,200000,1731,1,2,0.008654555294076903,0.008655,4.447059230965056e-07,5,6
F47,200000,200000,6131,1,2,0.030656207746020826,0.030655,1.2077460208245738e-06,3,6
F48,400000,400000,4637,1,2,0.011593249939867241,0.0115925,7.499398672408675e-07,6,3
