Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,3777,1,2,0.009442122000963171,0.0094425,3.779990368282804e-07,6,3
F2,400000,400000,4879,1,2,0.012198239195931437,0.0121975,7.39195931437342e-07,1,3
F3,200000,200000,11073,1,2,0.055365671626019686,0.055365,6.716260196881763e-07,7,6
F4,400000,400000,3463,1,2,0.008657365747935297,0.0086575,1.3425206470303597e-07,7,3
F5,400000,400000,1057,1,2,0.002643713347058929,0.0026425,1.213347058929247e-06,4,3
F6,400000,400000,600,1,2,0.0005466176827305658,0.0015,0.0009533823172694343,1,3
F7,200000,200000,4653,1,2,0.023265360411412472,0.023265,3.604114124713953e-07,4,6
F8,400000,400000,3195,1,2,0.007988203472621302,0.0079875,7.034726213026726e-07,3,3
F9,400000,400000,5755,1,2,0.01438683619961778,0.0143875,6.638003822185407e-07,4,3
F10,400000,400000,4885,1,2,0.012212726371834348,0.0122125,2.2637183434877362e-07,3,3
F11,400000,400000,1831,1,2,0.004578513260366179,0.0045775,1.0132603661793665e-06,2,3
F12,200000,200000,1418,1,2,0.007088823301280245,0.00709,1.1766987197550996e-06,4,6
F13,400000,400000,10357,1,2,0.02589162198661321,0.0258925,8.780133867875017e-07,2,3
F14,200000,200000,6013,1,2,0.0300663795420405,0.030065,1.3795420404985603e-06,4,6
F15,400000,400000,7311,1,2,0.01827780636817722,0.0182775,3.0636817721987897e-07,3,3
F16,400000,400000,3750,1,2,0.009374329746148713,0.009375,6.702538512867035e-07,5,3
F17,100000,100000,2921,1,2,0.029209235695932256,0.02921,7.643040677435264e-07,6,12
F18,400000,400000,600,1,2,0.0014049999805484381,0.0015,9.500001945156192e-05,5,3
F19,400000,400000,4239,1,2,0.010598235005062184,0.0105975,7.350050621850179e-07,5,3
F20,100000,100000,9187,1,2,0.09187037990277613,0.09187,3.799027761403062e-07,2,12
F21,200000,200000,10201,1,2,0.05100430449264742,0.051005,6.955073525785616e-07,7,6
F22,400000,400000,11770,1,2,0.02942447622378319,0.029425,5.237762168083804e-07,2,3
F23,400000,400000,4723,1,2,0.011807060156019733,0.0118075,4.3984398026726546e-07,7,3
F24,400000,400000,8753,1,2,0.021881554178003748,0.0218825,9.458219962510395e-07,6,3
F25,400000,400000,1070,1,2,0.0026753714471915435,0.002675,3.714471915436564e-07,7,3
F26,400000,400000,1899,1,2,0.0047485177622598185,0.0047475,1.0177622598184916e-06,1,3
F27,400000,400000,6334,1,2,0.015836031610492796,0.015835,1.0316104927972358e-06,5,3
F28,400000,400000,3987,1,2,0.009966497578693279,0.0099675,1.0024213067220955e-06,3,3
F29,200000,200000,6351,1,2,0.03175513235673705,0.031755,1.3235673704953266e-07,7,6
F30,400000,400000,3993,1,2,0.009982055232904408,0.0099825,4.447670955923938e-07,6,3
F31,200000,200000,5557,1,2,0.027784001180305218,0.027785,9.988196947828543e-07,1,6
F32,400000,400000,2595,1,2,0.006486674296198369,0.0064875,8.257038016309948e-07,7,3
F33,400000,400000,3569,1,2,0.008922408775315915,0.0089225,9.122468408451212e-08,2,3
F34,200000,200000,7654,1,2,0.03826973858875063,0.03827,2.6141124936929216e-07,7,6
F35,400000,400000,2779,1,2,0.00694819430769153,0.0069475,6.943076915301091e-07,6,3
F36,400000,400000,3585,1,2,0.008961660534762994,0.0089625,8.394652370059125e-07,1,3
F37,400000,400000,1338,1,2,0.003345402384099222,0.003345,4.0238409922208757e-07,5,3
F38,400000,400000,1173,1,2,0.002932766638227613,0.0029325,2.6663822761275463e-07,1,3
F39,400000,400000,755,1,2,0.0018883841404491453,0.0018875,8.841404491451935e-07,3,3
F40,400000,400000,3254,1,2,0.008135394456528777,0.008135,3.944565287773705e-07,4,3
F41,400000,400000,1502,1,2,0.003756243217116595,0.003755,1.2432171165948323e-06,2,3
F42,400000,400000,11493,1,2,0.028733020864842723,0.0287325,5.208648427221241e-07,7,3
F43,200000,200000,10253,1,2,0.051267480736045576,0.051265,2.4807360455778027e-06,2,6
F44,400000,400000,1810,1,2,0.004525085549507812,0.004525,8.554950781201193e-08,5,3
F45,100000,100000,4800,1,2,0.047998651894151444,0.048,1.3481058485573238e-06,2,12
F46,400000,400000,854,1,2,0.0021347896693438145,0.002135,2.1033065618564564e-07,6,3
F47,200000,200000,6840,1,2,0.034200979109934956,0.0342,9.791099349551469e-07,2,6
F48,400000,400000,4623,1,2,0.011556441018075564,0.0115575,1.05898192443582e-06,2,3
