Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,200000,200000,6275,1,2,0.03137566033456385,0.031375,6.603345638483971e-07,6,6
F2,400000,400000,5298,1,2,0.013245716926304385,0.013245,7.169263043851903e-07,3,3
F3,200000,200000,1365,1,2,0.006824553077470541,0.006825,4.4692252945937455e-07,4,6
F4,400000,400000,5975,1,2,0.01493854287207963,0.0149375,1.0428720796304414e-06,4,3
F5,400000,400000,3614,1,2,0.009035653011222777,0.009035,6.530112227776802e-07,3,3
F6,400000,400000,4485,1,2,0.011211786414117353,0.0112125,7.135858826473607e-07,2,3
F7,400000,400000,600,1,2,0.0010315771090237957,0.0015,0.0004684228909762043,4,3
F8,200000,200000,5798,1,2,0.028990429151506847,0.02899,4.2915150684844083e-07,3,6
F9,400000,400000,2730,1,2,0.006826081250222327,0.006825,1.0812502223263645e-06,2,3
F10,400000,400000,8878,1,2,0.02219566315103616,0.022195,6.63151036160714e-07,3,3
F11,400000,400000,6764,1,2,0.016908781849433563,0.01691,1.2181505664385361e-06,6,3
F12,200000,200000,3985,1,2,0.019925250944083928,0.019925,2.5094408392933865e-07,3,6
F13,400000,400000,2581,1,2,0.006453738775539564,0.0064525,1.2387755395637523e-06,7,3
F14,400000,400000,4169,1,2,0.010423310158617971,0.0104225,8.10158617971582e-07,1,3
F15,400000,400000,958,1,2,0.002393858191392262,0.002395,1.1418086077381352e-06,2,3
F16,200000,200000,10209,1,2,0.05104610011512056,0.051045,1.1001151205627946e-06,4,6
F17,400000,400000,939,1,2,0.002347399323673116,0.0023475,1.0067632688409364e-07,3,3
F18,400000,400000,4577,1,2,0.011443356477207178,0.0114425,8.564772071787546e-07,5,3
F19,200000,200000,10795,1,2,0.0539764616964698,0.053975,1.4616964697997115e-06,4,6
F20,200000,200000,2857,1,2,0.014284566095894624,0.014285,4.339041053767062e-07,6,6
F21,400000,400000,3051,1,2,0.0076284083339588915,0.0076275,9.083339588917758e-07,7,3
F22,400000,400000,9378,1,2,0.023443775220344187,0.023445,1.2247796558131907e-06,4,3
F23,400000,400000,600,1,2,0.0005918167564641363,0.0015,0.0009081832435358637,5,3
F24,400000,400000,5638,1,2,0.014094085425593483,0.014095,9.145744065165717e-07,7,3
F25,400000,400000,11362,1,2,0.028404829396831532,0.028405,1.7060316846728707e-07,4,3
F26,400000,400000,9311,1,2,0.02327659179471836,0.0232775,9.082052816397623e-07,6,3
F27,200000,200000,9227,1,2,0.04613494078876429,0.046135,5.921123571311915e-08,6,6
F28,400000,400000,600,1,2,0.0004844802665384118,0.0015,0.0010155197334615882,6,3
F29,400000,400000,600,1,2,0.00017884812469537437,0.0015,0.0013211518753046257,7,3
F30,400000,400000,3047,1,2,0.00761664345360441,0.0076175,8.565463955898314e-07,5,3
F31,400000,400000,3741,1,2,0.009352377118564292,0.0093525,1.228814357073782e-07,6,3
F32,200000,200000,765,1,2,0.0038256383780619907,0.003825,6.383780619908554e-07,3,6
F33,400000,400000,9474,1,2,0.023683827971568316,0.023685,1.172028431684763e-06,6,3
F34,200000,200000,756,1,2,0.003779021271863414,0.00378,9.787281365857513e-07,5,6
F35,400000,400000,10429,1,2,0.026071636419695343,0.0260725,8.635803046552759e-07,3,3
F36,400000,400000,1717,1,2,0.004293371576098826,0.0042925,8.715760988252733e-07,4,3
F37,400000,400000,1242,1,2,0.0031057941661735144,0.003105,7.941661735143268e-07,2,3
F38,200000,200000,9731,1,2,0.048656669671910985,0.048655,1.6696719109879354e-06,3,6
F39,400000,400000,4835,1,2,0.012088504337668421,0.0120875,1.0043376684216315e-06,4,3
F40,200000,200000,7461,1,2,0.03730688442108626,0.037305,1.8844210862636879e-06,4,6
F41,100000,100000,1676,1,2,0.01675938090426493,0.01676,6.190957350694914e-07,5,12
F42,400000,400000,1889,1,2,0.004723633395410265,0.0047225,1.1333954102648106e-06,1,3
F43,400000,400000,617,1,2,0.00154306183500183,0.0015425,5.618350018298836e-07,1,3
F44,100000,100000,8296,1,2,0.08295850974791977,0.08296,1.4902520802384522e-06,4,12
F45,200000,200000,4266,1,2,0.021331222595470427,0.02133,1.2225954704285502e-06,7,6
F46,400000,400000,2393,1,2,0.0059816651676519,0.0059825,8.348323481000702e-07,6,3
F47,400000,400000,8636,1,2,0.02158992955268345,0.02159,7.044731655317382e-08,4,3
F48,400000,400000,600,1,2,0.0012195908707217397,0.0015,0.0002804091292782603,1,3
