Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,200000,200000,7757,1,2,0.03878509258718832,0.038785,9.258718831894885e-08,2,6
F2,400000,400000,9929,1,2,0.02482245336539901,0.0248225,4.663460098988659e-08,2,3
F3,400000,400000,10753,1,2,0.02688249363272055,0.0268825,6.367279450220087e-09,2,3
F4,200000,200000,10110,1,2,0.05054952647102329,0.05055,4.735289767104911e-07,2,6
F5,200000,200000,8305,1,2,0.04152579599497985,0.041525,7.959949798533317e-07,2,6
F6,400000,400000,3017,1,2,0.007542149809485643,0.0075425,3.5019051435655063e-07,6,3
F7,400000,400000,3887,1,2,0.009716735054641656,0.0097175,7.649453583440102e-07,4,3
F8,200000,200000,7900,1,2,0.03949754548932971,0.0395,2.4545106702897335e-06,2,6
F9,400000,400000,3453,1,2,0.008632792641134146,0.0086325,2.92641134146468e-07,5,3
F10,200000,200000,6386,1,2,0.031927528934743044,0.03193,2.471065256956506e-06,2,6
F11,400000,400000,9087,1,2,0.022716859600147687,0.0227175,6.403998523141219e-07,2,3
F12,400000,400000,9441,1,2,0.023602126820874758,0.0236025,3.731791252403749e-07,2,3
F13,200000,200000,3585,1,2,0.017923773045590508,0.017925,1.2269544094924145e-06,5,6
F14,200000,200000,6085,1,2,0.030424486172350163,0.030425,5.1382764983815e-07,2,6
F15,400000,400000,8353,1,2,0.02088145780879863,0.0208825,1.0421912013669488e-06,4,3
F16,400000,400000,600,1,2,0.0008683803749980346,0.0015,0.0006316196250019655,7,3
F17,400000,400000,694,1,2,0.0017341054466116224,0.001735,8.945533883776384e-07,4,3
F18,400000,400000,4945,1,2,0.012361583047819813,0.0123625,9.169521801872388e-07,4,3
F19,200000,200000,8041,1,2,0.04020444546729551,0.040205,5.545327044845227e-07,2,6
F20,400000,400000,5181,1,2,0.012953397306297965,0.0129525,8.973062979641261e-07,5,3
F21,400000,400000,600,1,2,0.0005785640097799583,0.0015,0.0009214359902200418,4,3
F22,400000,400000,3280,1,2,0.008200032132538615,0.0082,3.213253861426846e-08,2,3
F23,400000,400000,2457,1,2,0.006142835706433092,0.0061425,3.3570643309145665e-07,2,3
F24,400000,400000,4366,1,2,0.010914461088048277,0.010915,5.389119517220514e-07,1,3
F25,200000,200000,2540,1,2,0.01269950919759083,0.0127,4.908024091691832e-07,2,6
F26,400000,400000,5815,1,2,0.014536382114637647,0.0145375,1.1178853623530077e-06,3,3
F27,400000,400000,600,1,2,0.0008389578176798418,0.0015,0.0006610421823201582,7,3
F28,100000,100000,1649,1,2,0.01649019332752283,0.01649,1.9332752282733012e-07,4,12
F29,400000,400000,600,1,2,0.001347270201030093,0.0015,0.00015272979896990705,1,3
F30,200000,200000,3383,1,2,0.016915406383257447,0.016915,4.063832574480175e-07,2,6
F31,400000,400000,2018,1,2,0.005044563812256542,0.005045,4.3618774345829253e-07,6,3
F32,400000,400000,604,1,2,0.0015100383707938314,0.00151,3.8370793831350725e-08,4,3
F33,400000,400000,600,1,2,0.00047604111073315525,0.0015,0.0010239588892668448,6,3
F34,200000,200000,8110,1,2,0.04054812193233842,0.04055,1.878067661581495e-06,2,6
F35,400000,400000,9121,1,2,0.022803677366046493,0.0228025,1.177366046493239e-06,4,3
F36,400000,400000,2199,1,2,0.0054975288705043646,0.0054975,2.8870504364779392e-08,5,3
F37,400000,400000,600,1,2,0.001403392483568966,0.0015,9.660751643103408e-05,5,3
F38,200000,200000,3178,1,2,0.015889768140163713,0.01589,2.318598362888169e-07,2,6
F39,400000,400000,600,1,2,0.0009590715643689462,0.0015,0.0005409284356310538,4,3
F40,200000,200000,9583,1,2,0.04791413474105334,0.047915,8.652589466584537e-07,2,6
F41,400000,400000,3069,1,2,0.007671635131396848,0.0076725,8.648686031518041e-07,3,3
F42,200000,200000,948,1,2,0.004738814320578197,0.00474,1.1856794218034414e-06,1,6
F43,200000,200000,1286,1,2,0.006429135840257505,0.00643,8.641597424949993e-07,3,6
F44,400000,400000,6481,1,2,0.01620324237805812,0.0162025,7.423780581175543e-07,1,3
F45,400000,400000,4354,1,2,0.010884614178021848,0.010885,3.858219781525257e-07,6,3
F46,400000,400000,6197,1,2,0.01549262344077635,0.0154925,1.2344077635062511e-07,5,3
F47,400000,400000,4152,1,2,0.0103799261990032,0.01038,7.380099679987762e-08,1,3
F48,200000,200000,8617,1,2,0.04308340445568067,0.043085,1.5955443193257923e-06,2,6
