Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,1,0,400000,763,108797,109560,109560,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F1,P1_2,1,400000,800000,763,508797,509560,109560,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F1,P1_3,1,800000,1200000,763,902472,903235,103235,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F10,P10_1,5,0,400000,2131,148272,150403,150403,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F10,P10_2,5,400000,800000,2131,548272,550403,150403,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F10,P10_3,5,800000,1200000,2131,928621,930752,130752,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F11,P11_1,5,0,400000,2978,145198,148176,148176,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F11,P11_2,5,400000,800000,2978,545198,548176,148176,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F11,P11_3,5,800000,1200000,2978,925547,928525,128525,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_1,8,0,100000,6855,30104,36959,36959,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_2,8,100000,200000,6855,130003,136858,36858,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_3,8,200000,300000,6855,212754,219609,19609,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_4,8,300000,400000,6855,309172,316027,16027,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_5,8,400000,500000,6855,412754,419609,19609,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_6,8,500000,600000,6855,530003,536858,36858,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_7,8,600000,700000,6855,612754,619609,19609,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_8,8,700000,800000,6855,720124,726979,26979,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_9,8,800000,900000,6855,853977,860832,60832,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_10,8,900000,1000000,6855,952940,959795,59795,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_11,8,1000000,1100000,6855,1012754,1019609,19609,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F12,P12_12,8,1100000,1200000,6855,1109172,1116027,16027,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F13,P13_1,8,0,400000,5303,117336,122639,122639,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F13,P13_2,8,400000,800000,5303,517336,522639,122639,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F13,P13_3,8,800000,1200000,5303,939773,945076,145076,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F14,P14_1,5,0,400000,10064,130003,140067,140067,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F14,P14_2,5,400000,800000,10064,530003,540067,140067,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F14,P14_3,5,800000,1200000,10064,910352,920416,120416,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F15,P15_1,1,0,200000,2364,2215,4579,4579,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F15,P15_2,1,200000,400000,2364,202215,204579,4579,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F15,P15_3,1,400000,600000,2364,402215,404579,4579,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F15,P15_4,1,600000,800000,2364,602215,604579,4579,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F15,P15_5,1,800000,1000000,2364,802215,804579,4579,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F15,P15_6,1,1000000,1200000,2364,1002215,1004579,4579,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F16,P16_1,4,0,400000,1947,171227,173174,173174,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F16,P16_2,4,400000,800000,1947,571227,573174,173174,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F16,P16_3,4,800000,1200000,1947,971227,973174,173174,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F17,P17_1,8,0,400000,600,128611,129211,129211,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F17,P17_2,8,400000,800000,600,528611,529211,129211,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F17,P17_3,8,800000,1200000,600,951048,951648,151648,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F18,P18_1,1,0,50000,2119,0,2119,2119,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F18,P18_2,1,50000,100000,2119,110352,112471,62471,Scheduled - Deadline Missed,Yes,No,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F18,P18_3,1,100000,150000,2119,112567,114686,14686,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F18,P18_4,1,150000,200000,2119,150000,152119,2119,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F18,P18_5,1,200000,250000,2119,200000,202119,2119,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
F18,P18_6,1,250000,300000,2119,250000,252119,2119,Scheduled - Deadline Met,Yes,Yes,2700.1090698242188,45.001817830403645,Time Limit Exceeded,15235597.0,Gurobi Status: 9
