Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,3,0,400000,1376,208942,210318,210318,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F1,P1_2,3,400000,800000,1376,608942,610318,210318,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F1,P1_3,3,800000,1200000,1376,1008942,1010318,210318,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F10,P10_1,6,0,400000,3335,85811,89146,89146,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F10,P10_2,6,400000,800000,3335,506407,509742,109742,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F10,P10_3,6,800000,1200000,3335,865517,868852,68852,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F11,P11_1,2,0,400000,2991,60010,63001,63001,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F11,P11_2,2,400000,800000,2991,480606,483597,83597,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F11,P11_3,2,800000,1200000,2991,890873,893864,93864,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F12,P12_1,1,0,200000,3346,135329,138675,138675,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F12,P12_2,1,200000,400000,3346,240257,243603,43603,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F12,P12_3,1,400000,600000,3346,535329,538675,138675,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F12,P12_4,1,600000,800000,3346,640257,643603,43603,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F12,P12_5,1,800000,1000000,3346,935329,938675,138675,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F12,P12_6,1,1000000,1200000,3346,1040257,1043603,43603,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
F13,P13_1,1,0,50000,2099,7687,9786,9786,Scheduled - Deadline Met,Yes,Yes,2700.311287879944,45.005188131332396,Time Limit Exceeded,16472191.0,Gurobi Status: 9
