Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,1,0,400000,967,21143,22110,22110,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F1,P1_2,1,400000,800000,967,421143,422110,22110,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F1,P1_3,1,800000,1200000,967,821143,822110,22110,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F10,P10_1,8,0,400000,2506,163722,166228,166228,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F10,P10_2,8,400000,800000,2506,563722,566228,166228,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F10,P10_3,8,800000,1200000,2506,963722,966228,166228,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F11,P11_1,6,0,400000,8020,117066,125086,125086,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F11,P11_2,6,400000,800000,8020,517066,525086,125086,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F11,P11_3,6,800000,1200000,8020,917066,925086,125086,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F12,P12_1,3,0,400000,624,10833,11457,11457,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F12,P12_2,3,400000,800000,624,410833,411457,11457,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F12,P12_3,3,800000,1200000,624,810833,811457,11457,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F13,P13_1,3,0,200000,2307,6034,8341,8341,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F13,P13_2,3,200000,400000,2307,206034,208341,8341,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F13,P13_3,3,400000,600000,2307,406034,408341,8341,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F13,P13_4,3,600000,800000,2307,606034,608341,8341,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F13,P13_5,3,800000,1000000,2307,806034,808341,8341,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F13,P13_6,3,1000000,1200000,2307,1006034,1008341,8341,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F14,P14_1,4,0,400000,1385,106862,108247,108247,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F14,P14_2,4,400000,800000,1385,506862,508247,108247,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F14,P14_3,4,800000,1200000,1385,906862,908247,108247,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F15,P15_1,3,0,400000,600,11553,12153,12153,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F15,P15_2,3,400000,800000,600,411553,412153,12153,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F15,P15_3,3,800000,1200000,600,811553,812153,12153,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F16,P16_1,6,0,400000,2480,129941,132421,132421,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
F16,P16_2,6,400000,800000,2480,529941,532421,132421,Scheduled - Deadline Met,Yes,Yes,2700.3286159038544,45.005476931730904,Time Limit Exceeded,13872821.0,Gurobi Status: 9
