Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,9433,1,2,0.023581872792648007,0.0235825,6.272073519927868e-07,4,6
F2,400000,400000,7813,1,2,0.019532760839896635,0.0195325,2.6083989663333584e-07,5,6
F3,400000,400000,8682,1,2,0.021706240749231442,0.021705,1.2407492314438218e-06,6,6
F4,800000,800000,2059,1,2,0.002573413491812837,0.00257375,3.3650818716301004e-07,5,3
F5,400000,400000,6019,1,2,0.015046312295561748,0.0150475,1.1877044382522378e-06,2,6
F6,200000,200000,3208,1,2,0.016041200300648262,0.01604,1.2003006482630418e-06,1,12
F7,800000,800000,9243,1,2,0.011554272822210221,0.01155375,5.228222102211105e-07,1,3
F8,800000,800000,6197,1,2,0.007746788133519034,0.00774625,5.381335190339509e-07,5,3
F9,400000,400000,8295,1,2,0.020738522099269185,0.0207375,1.0220992691864494e-06,7,6
F10,800000,800000,10246,1,2,0.012807336859581353,0.0128075,1.6314041864640139e-07,7,3
F11,100000,100000,3446,1,2,0.03446020891392043,0.03446,2.0891392043392853e-07,7,24
F12,100000,100000,5518,1,2,0.055179385626284216,0.05518,6.143737157834894e-07,3,24
F13,400000,400000,3063,1,2,0.007657255889173986,0.0076575,2.441108260141031e-07,7,6
F14,200000,200000,1183,1,2,0.005914959995604541,0.005915,4.000439545945311e-08,6,12
F15,100000,100000,6488,1,2,0.0648754045624178,0.06488,4.595437582188833e-06,3,24
F16,800000,800000,11729,1,2,0.014660901323996278,0.01466125,3.48676003722459e-07,3,3
F17,400000,400000,7376,1,2,0.018441160441194593,0.01844,1.1604411945913273e-06,4,6
F18,800000,800000,6334,1,2,0.007917354349672723,0.0079175,1.4565032727641147e-07,1,3
F19,400000,400000,3923,1,2,0.009807820933581568,0.0098075,3.209335815677894e-07,4,6
F20,400000,400000,3970,1,2,0.009925465760439789,0.009925,4.6576043978910353e-07,6,6
F21,400000,400000,6592,1,2,0.01648019891957253,0.01648,1.989195725290993e-07,7,6
F22,400000,400000,863,1,2,0.002157934740753653,0.0021575,4.347407536529728e-07,3,6
F23,800000,800000,600,1,2,0.00064062555481742,0.00075,0.00010937444518258001,3,3
F24,800000,800000,1951,1,2,0.002438226650898101,0.00243875,5.233491018989678e-07,7,3
F25,800000,800000,933,1,2,0.0011658458713490472,0.00116625,4.041286509528109e-07,3,3
F26,100000,100000,5844,1,2,0.05844132651897882,0.05844,1.326518978821134e-06,7,24
F27,800000,800000,1671,1,2,0.0020881910047353958,0.00208875,5.589952646041334e-07,4,3
F28,200000,200000,6979,1,2,0.034893148817027486,0.034895,1.851182972516241e-06,4,12
F29,200000,200000,1847,1,2,0.009235279218551551,0.009235,2.792185515507195e-07,5,12
F30,100000,100000,3107,1,2,0.031071712473793978,0.03107,1.7124737939772094e-06,6,24
F31,800000,800000,888,1,2,0.001110443441334208,0.00111,4.4344133420782215e-07,7,3
F32,200000,200000,3503,1,2,0.017514349810282492,0.017515,6.501897175069382e-07,6,12
F33,800000,800000,6362,1,2,0.007952776480770862,0.0079525,2.7648077086279976e-07,4,3
F34,800000,800000,2976,1,2,0.0037198101555248053,0.00372,1.8984447519489883e-07,1,3
F35,400000,400000,7381,1,2,0.018453443424156613,0.0184525,9.43424156612388e-07,3,6
F36,400000,400000,6365,1,2,0.01591372584196729,0.0159125,1.2258419672915577e-06,5,6
F37,200000,200000,6104,1,2,0.030519608461039488,0.03052,3.9153896051052905e-07,1,12
F38,400000,400000,2516,1,2,0.006289638462093405,0.00629,3.6153790659420454e-07,2,6
F39,800000,800000,620,1,2,0.0007752524777435432,0.000775,2.524777435432496e-07,1,3
F40,800000,800000,6437,1,2,0.008046868128836954,0.00804625,6.181288369540988e-07,6,3
F41,100000,100000,729,1,2,0.00728955811897003,0.00729,4.418810299697956e-07,3,24
F42,800000,800000,6871,1,2,0.008589272629797029,0.00858875,5.226297970298277e-07,2,3
F43,200000,200000,7554,1,2,0.037770962891654464,0.03777,9.628916544657251e-07,3,12
F44,200000,200000,5054,1,2,0.025270352182047248,0.02527,3.5218204724740687e-07,3,12
F45,800000,800000,1685,1,2,0.0021066015214686318,0.00210625,3.5152146863172765e-07,5,3
F46,200000,200000,7673,1,2,0.03836624651288033,0.038365,1.2465128803249015e-06,3,12
F47,200000,200000,10038,1,2,0.050188033482759124,0.05019,1.9665172408742104e-06,7,12
F48,800000,800000,3166,1,2,0.003957366061516985,0.0039575,1.3393848301550965e-07,4,3
