Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,7491,1,2,0.009363256577501589,0.00936375,4.934224984119717e-07,1,3
F2,800000,800000,5141,1,2,0.006425737141676602,0.00642625,5.128583233978551e-07,3,3
F3,400000,400000,3460,1,2,0.008649853468790103,0.00865,1.465312098967303e-07,3,6
F4,800000,800000,1782,1,2,0.002227677684637386,0.0022275,1.776846373859227e-07,2,3
F5,100000,100000,1945,1,2,0.019449210584426835,0.01945,7.894155731637265e-07,3,24
F6,400000,400000,4826,1,2,0.012065195219206792,0.012065,1.9521920679305138e-07,6,6
F7,800000,800000,7763,1,2,0.00970371015545457,0.00970375,3.9844545430406386e-08,7,3
F8,100000,100000,3021,1,2,0.030210678926021473,0.03021,6.789260214717929e-07,6,24
F9,400000,400000,3803,1,2,0.009506914938095079,0.0095075,5.850619049212885e-07,6,6
F10,400000,400000,7629,1,2,0.01907219927134518,0.0190725,3.007286548187271e-07,6,6
F11,400000,400000,7270,1,2,0.018174528230625375,0.018175,4.717693746249252e-07,1,6
F12,800000,800000,600,1,2,0.0005822700686598514,0.00075,0.0001677299313401486,1,3
F13,200000,200000,1933,1,2,0.009665076114017457,0.009665,7.611401745682977e-08,2,12
F14,200000,200000,6630,1,2,0.03315070600749137,0.03315,7.060074913717296e-07,7,12
F15,200000,200000,6459,1,2,0.0322952636073659,0.032295,2.636073659009752e-07,3,12
F16,200000,200000,3191,1,2,0.0159544467140883,0.015955,5.532859117009237e-07,7,12
F17,800000,800000,8737,1,2,0.010921122785288895,0.01092125,1.2721471110560545e-07,1,3
F18,200000,200000,899,1,2,0.004494598299724095,0.004495,4.01700275904672e-07,1,12
F19,200000,200000,8803,1,2,0.044016658046540535,0.044015,1.6580465405369171e-06,3,12
F20,800000,800000,957,1,2,0.0011964989058885767,0.00119625,2.489058885766105e-07,5,3
F21,200000,200000,7667,1,2,0.03833599363919504,0.038335,9.936391950418622e-07,7,12
F22,800000,800000,8069,1,2,0.010086097752850631,0.01008625,1.5224714936847017e-07,6,3
F23,800000,800000,5999,1,2,0.007498885557790658,0.00749875,1.3555779065747842e-07,5,3
F24,100000,100000,1516,1,2,0.015160324109431689,0.01516,3.241094316888682e-07,7,24
F25,400000,400000,11387,1,2,0.028466588072722288,0.0284675,9.119272777122212e-07,7,6
F26,800000,800000,6908,1,2,0.008635047385847583,0.008635,4.738584758259834e-08,4,3
F27,800000,800000,923,1,2,0.001154000769240271,0.00115375,2.50769240270907e-07,7,3
F28,400000,400000,8311,1,2,0.02077693346862508,0.0207775,5.66531374920215e-07,7,6
F29,200000,200000,1013,1,2,0.005064508584894045,0.005065,4.91415105954851e-07,4,12
F30,800000,800000,6795,1,2,0.008494322041236901,0.00849375,5.72041236901813e-07,7,3
F31,800000,800000,3377,1,2,0.004221734485506168,0.00422125,4.844855061676354e-07,7,3
F32,200000,200000,7545,1,2,0.03772331947292834,0.037725,1.6805270716610532e-06,3,12
F33,200000,200000,7231,1,2,0.03615362712057463,0.036155,1.3728794253722865e-06,1,12
F34,200000,200000,9221,1,2,0.046106389570098716,0.046105,1.389570098715709e-06,7,12
F35,100000,100000,7966,1,2,0.07965587112577735,0.07966,4.128874222644741e-06,3,24
F36,200000,200000,7735,1,2,0.038673159910799476,0.038675,1.8400892005249192e-06,1,12
F37,800000,800000,600,1,2,0.00036613982910665976,0.00075,0.00038386017089334025,4,3
F38,800000,800000,2236,1,2,0.0027949162805540884,0.002795,8.371944591181388e-08,5,3
F39,200000,200000,2570,1,2,0.012849939774755348,0.01285,6.022524465243428e-08,3,12
F40,400000,400000,8513,1,2,0.021281866585708797,0.0212825,6.334142912019225e-07,6,6
F41,400000,400000,4286,1,2,0.010715041307769346,0.010715,4.130776934570257e-08,1,6
F42,800000,800000,8523,1,2,0.01065433779943431,0.01065375,5.877994343102266e-07,3,3
F43,100000,100000,6070,1,2,0.06070009502299245,0.0607,9.502299245373047e-08,3,24
F44,800000,800000,5686,1,2,0.007107480418309067,0.0071075,1.958169093280865e-08,2,3
F45,400000,400000,9068,1,2,0.022671219062858843,0.02267,1.2190628588433505e-06,3,6
F46,800000,800000,4298,1,2,0.005372250653163921,0.0053725,2.493468360788634e-07,6,3
F47,400000,400000,8461,1,2,0.021153305780270873,0.0211525,8.057802708717754e-07,1,6
F48,400000,400000,11451,1,2,0.028627470243975682,0.0286275,2.9756024318150498e-08,1,6
