Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,6757,1,2,0.016892429095230144,0.0168925,7.09047698575771e-08,2,6
F2,400000,400000,1021,1,2,0.0025528869760601536,0.0025525,3.8697606015349745e-07,4,6
F3,100000,100000,6757,1,2,0.06757082881598542,0.06757,8.288159854125121e-07,5,24
F4,200000,200000,682,1,2,0.003410217752907063,0.00341,2.177529070633566e-07,5,12
F5,800000,800000,7685,1,2,0.009606417377129639,0.00960625,1.6737712963885154e-07,3,3
F6,400000,400000,7709,1,2,0.019272885144671514,0.0192725,3.851446715129325e-07,6,6
F7,200000,200000,6351,1,2,0.03175303705046473,0.031755,1.9629495352710413e-06,1,12
F8,100000,100000,2076,1,2,0.02076116950251594,0.02076,1.1695025159408345e-06,6,24
F9,800000,800000,7759,1,2,0.00969852486444489,0.00969875,2.2513555511007033e-07,4,3
F10,800000,800000,2185,1,2,0.0027310706354302106,0.00273125,1.7936456978961263e-07,6,3
F11,100000,100000,1693,1,2,0.016929227926315682,0.01693,7.720736843186415e-07,6,24
F12,200000,200000,9712,1,2,0.0485624073243861,0.04856,2.4073243861041926e-06,1,12
F13,800000,800000,8409,1,2,0.010511665311824903,0.01051125,4.15311824902842e-07,2,3
F14,800000,800000,5575,1,2,0.006968415174877118,0.00696875,3.348251228817503e-07,3,3
F15,400000,400000,11549,1,2,0.02887299626988038,0.0288725,4.962698803810672e-07,2,6
F16,400000,400000,8261,1,2,0.02065158037079884,0.0206525,9.196292011619256e-07,2,6
F17,800000,800000,4568,1,2,0.005709815093896786,0.00571,1.8490610321358902e-07,7,3
F18,200000,200000,1623,1,2,0.008115209960390168,0.008115,2.0996039016771273e-07,6,12
F19,400000,400000,4814,1,2,0.012034611521211547,0.012035,3.884787884537999e-07,6,6
F20,400000,400000,6569,1,2,0.0164228025466156,0.0164225,3.0254661560064067e-07,4,6
F21,800000,800000,600,1,2,0.00017733073749842676,0.00075,0.0005726692625015733,1,3
F22,800000,800000,600,1,2,0.00024881975976437376,0.00075,0.0005011802402356263,4,3
F23,800000,800000,5929,1,2,0.007411402567775893,0.00741125,1.5256777589293252e-07,5,3
F24,400000,400000,7249,1,2,0.01812154295147478,0.0181225,9.570485252213823e-07,2,6
F25,800000,800000,1855,1,2,0.00231823226859712,0.00231875,5.177314028798931e-07,1,3
F26,200000,200000,4795,1,2,0.02397456884200244,0.023975,4.311579975581348e-07,6,12
F27,400000,400000,9375,1,2,0.02343829909735501,0.0234375,7.990973550087155e-07,1,6
F28,100000,100000,3722,1,2,0.0372206412443748,0.03722,6.412443747938479e-07,5,24
F29,800000,800000,7427,1,2,0.009284152403953916,0.00928375,4.0240395391549777e-07,1,3
F30,400000,400000,9554,1,2,0.023885791094810038,0.023885,7.910948100382786e-07,2,6
F31,400000,400000,10884,1,2,0.027209573181469604,0.02721,4.2681853039752693e-07,1,6
F32,100000,100000,1011,1,2,0.010109828744498395,0.01011,1.7125550160444758e-07,1,24
F33,800000,800000,9308,1,2,0.01163438371121056,0.011635,6.162887894387015e-07,5,3
F34,400000,400000,7128,1,2,0.0178206799132532,0.01782,6.799132532021857e-07,5,6
F35,200000,200000,6135,1,2,0.030673607812799514,0.030675,1.392187200487116e-06,6,12
F36,400000,400000,8646,1,2,0.02161428165338586,0.021615,7.183466141404138e-07,5,6
F37,800000,800000,3379,1,2,0.004223749528720511,0.00422375,4.712794893918515e-10,2,3
F38,400000,400000,7342,1,2,0.018354433345092708,0.018355,5.666549072920468e-07,5,6
F39,400000,400000,6179,1,2,0.015448277204934135,0.0154475,7.772049341360499e-07,3,6
F40,800000,800000,1328,1,2,0.001660111741275283,0.00166,1.1174127528303102e-07,7,3
F41,100000,100000,5730,1,2,0.05730104330291033,0.0573,1.0433029103348868e-06,5,24
F42,800000,800000,7411,1,2,0.009263632930649954,0.00926375,1.1706935004567043e-07,4,3
F43,200000,200000,3365,1,2,0.016824297604335944,0.016825,7.02395664055333e-07,1,12
F44,800000,800000,6703,1,2,0.008378287267958195,0.00837875,4.6273204180533045e-07,2,3
F45,400000,400000,8117,1,2,0.02029287607907583,0.0202925,3.7607907582906663e-07,1,6
F46,200000,200000,8361,1,2,0.0418071291933903,0.041805,2.1291933903003213e-06,2,12
F47,400000,400000,1481,1,2,0.0037030696712726102,0.0037025,5.696712726101574e-07,3,6
F48,200000,200000,5418,1,2,0.027090943601644688,0.02709,9.436016446887074e-07,5,12
