Packet_ID,Flow,Queue,Arrival,Deadline,Execution_Time,Scheduled,Gate_Open,Gate_Close,Response_Time
P17_1,F17,2,0,50000,6532,True,0.0,6532.0,6532.0
P32_1,F32,6,0,50000,1763,True,6628.0,8391.0,8391.0
P18_1,F18,4,0,100000,7117,True,8487.0,15604.0,15604.0
P27_1,F27,3,0,100000,5844,True,15700.0,21544.0,21544.0
P3_1,F3,3,0,100000,5545,True,21640.0,27185.0,27185.0
P2_1,F2,5,0,100000,3815,True,27281.0,31096.0,31096.0
P1_1,F1,4,0,100000,1734,True,31192.0,32926.0,32926.0
P20_1,F20,5,0,100000,621,True,33022.0,33643.0,33643.0
P9_1,F9,4,0,200000,10479,True,33739.0,44218.0,44218.0
P28_1,F28,6,0,200000,8451,True,44314.0,52765.0,52765.0
P16_1,F16,2,0,200000,6556,True,52861.0,59417.0,59417.0
P12_1,F12,2,0,200000,3660,True,59513.0,63173.0,63173.0
P25_1,F25,2,0,400000,4003,True,63269.0,67272.0,67272.0
P31_1,F31,2,0,400000,600,True,67368.0,67968.0,67968.0
P17_2,F17,2,50000,100000,6532,True,68064.0,74596.0,24596.0
P24_1,F24,6,0,400000,6823,True,74692.0,81515.0,81515.0
P29_1,F29,6,0,400000,3219,True,81611.0,84830.0,84830.0
P13_1,F13,6,0,400000,600,True,84926.0,85526.0,85526.0
P30_1,F30,6,0,400000,600,True,85622.0,86222.0,86222.0
P32_2,F32,6,50000,100000,1763,True,86318.0,88081.0,38081.0
P11_1,F11,3,0,200000,5000,True,88177.0,93177.0,93177.0
P5_1,F5,7,0,200000,4655,True,93273.0,97928.0,97928.0
P8_1,F8,7,0,200000,726,True,98024.0,98750.0,98750.0
P14_1,F14,5,0,400000,11414,True,98846.0,110260.0,110260.0
P10_1,F10,4,0,400000,9933,True,110356.0,120289.0,120289.0
P23_1,F23,4,0,400000,3927,True,120385.0,124312.0,124312.0
P18_2,F18,4,100000,200000,7117,True,124408.0,131525.0,31525.0
P21_1,F21,3,0,400000,7625,True,131621.0,139246.0,139246.0
P7_1,F7,3,0,400000,4279,True,139342.0,143621.0,143621.0
P27_2,F27,3,100000,200000,5844,True,143717.0,149561.0,49561.0
