Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,2,0,400000,1305,67707.0,69012.0,69012.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F1,P1_2,2,400000,800000,1305,430932.0,432237.0,32237.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F1,P1_3,8,800000,1200000,1305,1003225.0,1004530.0,204530.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F10,P10_1,1,0,200000,6797,114811.0,121608.0,121608.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F10,P10_2,1,200000,400000,6797,356717.0,363514.0,163514.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F10,P10_3,8,400000,600000,6797,548757.0,555554.0,155554.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F10,P10_4,1,600000,800000,6797,604056.0,610853.0,10853.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F10,P10_5,1,800000,1000000,6797,972729.0,979526.0,179526.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F10,P10_6,8,1000000,1200000,6797,1151653.0,1158450.0,158450.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F11,P11_1,7,0,400000,600,200969.0,201569.0,201569.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F11,P11_2,7,400000,800000,600,671941.0,672541.0,272541.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F11,P11_3,8,800000,1200000,600,1007758.0,1008358.0,208358.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F12,P12_1,3,0,200000,8587,139998.0,148585.0,148585.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
F12,P12_2,3,200000,400000,8587,348034.0,356621.0,156621.0,Scheduled - Deadline Met,Yes,Yes,128.34926390647888,2.1391543984413146,2,77.0,Proven Optimal (Gap = 0%)
