Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,200000,200000,7269,1,2,0.03634506057822473,0.036345,,6
F2,100000,100000,841,1,2,0.008409054774784375,0.00841,,5
F3,400000,400000,3893,1,2,0.00973235389528293,0.0097325,,3
F4,400000,400000,8186,1,2,0.02046607860270666,0.020465,,1
F5,400000,400000,600,1,2,0.0007799363967226913,0.0015,,2
F6,400000,400000,7209,1,2,0.018022888636014756,0.0180225,,3
F7,400000,400000,6629,1,2,0.016572041887830125,0.0165725,,5
F8,400000,400000,9067,1,2,0.02266689547220979,0.0226675,,6
F9,50000,50000,1766,1,2,0.0353195374215709,0.03532,,4
F10,100000,100000,6766,1,2,0.06766423665373922,0.06766,,1
F11,400000,400000,8689,1,2,0.021723712019952046,0.0217225,,2
F12,50000,50000,3005,1,2,0.06009904705712443,0.0601,,1
F13,400000,400000,5062,1,2,0.012655381482019723,0.012655,,7
F14,100000,100000,3341,1,2,0.033408970580035224,0.03341,,3
F15,400000,400000,1349,1,2,0.0033722930248439864,0.0033725,,5
F16,400000,400000,3664,1,2,0.009159545522715917,0.00916,,4
F17,200000,200000,1981,1,2,0.00990568073732423,0.009905,,6
F18,400000,400000,947,1,2,0.0023666740058964075,0.0023675,,1
F19,200000,200000,4571,1,2,0.022855239556524354,0.022855,,4
F20,200000,200000,6709,1,2,0.033547292396272965,0.033545,,4
F21,100000,100000,619,1,2,0.006189259581133366,0.00619,,2
F22,400000,400000,701,1,2,0.0017523465410820283,0.0017525,,7
F23,400000,400000,6868,1,2,0.017169749238127974,0.01717,,6
F24,50000,50000,1726,1,2,0.034521975035125,0.03452,,6
F25,50000,50000,1216,1,2,0.024320543817849982,0.02432,,2
F26,100000,100000,8595,1,2,0.0859504443229494,0.08595,,6
F27,200000,200000,5191,1,2,0.02595524052327769,0.025955,,1
F28,50000,50000,2276,1,2,0.045522269180062636,0.04552,,6
F29,100000,100000,8928,1,2,0.08927549214281072,0.08928,,4
F30,100000,100000,664,1,2,0.00663912428748481,0.00664,,6
F31,400000,400000,6843,1,2,0.017108519354501084,0.0171075,,2
F32,200000,200000,4557,1,2,0.022784205402306412,0.022785,,3
F33,400000,400000,600,1,2,0.0010912822174742876,0.0015,,6
F34,400000,400000,2583,1,2,0.006457303927203284,0.0064575,,3
F35,200000,200000,1070,1,2,0.0053499357759282384,0.00535,,4
F36,400000,400000,1337,1,2,0.0033412911833881065,0.0033425,,5
F37,200000,200000,2126,1,2,0.010630194149473748,0.01063,,1
F38,200000,200000,7227,1,2,0.036136531955892504,0.036135,,3
F39,200000,200000,8357,1,2,0.04178619696413405,0.041785,,4
F40,200000,200000,9713,1,2,0.04856744259157281,0.048565,,6
F41,400000,400000,2756,1,2,0.006889395779358265,0.00689,,1
F42,200000,200000,11639,1,2,0.058193498689717904,0.058195,,4
F43,400000,400000,7957,1,2,0.01989156004601947,0.0198925,,4
F44,400000,400000,9413,1,2,0.023532720326051845,0.0235325,,1
F45,200000,200000,1542,1,2,0.007709130992403279,0.00771,,7
F46,200000,200000,8010,1,2,0.04005038340081201,0.04005,,1
F47,400000,400000,3951,1,2,0.009877112441074427,0.0098775,,2
F48,200000,200000,9253,1,2,0.046263418385972685,0.046265,,1
