Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,1,0,200000,675,23583,24258,24258,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F1,P1_2,1,200000,400000,675,200000,200675,675,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F1,P1_3,8,400000,600000,675,557779,558454,158454,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F1,P1_4,1,600000,800000,675,650096,650771,50771,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F1,P1_5,1,800000,1000000,675,800000,800675,675,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F1,P1_6,8,1000000,1200000,675,1157779,1158454,158454,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F10,P10_1,6,0,200000,10013,89891,99904,99904,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F10,P10_2,6,200000,400000,10013,239603,249616,49616,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F10,P10_3,8,400000,600000,10013,520773,530786,130786,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F10,P10_4,6,600000,800000,10013,614695,624708,24708,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F10,P10_5,6,800000,1000000,10013,810966,820979,20979,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F10,P10_6,8,1000000,1200000,10013,1129611,1139624,139624,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F11,P11_1,6,0,400000,7343,111127,118470,118470,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F11,P11_2,6,400000,800000,7343,409273,416616,16616,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F11,P11_3,8,800000,1200000,7343,859394,866737,66737,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F12,P12_1,4,0,200000,11091,73581,84672,84672,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F12,P12_2,4,200000,400000,11091,210966,222057,22057,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F12,P12_3,8,400000,600000,11091,509586,520677,120677,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F12,P12_4,4,600000,800000,11091,631002,642093,42093,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F12,P12_5,4,800000,1000000,11091,908454,919545,119545,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F12,P12_6,8,1000000,1200000,11091,1109586,1120677,120677,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_1,1,0,100000,3679,7993,11672,11672,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_2,1,100000,200000,3679,114695,118374,18374,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_3,8,200000,300000,3679,273245,276924,76924,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_4,1,300000,400000,3679,396321,400000,100000,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_5,1,400000,500000,3679,433690,437369,37369,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_6,8,500000,600000,3679,573245,576924,76924,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_7,1,600000,700000,3679,624804,628483,28483,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_8,1,700000,800000,3679,700000,703679,3679,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_9,8,800000,900000,3679,853220,856899,56899,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_10,1,900000,1000000,3679,919641,923320,23320,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_11,1,1000000,1100000,3679,1006314,1009993,9993,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F13,P13_12,8,1100000,1200000,3679,1173245,1176924,76924,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_1,4,0,50000,1583,0,1583,1583,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_2,4,50000,100000,1583,90510,92093,42093,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_3,8,100000,150000,1583,137326,138909,38909,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_4,4,150000,200000,1583,150000,151583,1583,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_5,4,200000,250000,1583,200771,202354,2354,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_6,8,250000,300000,1583,287326,288909,38909,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_7,4,300000,350000,1583,348417,350000,50000,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_8,4,350000,400000,1583,394642,396225,46225,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_9,8,400000,450000,1583,445372,446955,46955,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_10,4,450000,500000,1583,465953,467536,17536,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_11,4,500000,550000,1583,507907,509490,9490,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_12,8,550000,600000,1583,587326,588909,38909,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_13,4,600000,650000,1583,628579,630162,30162,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
F14,P14_14,4,650000,700000,1583,690510,692093,42093,Scheduled - Deadline Met,Yes,Yes,2.2523655891418457,0.03753942648569743,2,47.0,Proven Optimal (Gap = 0%)
