Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,9150,1,2,0.0228746177019283,0.022875,,6,100
F2,50000,50000,6257,1,2,0.125137982341363,0.12514,,5,100
F3,200000,200000,8731,1,2,0.0436564526603155,0.043655,,2,100
F4,200000,200000,4215,1,2,0.0210748626587865,0.021075,,1,100
F5,400000,400000,3662,1,2,0.009154383076865,0.009155,,7,100
F6,400000,400000,600,1,2,0.0011142792199628,0.0015,,1,100
F7,200000,200000,11599,1,2,0.0579946615425805,0.057995,,5,100
F8,200000,200000,1474,1,2,0.0073705822156719,0.00737,,4,100
F9,200000,200000,6706,1,2,0.0335308572820836,0.03353,,4,100
F10,200000,200000,4741,1,2,0.0237053132952724,0.023705,,4,100
F11,200000,200000,6914,1,2,0.0345688816180965,0.03457,,5,100
F12,400000,400000,2005,1,2,0.0050130712397139,0.0050125,,5,100
F13,400000,400000,1843,1,2,0.004606841140632,0.0046075,,7,100
F14,400000,400000,6924,1,2,0.0173100761873153,0.01731,,2,100
F15,400000,400000,2358,1,2,0.0058948846047772,0.005895,,1,100
F16,100000,100000,1051,1,2,0.0105090509779729,0.01051,,5,100
F17,200000,200000,9593,1,2,0.0479666173505023,0.047965,,2,100
F18,400000,400000,8697,1,2,0.0217437043389344,0.0217425,,2,100
F19,200000,200000,1403,1,2,0.0070147252057846,0.007015,,7,100
F20,400000,400000,600,1,2,0.0013547228228976,0.0015,,2,100
F21,200000,200000,6123,1,2,0.0306138968659837,0.030615,,2,100
F22,400000,400000,3281,1,2,0.0082035374480302,0.0082025,,1,100
F23,50000,50000,3139,1,2,0.0627832731467079,0.06278,,5,100
F24,100000,100000,1337,1,2,0.0133708010350316,0.01337,,1,100
F25,400000,400000,600,1,1,0.0003253982418257,0.0015,,4,1
F26,50000,50000,696,1,1,0.0139188472713596,0.01392,,5,1
F27,200000,200000,2685,1,1,0.0134240970835056,0.013425,,6,1
F28,200000,200000,1710,1,1,0.0085506355796739,0.00855,,6,1
F29,200000,200000,5272,1,1,0.0263603433550402,0.02636,,4,1
F30,400000,400000,3633,1,1,0.0090816359237621,0.0090825,,5,1
F31,400000,400000,1769,1,1,0.0044234356008612,0.0044225,,3,1
F32,400000,400000,1933,1,1,0.0048328171257223,0.0048325,,4,1
F33,200000,200000,1415,1,1,0.0070744580853002,0.007075,,2,1
F34,200000,200000,6222,1,1,0.0311096881456468,0.03111,,5,1
F35,400000,400000,669,1,1,0.0016723031060111,0.0016725,,6,1
F36,400000,400000,4499,1,1,0.0112487075708567,0.0112475,,6,1
F37,400000,400000,7134,1,1,0.0178342207584059,0.017835,,4,1
F38,50000,50000,2379,1,1,0.0475796948311464,0.04758,,5,1
F39,100000,100000,7227,1,1,0.0722656577966904,0.07227,,2,1
F40,200000,200000,6046,1,1,0.0302306587457403,0.03023,,6,1
F41,200000,200000,9887,1,1,0.0494360085957769,0.049435,,2,1
F42,400000,400000,4181,1,1,0.010452019181963,0.0104525,,2,1
F43,400000,400000,976,1,1,0.0024393257974909,0.00244,,5,1
F44,400000,400000,4187,1,1,0.0104687388839489,0.0104675,,4,1
F45,400000,400000,10386,1,1,0.0259643848567614,0.025965,,5,1
F46,400000,400000,2753,1,1,0.0068830673577171,0.0068825,,3,1
F47,400000,400000,2099,1,1,0.0052483049895597,0.0052475,,6,1
F48,400000,400000,1943,1,1,0.0048583292475622,0.0048575,,2,1
