Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,200000,200000,3430,1,2,0.0171494848153794,0.01715,,7,100
F2,400000,400000,1345,1,2,0.003363745248975,0.0033625,,4,100
F3,200000,200000,11297,1,2,0.0564867159599805,0.056485,,2,100
F4,100000,100000,1133,1,2,0.0113289628241335,0.01133,,2,100
F5,100000,100000,3112,1,2,0.031118853540179,0.03112,,6,100
F6,400000,400000,5935,1,2,0.0148375122125139,0.0148375,,5,100
F7,400000,400000,1730,1,2,0.0043255708128207,0.004325,,6,100
F8,200000,200000,1033,1,2,0.0051660412502323,0.005165,,5,100
F9,400000,400000,3041,1,2,0.0076020434571528,0.0076025,,6,100
F10,200000,200000,7781,1,2,0.0389053494653903,0.038905,,3,100
F11,400000,400000,1744,1,2,0.0043611149786511,0.00436,,7,100
F12,200000,200000,5019,1,2,0.0250947824936091,0.025095,,3,100
F13,100000,100000,1030,1,2,0.0102996650743439,0.0103,,4,100
F14,200000,200000,755,1,2,0.0037743264757019,0.003775,,2,100
F15,200000,200000,1557,1,2,0.0077852112539001,0.007785,,5,100
F16,100000,100000,4127,1,2,0.0412680860418065,0.04127,,2,100
F17,100000,100000,2319,1,2,0.0231889048817265,0.02319,,1,100
F18,400000,400000,10571,1,2,0.026428456521682,0.0264275,,2,100
F19,400000,400000,7719,1,2,0.0192983679010859,0.0192975,,6,100
F20,400000,400000,905,1,2,0.0022624064940891,0.0022625,,7,100
F21,400000,400000,4267,1,2,0.0106662655543672,0.0106675,,2,100
F22,400000,400000,4397,1,2,0.0109919431864646,0.0109925,,1,100
F23,100000,100000,5248,1,2,0.0524812829438204,0.05248,,6,100
F24,400000,400000,1589,1,2,0.0039730342720968,0.0039725,,1,100
F25,400000,400000,5779,1,1,0.0144483079757288,0.0144475,,4,1
F26,400000,400000,5081,1,1,0.0127022923410532,0.0127025,,6,1
F27,400000,400000,7879,1,1,0.0196963510550333,0.0196975,,5,1
F28,200000,200000,2735,1,1,0.0136745805552148,0.013675,,3,1
F29,200000,200000,7503,1,1,0.0375155605483703,0.037515,,5,1
F30,200000,200000,10912,1,1,0.0545583116921143,0.05456,,3,1
F31,200000,200000,5805,1,1,0.0290260572375268,0.029025,,1,1
F32,200000,200000,3860,1,1,0.019299583423109,0.0193,,3,1
F33,400000,400000,8577,1,1,0.0214416442977268,0.0214425,,7,1
F34,200000,200000,6970,1,1,0.0348482161789155,0.03485,,3,1
F35,400000,400000,2083,1,1,0.0052071124827341,0.0052075,,3,1
F36,400000,400000,2607,1,1,0.0065163175656865,0.0065175,,3,1
F37,200000,200000,4982,1,1,0.0249101170703214,0.02491,,6,1
F38,400000,400000,1091,1,1,0.0027285445176336,0.0027275,,1,1
F39,400000,400000,765,1,1,0.0019127604175345,0.0019125,,6,1
F40,200000,200000,3553,1,1,0.0177642478771399,0.017765,,1,1
F41,400000,400000,8295,1,1,0.020737651021179,0.0207375,,4,1
F42,100000,100000,7482,1,1,0.0748211755582728,0.07482,,3,1
F43,200000,200000,6670,1,1,0.0333524395357219,0.03335,,2,1
F44,400000,400000,2138,1,1,0.0053450625629428,0.005345,,1,1
F45,400000,400000,11288,1,1,0.0282203720302115,0.02822,,5,1
F46,200000,200000,1478,1,1,0.0073904654383992,0.00739,,7,1
F47,50000,50000,3134,1,1,0.062679303791473,0.06268,,2,1
F48,400000,400000,7618,1,1,0.019045397165852,0.019045,,2,1
