Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,1203,1,2,0.003007154622982,0.0030075,,1,100
F2,400000,400000,6242,1,2,0.0156043547303867,0.015605,,2,100
F3,200000,200000,1517,1,2,0.0075854976539556,0.007585,,3,100
F4,200000,200000,8843,1,2,0.0442166816404187,0.044215,,3,100
F5,100000,100000,6513,1,2,0.0651286468205573,0.06513,,2,100
F6,100000,100000,6401,1,2,0.064005284878758,0.06401,,3,100
F7,400000,400000,8763,1,2,0.0219080852284749,0.0219075,,4,100
F8,400000,400000,4419,1,2,0.0110487403477186,0.0110475,,4,100
F9,200000,200000,653,1,2,0.0032649045484642,0.003265,,5,100
F10,100000,100000,6031,1,2,0.0603111400232181,0.06031,,1,100
F11,200000,200000,1246,1,2,0.0062303997876067,0.00623,,7,100
F12,400000,400000,10238,1,2,0.0255956109329066,0.025595,,5,100
F13,100000,100000,4564,1,2,0.0456401788285264,0.04564,,2,100
F14,400000,400000,2561,1,2,0.0064034619287048,0.0064025,,4,100
F15,400000,400000,2311,1,2,0.0057781714921268,0.0057775,,4,100
F16,400000,400000,2501,1,2,0.006251553018463,0.0062525,,2,100
F17,200000,200000,3322,1,2,0.0166100896500615,0.01661,,5,100
F18,400000,400000,610,1,2,0.0015238854850996,0.001525,,5,100
F19,400000,400000,7483,1,2,0.0187074638775455,0.0187075,,2,100
F20,100000,100000,1049,1,2,0.0104893273238738,0.01049,,3,100
F21,200000,200000,5475,1,2,0.0273755882667484,0.027375,,1,100
F22,200000,200000,8851,1,2,0.0442532934998973,0.044255,,5,100
F23,400000,400000,2525,1,2,0.0063123830442223,0.0063125,,1,100
F24,400000,400000,2349,1,2,0.0058732653024021,0.0058725,,5,100
F25,200000,200000,6157,1,1,0.0307844003925628,0.030785,,2,1
F26,200000,200000,9121,1,1,0.0456062805746767,0.045605,,1,1
F27,200000,200000,6409,1,1,0.0320468586307149,0.032045,,4,1
F28,400000,400000,9795,1,1,0.024486362115428,0.0244875,,3,1
F29,400000,400000,2523,1,1,0.0063085657369871,0.0063075,,6,1
F30,400000,400000,1028,1,1,0.0025711707886355,0.00257,,6,1
F31,400000,400000,7933,1,1,0.019831266752145,0.0198325,,7,1
F32,400000,400000,971,1,1,0.0024272822219478,0.0024275,,4,1
F33,50000,50000,3190,1,1,0.0638012912591886,0.0638,,2,1
F34,400000,400000,6921,1,1,0.0173030660111896,0.0173025,,6,1
F35,400000,400000,752,1,1,0.0018796347561808,0.00188,,2,1
F36,400000,400000,7145,1,1,0.0178629346396506,0.0178625,,1,1
F37,100000,100000,4961,1,1,0.0496092019075795,0.04961,,3,1
F38,400000,400000,3911,1,1,0.0097769007154026,0.0097775,,6,1
F39,400000,400000,900,1,1,0.00225074369474,0.00225,,3,1
F40,200000,200000,7121,1,1,0.0356056215920382,0.035605,,7,1
F41,400000,400000,2072,1,1,0.0051801200755231,0.00518,,1,1
F42,200000,200000,872,1,1,0.0043594724615039,0.00436,,7,1
F43,400000,400000,2015,1,1,0.0050386813699179,0.0050375,,3,1
F44,400000,400000,5901,1,1,0.0147532684306392,0.0147525,,7,1
F45,400000,400000,1511,1,1,0.0037762692998324,0.0037775,,2,1
F46,50000,50000,3330,1,1,0.0665981244089284,0.0666,,3,1
F47,400000,400000,2149,1,1,0.005372678837894,0.0053725,,6,1
F48,400000,400000,3858,1,1,0.0096446403935721,0.009645,,1,1
