Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,2875,1,2,0.0071862851260079,0.0071875,,2,100
F2,200000,200000,8933,1,2,0.0446626353616257,0.044665,,4,100
F3,50000,50000,8589,1,2,0.171786391654223,0.17178,,5,100
F4,400000,400000,3751,1,2,0.009378109050977,0.0093775,,4,100
F5,400000,400000,1132,1,2,0.0028301799337303,0.00283,,3,100
F6,200000,200000,2989,1,2,0.0149455657910519,0.014945,,4,100
F7,400000,400000,11737,1,2,0.0293412654633328,0.0293425,,5,100
F8,200000,200000,2499,1,2,0.0124947006741593,0.012495,,4,100
F9,400000,400000,796,1,2,0.0019901702703895,0.00199,,4,100
F10,400000,400000,600,1,2,0.0007140737590072,0.0015,,5,100
F11,200000,200000,5890,1,2,0.0294488388012083,0.02945,,1,100
F12,400000,400000,1857,1,2,0.0046433910611461,0.0046425,,2,100
F13,400000,400000,2073,1,2,0.0051826736871605,0.0051825,,4,100
F14,400000,400000,1327,1,2,0.0033170258172872,0.0033175,,3,100
F15,400000,400000,1209,1,2,0.0030214716004792,0.0030225,,2,100
F16,200000,200000,1795,1,2,0.0089760322680279,0.008975,,3,100
F17,400000,400000,5966,1,2,0.014913888902556,0.014915,,1,100
F18,100000,100000,6467,1,2,0.0646717250336088,0.06467,,3,100
F19,100000,100000,9479,1,2,0.0947875202272857,0.09479,,4,100
F20,200000,200000,7111,1,2,0.0355569508307551,0.035555,,3,100
F21,200000,200000,1882,1,2,0.009409885653205,0.00941,,1,100
F22,400000,400000,1131,1,2,0.0028287134953895,0.0028275,,7,100
F23,100000,100000,646,1,2,0.0064605350203526,0.00646,,5,100
F24,400000,400000,1634,1,2,0.0040853373792639,0.004085,,4,100
F25,400000,400000,1190,1,1,0.0029749232854498,0.002975,,1,1
F26,400000,400000,4776,1,1,0.0119390040985281,0.01194,,1,1
F27,400000,400000,6327,1,1,0.0158165361146832,0.0158175,,5,1
F28,400000,400000,10027,1,1,0.0250676101243401,0.0250675,,3,1
F29,200000,200000,1819,1,1,0.0090950385469132,0.009095,,5,1
F30,200000,200000,2002,1,1,0.010009057195762,0.01001,,5,1
F31,400000,400000,600,1,1,0.0011873663874632,0.0015,,5,1
F32,400000,400000,1216,1,1,0.0030409870874572,0.00304,,5,1
F33,400000,400000,600,1,1,0.0005048231799578,0.0015,,2,1
F34,100000,100000,1707,1,1,0.0170696678274177,0.01707,,3,1
F35,400000,400000,5626,1,1,0.0140655641552655,0.014065,,3,1
F36,400000,400000,11305,1,1,0.028262304247855,0.0282625,,4,1
F37,200000,200000,8798,1,1,0.0439913496953065,0.04399,,4,1
F38,200000,200000,7338,1,1,0.0366888526661206,0.03669,,5,1
F39,100000,100000,1381,1,1,0.0138112337073252,0.01381,,5,1
F40,100000,100000,6375,1,1,0.0637482719054973,0.06375,,3,1
F41,400000,400000,2153,1,1,0.0053836143849486,0.0053825,,3,1
F42,200000,200000,3682,1,1,0.0184106351082133,0.01841,,1,1
F43,100000,100000,6425,1,1,0.0642473230190186,0.06425,,5,1
F44,400000,400000,2657,1,1,0.0066421295389093,0.0066425,,1,1
F45,400000,400000,4236,1,1,0.0105892278771164,0.01059,,4,1
F46,200000,200000,896,1,1,0.0044791321212835,0.00448,,1,1
F47,400000,400000,4111,1,1,0.0102786802199479,0.0102775,,3,1
F48,400000,400000,958,1,1,0.0023958733646051,0.002395,,6,1
