Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,600,1,2,0.0013461843342801,0.0015,,3,100
F2,400000,400000,6735,1,2,0.016837769400301,0.0168375,,2,100
F3,200000,200000,2699,1,2,0.0134948308669056,0.013495,,2,100
F4,400000,400000,4249,1,2,0.0106229547154839,0.0106225,,7,100
F5,400000,400000,5261,1,2,0.0131525943339674,0.0131525,,5,100
F6,400000,400000,3517,1,2,0.0087930668935108,0.0087925,,4,100
F7,400000,400000,600,1,2,0.0004709017486084,0.0015,,7,100
F8,400000,400000,11876,1,2,0.0296889969671949,0.02969,,3,100
F9,100000,100000,6077,1,2,0.0607706983114809,0.06077,,4,100
F10,400000,400000,2437,1,2,0.0060933896484051,0.0060925,,3,100
F11,400000,400000,3405,1,2,0.0085112770549429,0.0085125,,6,100
F12,100000,100000,8925,1,2,0.0892454196094509,0.08925,,5,100
F13,400000,400000,9905,1,2,0.0247637109892805,0.0247625,,1,100
F14,200000,200000,2327,1,2,0.0116356353782846,0.011635,,1,100
F15,400000,400000,6089,1,2,0.0152227752724362,0.0152225,,3,100
F16,400000,400000,11859,1,2,0.0296467842231106,0.0296475,,7,100
F17,400000,400000,6108,1,2,0.0152695860821733,0.01527,,4,100
F18,400000,400000,1359,1,2,0.0033967978234636,0.0033975,,4,100
F19,100000,100000,5131,1,2,0.0513087385245443,0.05131,,3,100
F20,400000,400000,8003,1,2,0.0200062634998219,0.0200075,,7,100
F21,100000,100000,5168,1,2,0.0516804026458235,0.05168,,2,100
F22,400000,400000,3890,1,2,0.0097249351058547,0.009725,,1,100
F23,400000,400000,2639,1,2,0.0065971762110904,0.0065975,,2,100
F24,400000,400000,8452,1,2,0.0211296897432037,0.02113,,1,100
F25,100000,100000,4237,1,1,0.0423708473989539,0.04237,,2,1
F26,200000,200000,6294,1,1,0.0314711572658455,0.03147,,7,1
F27,200000,200000,1042,1,1,0.0052091578854535,0.00521,,6,1
F28,400000,400000,3723,1,1,0.0093079755580561,0.0093075,,5,1
F29,400000,400000,3563,1,1,0.0089068703687382,0.0089075,,3,1
F30,400000,400000,5875,1,1,0.014687829565413,0.0146875,,4,1
F31,400000,400000,3734,1,1,0.009336073936986,0.009335,,2,1
F32,400000,400000,1487,1,1,0.0037165993366162,0.0037175,,5,1
F33,50000,50000,3333,1,1,0.0666597920214458,0.06666,,2,1
F34,100000,100000,2016,1,1,0.0201591089969483,0.02016,,5,1
F35,100000,100000,699,1,1,0.006989392811286,0.00699,,7,1
F36,400000,400000,10523,1,1,0.0263075505697929,0.0263075,,5,1
F37,400000,400000,2199,1,1,0.0054967715059155,0.0054975,,4,1
F38,400000,400000,600,1,1,0.0012965929570438,0.0015,,1,1
F39,50000,50000,3252,1,1,0.0650378284229036,0.06504,,5,1
F40,100000,100000,2210,1,1,0.0221006763941057,0.0221,,3,1
F41,200000,200000,8927,1,1,0.0446364665273328,0.044635,,4,1
F42,200000,200000,4895,1,1,0.0244750427228492,0.024475,,4,1
F43,400000,400000,9221,1,1,0.023053447468932,0.0230525,,2,1
F44,200000,200000,10035,1,1,0.0501768283471199,0.050175,,5,1
F45,200000,200000,1052,1,1,0.0052604740545243,0.00526,,5,1
F46,200000,200000,6968,1,1,0.0348422746262418,0.03484,,1,1
F47,400000,400000,2730,1,1,0.0068261794987867,0.006825,,1,1
F48,400000,400000,3777,1,1,0.0094427807824755,0.0094425,,7,1
