Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,50000,50000,2737,1,2,0.0547423080594715,0.05474,,4,100
F2,100000,100000,10049,1,2,0.1004919122997225,0.10049,,4,100
F3,100000,100000,878,1,2,0.0087806643147481,0.00878,,4,100
F4,200000,200000,3182,1,2,0.0159094395656288,0.01591,,5,100
F5,400000,400000,600,1,2,0.0005894822790121,0.0015,,4,100
F6,200000,200000,7553,1,2,0.0377668630689826,0.037765,,4,100
F7,50000,50000,2136,1,2,0.0427223288540911,0.04272,,4,100
F8,200000,200000,1825,1,2,0.0091242353390479,0.009125,,5,100
F9,200000,200000,1441,1,2,0.0072053025577865,0.007205,,5,100
F10,100000,100000,735,1,2,0.0073491191353218,0.00735,,7,100
F11,400000,400000,4764,1,2,0.0119108122163998,0.01191,,1,100
F12,200000,200000,5929,1,2,0.0296458127300451,0.029645,,7,100
F13,200000,200000,6768,1,2,0.0338384234868138,0.03384,,6,100
F14,200000,200000,7523,1,2,0.0376174289555742,0.037615,,7,100
F15,100000,100000,1653,1,2,0.0165295081123468,0.01653,,6,100
F16,200000,200000,1768,1,2,0.008840313094155,0.00884,,2,100
F17,400000,400000,8136,1,2,0.0203403799628441,0.02034,,1,100
F18,400000,400000,3069,1,2,0.0076729423590568,0.0076725,,3,100
F19,400000,400000,1186,1,2,0.00296459007893,0.002965,,6,100
F20,200000,200000,7837,1,2,0.0391843215013711,0.039185,,7,100
F21,400000,400000,844,1,2,0.002110881825458,0.00211,,6,100
F22,400000,400000,1683,1,2,0.0042079766704009,0.0042075,,5,100
F23,400000,400000,2797,1,2,0.0069922172706101,0.0069925,,6,100
F24,400000,400000,600,1,2,0.0014155076809063,0.0015,,2,100
F25,100000,100000,3025,1,1,0.0302519129492574,0.03025,,6,1
F26,400000,400000,2094,1,1,0.0052349423233722,0.005235,,3,1
F27,200000,200000,8741,1,1,0.0437061247690862,0.043705,,7,1
F28,400000,400000,8910,1,1,0.0222738438241203,0.022275,,2,1
F29,400000,400000,7145,1,1,0.0178628046467614,0.0178625,,7,1
F30,200000,200000,10669,1,1,0.0533452300258056,0.053345,,7,1
F31,400000,400000,3350,1,1,0.0083746901994666,0.008375,,1,1
F32,200000,200000,10406,1,1,0.0520314815001703,0.05203,,4,1
F33,400000,400000,1389,1,1,0.0034735362658487,0.0034725,,2,1
F34,400000,400000,3655,1,1,0.0091372530546442,0.0091375,,7,1
F35,400000,400000,2757,1,1,0.0068936648679574,0.0068925,,4,1
F36,200000,200000,6326,1,1,0.0316317170953242,0.03163,,1,1
F37,400000,400000,5065,1,1,0.0126619481519037,0.0126625,,2,1
F38,200000,200000,11845,1,1,0.0592249157237537,0.059225,,7,1
F39,50000,50000,3011,1,1,0.0602221950687804,0.06022,,7,1
F40,400000,400000,2340,1,1,0.005851100751295,0.00585,,1,1
F41,200000,200000,6344,1,1,0.0317208053688422,0.03172,,4,1
F42,400000,400000,5701,1,1,0.0142536179778197,0.0142525,,4,1
F43,400000,400000,2069,1,1,0.0051714517134418,0.0051725,,7,1
F44,400000,400000,10039,1,1,0.0250965220425223,0.0250975,,4,1
F45,400000,400000,2877,1,1,0.0071927973931831,0.0071925,,2,1
F46,400000,400000,4621,1,1,0.01155250205851,0.0115525,,6,1
F47,400000,400000,600,1,1,0.0014657935162033,0.0015,,5,1
F48,400000,400000,1127,1,1,0.0028171747227595,0.0028175,,4,1
