Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,600,1,2,0.0006196525048274,0.0015,,5,100
F2,400000,400000,600,1,2,0.0001341656331503,0.0015,,6,100
F3,200000,200000,6323,1,2,0.0316166686536396,0.031615,,4,100
F4,400000,400000,6166,1,2,0.0154161783429915,0.015415,,2,100
F5,50000,50000,843,1,2,0.0168594693940395,0.01686,,6,100
F6,400000,400000,4234,1,2,0.0105839797526722,0.010585,,1,100
F7,200000,200000,7466,1,2,0.0373283575431436,0.03733,,3,100
F8,400000,400000,3681,1,2,0.0092025623914163,0.0092025,,3,100
F9,200000,200000,9319,1,2,0.046593127675251,0.046595,,7,100
F10,400000,400000,2284,1,2,0.0057091343185979,0.00571,,7,100
F11,400000,400000,2978,1,2,0.0074438572777043,0.007445,,5,100
F12,100000,100000,1715,1,2,0.0171495508744592,0.01715,,3,100
F13,200000,200000,2261,1,2,0.0113049111563127,0.011305,,2,100
F14,400000,400000,3262,1,2,0.008154608663547,0.008155,,4,100
F15,400000,400000,600,1,2,0.000276034388921,0.0015,,1,100
F16,100000,100000,3707,1,2,0.0370683443806607,0.03707,,5,100
F17,200000,200000,10539,1,2,0.0526925668267053,0.052695,,1,100
F18,400000,400000,6095,1,2,0.0152362557216415,0.0152375,,3,100
F19,200000,200000,7433,1,2,0.0371633717891536,0.037165,,7,100
F20,200000,200000,2547,1,2,0.012735051149626,0.012735,,7,100
F21,400000,400000,600,1,2,0.0014974741215466,0.0015,,2,100
F22,400000,400000,988,1,2,0.0024689345350374,0.00247,,5,100
F23,100000,100000,9596,1,2,0.0959582423562552,0.09596,,3,100
F24,200000,200000,2131,1,2,0.0106543743722664,0.010655,,6,100
F25,400000,400000,6553,1,1,0.0163812916911557,0.0163825,,5,1
F26,200000,200000,7455,1,1,0.0372736730520482,0.037275,,1,1
F27,200000,200000,2357,1,1,0.0117860563616362,0.011785,,5,1
F28,200000,200000,8234,1,1,0.0411718760820913,0.04117,,7,1
F29,400000,400000,6759,1,1,0.0168982315252413,0.0168975,,4,1
F30,400000,400000,7942,1,1,0.0198553995053055,0.019855,,7,1
F31,400000,400000,9011,1,1,0.022527189285621,0.0225275,,2,1
F32,200000,200000,7881,1,1,0.039404158815255,0.039405,,5,1
F33,200000,200000,3979,1,1,0.0198960051866298,0.019895,,1,1
F34,400000,400000,9922,1,1,0.0248061036241082,0.024805,,3,1
F35,400000,400000,600,1,1,0.0006801808296763,0.0015,,5,1
F36,400000,400000,6345,1,1,0.0158621234115748,0.0158625,,1,1
F37,400000,400000,11441,1,1,0.0286018275931037,0.0286025,,6,1
F38,200000,200000,8694,1,1,0.0434695627448464,0.04347,,5,1
F39,400000,400000,4871,1,1,0.012176393518809,0.0121775,,6,1
F40,200000,200000,8637,1,1,0.0431868466772686,0.043185,,1,1
F41,400000,400000,777,1,1,0.0019415541932489,0.0019425,,2,1
F42,400000,400000,2244,1,1,0.0056110480964036,0.00561,,3,1
F43,400000,400000,818,1,1,0.002045636913285,0.002045,,1,1
F44,400000,400000,5877,1,1,0.0146928928751294,0.0146925,,4,1
F45,100000,100000,10585,1,1,0.1058463250258105,0.10585,,1,1
F46,400000,400000,2055,1,1,0.0051376672116514,0.0051375,,4,1
F47,400000,400000,3583,1,1,0.0089572614836125,0.0089575,,7,1
F48,400000,400000,896,1,1,0.0022395264222521,0.00224,,6,1
