Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,600,1,2,0.0006254235803639,0.0015,,6,100
F2,100000,100000,1904,1,2,0.0190406961555436,0.01904,,5,100
F3,200000,200000,6750,1,2,0.0337522147949657,0.03375,,7,100
F4,400000,400000,10580,1,2,0.0264493948513377,0.02645,,2,100
F5,400000,400000,4077,1,2,0.0101915723733793,0.0101925,,5,100
F6,400000,400000,10345,1,2,0.0258633140609697,0.0258625,,6,100
F7,200000,200000,7023,1,2,0.03511679200462,0.035115,,6,100
F8,400000,400000,4235,1,2,0.0105886314593998,0.0105875,,2,100
F9,400000,400000,3165,1,2,0.0079118155047011,0.0079125,,2,100
F10,400000,400000,11481,1,2,0.0287023269667957,0.0287025,,5,100
F11,400000,400000,2645,1,2,0.006613279500876,0.0066125,,5,100
F12,400000,400000,735,1,2,0.0018381820128432,0.0018375,,3,100
F13,400000,400000,6039,1,2,0.0150972426929909,0.0150975,,7,100
F14,400000,400000,9239,1,2,0.0230976432891572,0.0230975,,5,100
F15,400000,400000,8044,1,2,0.0201100735284011,0.02011,,4,100
F16,400000,400000,732,1,2,0.0018292045298027,0.00183,,2,100
F17,50000,50000,3186,1,2,0.0637151649624971,0.06372,,5,100
F18,400000,400000,9189,1,2,0.0229713809629847,0.0229725,,2,100
F19,100000,100000,6356,1,2,0.0635638859234537,0.06356,,6,100
F20,400000,400000,1049,1,2,0.0026219176729467,0.0026225,,5,100
F21,200000,200000,10653,1,2,0.0532650358971652,0.053265,,5,100
F22,400000,400000,3775,1,2,0.009438497596352,0.0094375,,1,100
F23,200000,200000,8599,1,2,0.0429967226154919,0.042995,,6,100
F24,400000,400000,6775,1,2,0.0169366793515195,0.0169375,,6,100
F25,200000,200000,7281,1,1,0.036402914046835,0.036405,,5,1
F26,400000,400000,9365,1,1,0.0234129505512856,0.0234125,,7,1
F27,400000,400000,611,1,1,0.0015267360024902,0.0015275,,4,1
F28,400000,400000,5275,1,1,0.0131880854275176,0.0131875,,6,1
F29,200000,200000,3917,1,1,0.0195845073989686,0.019585,,3,1
F30,400000,400000,3891,1,1,0.0097272578212897,0.0097275,,7,1
F31,200000,200000,2760,1,1,0.0137991950279736,0.0138,,1,1
F32,400000,400000,3779,1,1,0.0094477529089037,0.0094475,,4,1
F33,400000,400000,3747,1,1,0.0093667034887989,0.0093675,,3,1
F34,200000,200000,2787,1,1,0.0139351507694346,0.013935,,4,1
F35,200000,200000,863,1,1,0.0043160835244688,0.004315,,7,1
F36,200000,200000,7089,1,1,0.0354460768595568,0.035445,,5,1
F37,400000,400000,8974,1,1,0.0224361716197146,0.022435,,6,1
F38,100000,100000,9239,1,1,0.0923879283351079,0.09239,,5,1
F39,200000,200000,7173,1,1,0.0358653293846834,0.035865,,6,1
F40,400000,400000,6935,1,1,0.0173385446664034,0.0173375,,2,1
F41,400000,400000,2397,1,1,0.0059929600540226,0.0059925,,6,1
F42,200000,200000,1361,1,1,0.006804119029234,0.006805,,7,1
F43,200000,200000,1134,1,1,0.005670377437782,0.00567,,4,1
F44,100000,100000,2021,1,1,0.0202107078199461,0.02021,,7,1
F45,200000,200000,8726,1,1,0.0436321400846729,0.04363,,5,1
F46,400000,400000,5336,1,1,0.0133396798344495,0.01334,,3,1
F47,200000,200000,10212,1,1,0.0510623696147753,0.05106,,6,1
F48,400000,400000,1988,1,1,0.0049709528162307,0.00497,,1,1
