Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,weight
F1,400000,400000,751,1,2,0.00187868863383,0.0018775,,1,100
F2,400000,400000,668,1,2,0.0016705784870301,0.00167,,4,100
F3,200000,200000,5926,1,2,0.0296311360319834,0.02963,,1,100
F4,400000,400000,927,1,2,0.0023181284722701,0.0023175,,3,100
F5,100000,100000,11833,1,2,0.1183269320642642,0.11833,,3,100
F6,50000,50000,2023,1,2,0.040459799018554,0.04046,,3,100
F7,200000,200000,3253,1,2,0.0162650774605295,0.016265,,6,100
F8,400000,400000,838,1,2,0.0020945886958764,0.002095,,2,100
F9,200000,200000,1210,1,2,0.0060504365897096,0.00605,,6,100
F10,400000,400000,866,1,2,0.0021661981538417,0.002165,,7,100
F11,50000,50000,2619,1,2,0.0523808468283291,0.05238,,1,100
F12,400000,400000,9972,1,2,0.0249311593271353,0.02493,,3,100
F13,400000,400000,9566,1,2,0.0239157606182316,0.023915,,2,100
F14,200000,200000,6901,1,2,0.034505961244638,0.034505,,1,100
F15,400000,400000,3465,1,2,0.0086631960620567,0.0086625,,2,100
F16,200000,200000,8531,1,2,0.0426528895755288,0.042655,,6,100
F17,200000,200000,6085,1,2,0.0304274719484693,0.030425,,6,100
F18,400000,400000,1410,1,2,0.0035258141655486,0.003525,,4,100
F19,50000,50000,3064,1,2,0.061283436460256,0.06128,,6,100
F20,400000,400000,600,1,2,0.0006950278069041,0.0015,,5,100
F21,400000,400000,3798,1,2,0.0094942027436136,0.009495,,7,100
F22,50000,50000,1754,1,2,0.0350792392234907,0.03508,,6,100
F23,400000,400000,11629,1,2,0.0290737032842575,0.0290725,,2,100
F24,100000,100000,6645,1,2,0.0664479369002731,0.06645,,1,100
F25,200000,200000,11127,1,1,0.0556357353241654,0.055635,,3,1
F26,200000,200000,2588,1,1,0.0129411379133229,0.01294,,1,1
F27,400000,400000,9445,1,1,0.0236118010478968,0.0236125,,3,1
F28,200000,200000,4933,1,1,0.0246658904925477,0.024665,,1,1
F29,400000,400000,2018,1,1,0.0050438788753988,0.005045,,6,1
F30,400000,400000,7612,1,1,0.0190292944366776,0.01903,,3,1
F31,400000,400000,4480,1,1,0.0111995815609102,0.0112,,5,1
F32,100000,100000,7225,1,1,0.0722486521003608,0.07225,,6,1
F33,400000,400000,9385,1,1,0.0234629738064632,0.0234625,,6,1
F34,100000,100000,3351,1,1,0.0335097428890977,0.03351,,3,1
F35,400000,400000,10078,1,1,0.0251952492759587,0.025195,,6,1
F36,400000,400000,700,1,1,0.0017510754025741,0.00175,,3,1
F37,400000,400000,5840,1,1,0.0146001803064592,0.0146,,7,1
F38,400000,400000,2160,1,1,0.0054000457520122,0.0054,,5,1
F39,200000,200000,4098,1,1,0.0204896442300414,0.02049,,7,1
F40,400000,400000,8173,1,1,0.0204318046579079,0.0204325,,2,1
F41,400000,400000,2073,1,1,0.0051823975963094,0.0051825,,4,1
F42,100000,100000,2263,1,1,0.0226307038237462,0.02263,,1,1
F43,400000,400000,2034,1,1,0.0050844383587671,0.005085,,3,1
F44,400000,400000,600,1,1,4.383889971513316e-06,0.0015,,7,1
F45,400000,400000,1070,1,1,0.0026741433647924,0.002675,,1,1
F46,200000,200000,2009,1,1,0.0100440678881655,0.010045,,1,1
F47,400000,400000,1568,1,1,0.0039208679026399,0.00392,,5,1
F48,100000,100000,1196,1,1,0.0119589120932889,0.01196,,4,1
