Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,11114,1,2,0.027784921106308702,0.027785,7.8893691298626e-08,4,6
F2,400000,400000,9279,1,2,0.023198188026284483,0.0231975,6.880262844836948e-07,3,6
F3,800000,800000,6435,1,2,0.008043392872604471,0.00804375,3.5712739552933026e-07,5,3
F4,400000,400000,7577,1,2,0.01894236035576058,0.0189425,1.3964423942192106e-07,2,6
F5,400000,400000,11543,1,2,0.02885683305893716,0.0288575,6.669410628420969e-07,3,6
F6,800000,800000,4111,1,2,0.00513872185071651,0.00513875,2.814928349009066e-08,6,3
F7,800000,800000,4052,1,2,0.005064469264898119,0.005065,5.307351018807305e-07,5,3
F8,400000,400000,8251,1,2,0.020627988994535884,0.0206275,4.889945358840797e-07,7,6
F9,400000,400000,8319,1,2,0.02079676822224097,0.0207975,7.317777590311325e-07,2,6
F10,400000,400000,8169,1,2,0.020423085018464238,0.0204225,5.850184642379463e-07,3,6
F11,400000,400000,4834,1,2,0.012084996797742331,0.012085,3.202257669102093e-09,1,6
F12,200000,200000,3410,1,2,0.017050827211153696,0.01705,8.272111536970772e-07,1,12
F13,400000,400000,1148,1,2,0.002870586039275702,0.00287,5.860392757019509e-07,4,6
F14,800000,800000,3835,1,2,0.004793724570536062,0.00479375,2.5429463938221597e-08,4,3
F15,400000,400000,8200,1,2,0.020499193641886904,0.0205,8.06358113097233e-07,6,6
F16,400000,400000,1019,1,2,0.002547966981168881,0.0025475,4.6698116888113303e-07,6,6
F17,800000,800000,835,1,2,0.0010436852583267653,0.00104375,6.474167323468685e-08,1,3
F18,100000,100000,7346,1,2,0.07345569164802357,0.07346,4.308351976428648e-06,4,24
F19,400000,400000,5279,1,2,0.013197578017617562,0.0131975,7.801761756250081e-08,4,6
F20,400000,400000,1362,1,2,0.0034044411979800016,0.003405,5.588020199984861e-07,3,6
F21,200000,200000,10275,1,2,0.05137662960576467,0.051375,1.629605764670583e-06,4,12
F22,200000,200000,7209,1,2,0.036043231090041705,0.036045,1.7689099582954282e-06,7,12
F23,800000,800000,11610,1,2,0.014513024849132916,0.0145125,5.248491329167687e-07,3,3
F24,400000,400000,1562,1,2,0.003905555596922905,0.003905,5.555969229049419e-07,5,6
F25,200000,200000,3046,1,2,0.015231122471599634,0.01523,1.1224715996335788e-06,6,12
F26,400000,400000,11071,1,2,0.027678339289973042,0.0276775,8.39289973041113e-07,7,6
F27,200000,200000,7361,1,2,0.036805586516275246,0.036805,5.865162752485831e-07,3,12
F28,100000,100000,10701,1,2,0.10700597492370398,0.10701,4.025076296015895e-06,7,24
F29,800000,800000,7791,1,2,0.009738143565783952,0.00973875,6.064342160470165e-07,7,3
F30,400000,400000,608,1,2,0.001519519860966434,0.00152,4.801390335660953e-07,5,6
F31,200000,200000,3961,1,2,0.019804511170329497,0.019805,4.888296705023165e-07,4,12
F32,800000,800000,10325,1,2,0.012906858629124607,0.01290625,6.086291246074765e-07,6,3
F33,800000,800000,1987,1,2,0.0024839269212046378,0.00248375,1.7692120463791428e-07,3,3
F34,800000,800000,2940,1,2,0.0036747057077528567,0.003675,2.942922471432276e-07,7,3
F35,800000,800000,4537,1,2,0.005670829225483925,0.00567125,4.2077451607464705e-07,1,3
F36,800000,800000,3427,1,2,0.004283630954566714,0.00428375,1.1904543328628697e-07,1,3
F37,200000,200000,10845,1,2,0.054224987127076005,0.054225,1.2872923997597763e-08,7,12
F38,100000,100000,2165,1,2,0.02164892326061517,0.02165,1.0767393848302997e-06,4,24
F39,800000,800000,7179,1,2,0.00897312886956872,0.00897375,6.211304312813554e-07,3,3
F40,400000,400000,7529,1,2,0.018823055588060855,0.0188225,5.555880608562602e-07,7,6
F41,400000,400000,2561,1,2,0.006402115223135163,0.0064025,3.847768648371913e-07,3,6
F42,400000,400000,2801,1,2,0.007002833879480849,0.0070025,3.3387948084918906e-07,7,6
F43,800000,800000,3634,1,2,0.004542138514060476,0.0045425,3.614859395238007e-07,2,3
F44,100000,100000,727,1,2,0.007270258198789535,0.00727,2.581987895346888e-07,4,24
F45,400000,400000,10013,1,2,0.02503192294228572,0.0250325,5.770577142794053e-07,6,6
F46,800000,800000,8547,1,2,0.010684028014128533,0.01068375,2.780141285328025e-07,2,3
F47,800000,800000,4519,1,2,0.005648313678525018,0.00564875,4.3632147498241097e-07,2,3
F48,800000,800000,3183,1,2,0.003978605235733306,0.00397875,1.44764266693867e-07,6,3
