Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,1,0,400000,2211,113061,115272,115272,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F1,P1_2,1,400000,800000,2211,513061,515272,115272,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F1,P1_3,1,800000,1200000,2211,913061,915272,115272,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F10,P10_1,8,0,400000,5081,107884,112965,112965,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F10,P10_2,8,400000,800000,5081,507884,512965,112965,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F10,P10_3,8,800000,1200000,5081,907884,912965,112965,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F11,P11_1,6,0,400000,4747,156973,161720,161720,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F11,P11_2,6,400000,800000,4747,556973,561720,161720,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F11,P11_3,6,800000,1200000,4747,956973,961720,161720,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
F12,P12_1,5,0,400000,1127,147436,148563,148563,Scheduled - Deadline Met,Yes,Yes,21.860586166381836,0.3643431027730306,Solution Limit Exceeded,13769898.0,Gurobi Status: 10
