Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,2,0,400000,5161,129804,134965,134965,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F1,P1_2,2,400000,800000,5161,492142,497303,97303,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F1,P1_3,2,800000,1200000,5161,929804,934965,134965,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F10,P10_1,8,0,400000,3647,89397,93044,93044,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F10,P10_2,8,400000,800000,3647,532456,536103,136103,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F10,P10_3,8,800000,1200000,3647,889397,893044,93044,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F11,P11_1,6,0,400000,5087,24882,29969,29969,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F11,P11_2,6,400000,800000,5087,424882,429969,29969,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F11,P11_3,6,800000,1200000,5087,824882,829969,29969,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F12,P12_1,4,0,400000,600,0,600,600,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F12,P12_2,4,400000,800000,600,400000,400600,600,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F12,P12_3,4,800000,1200000,600,800000,800600,600,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F13,P13_1,7,0,400000,762,58970,59732,59732,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F13,P13_2,7,400000,800000,762,458970,459732,59732,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F13,P13_3,7,800000,1200000,762,858970,859732,59732,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F14,P14_1,3,0,400000,600,11940,12540,12540,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F14,P14_2,3,400000,800000,600,411940,412540,12540,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F14,P14_3,3,800000,1200000,600,811940,812540,12540,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F15,P15_1,8,0,400000,1170,95101,96271,96271,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F15,P15_2,8,400000,800000,1170,538160,539330,139330,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F15,P15_3,8,800000,1200000,1170,895101,896271,96271,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F16,P16_1,1,0,400000,4977,182806,187783,187783,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F16,P16_2,1,400000,800000,4977,582806,587783,187783,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F16,P16_3,1,800000,1200000,4977,982806,987783,187783,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F17,P17_1,2,0,200000,6385,97490,103875,103875,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F17,P17_2,2,200000,400000,6385,213326,219711,19711,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F17,P17_3,2,400000,600000,6385,459828,466213,66213,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F17,P17_4,2,600000,800000,6385,613326,619711,19711,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F17,P17_5,2,800000,1000000,6385,897490,903875,103875,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F17,P17_6,2,1000000,1200000,6385,1013326,1019711,19711,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F18,P18_1,3,0,400000,1100,10744,11844,11844,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F18,P18_2,3,400000,800000,1100,410744,411844,11844,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F18,P18_3,3,800000,1200000,1100,810744,811844,11844,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F19,P19_1,1,0,200000,8875,152076,160951,160951,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F19,P19_2,1,200000,400000,8875,231334,240209,40209,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F19,P19_3,1,400000,600000,8875,552076,560951,160951,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F19,P19_4,1,600000,800000,8875,631334,640209,40209,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F19,P19_5,1,800000,1000000,8875,952076,960951,160951,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F19,P19_6,1,1000000,1200000,8875,1031334,1040209,40209,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F2,P2_1,8,0,400000,5855,83446,89301,89301,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F2,P2_2,8,400000,800000,5855,526505,532360,132360,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F2,P2_3,8,800000,1200000,5855,883446,889301,89301,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
F20,P20_1,2,0,400000,878,138879,139757,139757,Scheduled - Deadline Met,Yes,Yes,2700.095971107483,45.00159951845805,Time Limit Exceeded,13502375.0,Gurobi Status: 9
