Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,4,0,200000,2251,9595,11846,11846,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F1,P1_2,4,200000,400000,2251,202802,205053,5053,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F1,P1_3,4,400000,600000,2251,409595,411846,11846,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F1,P1_4,4,600000,800000,2251,602802,605053,5053,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F1,P1_5,4,800000,1000000,2251,809595,811846,11846,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F1,P1_6,4,1000000,1200000,2251,1002802,1005053,5053,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F10,P10_1,5,0,400000,840,31505,32345,32345,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F10,P10_2,5,400000,800000,840,431505,432345,32345,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F10,P10_3,5,800000,1200000,840,831505,832345,32345,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F11,P11_1,6,0,200000,3609,77618,81227,81227,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
F11,P11_2,6,200000,400000,3609,232196,235805,35805,Scheduled - Deadline Met,Yes,Yes,1676.0141146183014,27.93356857697169,Interrupted,7879372.0,Gap Stable for 5 Checks
