Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,4,0,400000,9375,69963,79338,79338,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F1,P1_2,4,400000,800000,9375,471292,480667,80667,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F1,P1_3,4,800000,1200000,9375,905431,914806,114806,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F10,P10_1,3,0,400000,5717,31716,37433,37433,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F10,P10_2,3,400000,800000,5717,463319,469036,69036,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F10,P10_3,3,800000,1200000,5717,875214,880931,80931,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F11,P11_1,3,0,400000,7763,23774,31537,31537,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F11,P11_2,3,400000,800000,7763,422520,430283,30283,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F11,P11_3,3,800000,1200000,7763,867355,875118,75118,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F12,P12_1,7,0,400000,2564,49832,52396,52396,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F12,P12_2,7,400000,800000,2564,459963,462527,62527,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F12,P12_3,7,800000,1200000,2564,825482,828046,28046,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F13,P13_1,5,0,400000,652,18893,19545,19545,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F13,P13_2,5,400000,800000,652,443413,444065,44065,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F13,P13_3,5,800000,1200000,652,831599,832251,32251,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F14,P14_1,3,0,400000,600,93014,93614,93614,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F14,P14_2,3,400000,800000,600,513658,514258,114258,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F14,P14_3,3,800000,1200000,600,897499,898099,98099,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F15,P15_1,1,0,100000,834,45225,46059,46059,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F15,P15_2,1,100000,200000,834,136176,137010,37010,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F15,P15_3,1,200000,300000,834,203813,204647,4647,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F15,P15_4,1,300000,400000,834,300000,300834,834,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
F15,P15_5,1,400000,500000,834,400000,400834,834,Scheduled - Deadline Met,Yes,Yes,644.4009325504303,10.740015542507171,Solution Limit Exceeded,10806885.0,Gurobi Status: 10
