Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,678,1,2,0.0016955170749060056,0.001695,,7
F2,400000,400000,1373,1,2,0.0034323537247129554,0.0034325,,1
F3,400000,400000,600,1,2,0.0008849390771054066,0.0015,,1
F4,100000,100000,5335,1,2,0.05335224653144477,0.05335,,6
F5,400000,400000,600,1,2,0.0012993273519793513,0.0015,,6
F6,400000,400000,3286,1,2,0.00821615662773767,0.008215,,7
F7,400000,400000,4901,1,2,0.012251550417320178,0.0122525,,2
F8,400000,400000,3717,1,2,0.009291583768730516,0.0092925,,5
F9,50000,50000,771,1,2,0.01541910639598576,0.01542,,6
F10,400000,400000,1971,1,2,0.004927168561727369,0.0049275,,6
F11,400000,400000,2967,1,2,0.0074176281106619335,0.0074175,,5
F12,400000,400000,1069,1,2,0.0026728263634220317,0.0026725,,3
F13,400000,400000,1493,1,2,0.0037314934816286005,0.0037325,,5
F14,400000,400000,600,1,2,9.434883568293362e-05,0.0015,,3
F15,400000,400000,844,1,2,0.002110133257784419,0.00211,,5
F16,200000,200000,9031,1,2,0.0451563668761632,0.045155,,6
F17,400000,400000,2184,1,2,0.0054599746001560145,0.00546,,2
F18,400000,400000,7599,1,2,0.01899770505292442,0.0189975,,5
F19,400000,400000,1671,1,2,0.0041773427132004715,0.0041775,,8
F20,400000,400000,600,1,2,0.000887188233129721,0.0015,,7
F21,400000,400000,1963,1,2,0.004907520909450902,0.0049075,,3
F22,50000,50000,828,1,2,0.016560903370476554,0.01656,,2
F23,200000,200000,1071,1,2,0.005355208955266644,0.005355,,1
F24,200000,200000,10041,1,2,0.0502072421408975,0.050205,,7
F25,400000,400000,1030,1,2,0.002575807845766276,0.002575,,8
F26,100000,100000,1283,1,2,0.012830908053798273,0.01283,,1
F27,200000,200000,8299,1,2,0.04149368730269454,0.041495,,5
F28,100000,100000,877,1,2,0.008769037761140908,0.00877,,1
F29,50000,50000,3474,1,2,0.06947807124989813,0.06948,,6
F30,200000,200000,823,1,2,0.004114832288416026,0.004115,,7
F31,200000,200000,4565,1,2,0.0228239206101441,0.022825,,5
F32,400000,400000,10483,1,2,0.026206614493395564,0.0262075,,2
F33,400000,400000,600,1,2,0.0008530241312482145,0.0015,,1
F34,100000,100000,6665,1,2,0.06665304879791462,0.06665,,5
F35,100000,100000,3503,1,2,0.035028685599032994,0.03503,,7
F36,400000,400000,600,1,2,4.310136638346895e-06,0.0015,,6
F37,200000,200000,6943,1,2,0.03471320895122848,0.034715,,6
F38,400000,400000,3455,1,2,0.008636671005357727,0.0086375,,6
F39,400000,400000,3427,1,2,0.008568037494499192,0.0085675,,3
F40,400000,400000,6470,1,2,0.016174021061685473,0.016175,,7
F41,400000,400000,1886,1,2,0.004714167432684838,0.004715,,2
F42,400000,400000,9923,1,2,0.024806673812622623,0.0248075,,7
F43,200000,200000,1997,1,2,0.009986129880760239,0.009985,,7
F44,400000,400000,600,1,2,9.721110995281057e-05,0.0015,,5
F45,50000,50000,3812,1,2,0.07624210983659019,0.07624,,5
F46,400000,400000,3081,1,2,0.007703716294233712,0.0077025,,8
F47,400000,400000,1076,1,2,0.0026904737074786595,0.00269,,6
F48,400000,400000,941,1,2,0.0023524235208259537,0.0023525,,2
