Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,11269,1,2,0.028172107319076156,0.0281725,,7
F2,400000,400000,3257,1,2,0.008142848362697741,0.0081425,,8
F3,50000,50000,1145,1,2,0.022899024351947017,0.0229,,8
F4,400000,400000,2545,1,2,0.006361257529372555,0.0063625,,3
F5,400000,400000,2451,1,2,0.006127793621846789,0.0061275,,5
F6,200000,200000,8455,1,2,0.04227490685273283,0.042275,,5
F7,400000,400000,1563,1,2,0.003908041846471644,0.0039075,,2
F8,400000,400000,2125,1,2,0.005311410681339224,0.0053125,,8
F9,200000,200000,7218,1,2,0.03609173063844717,0.03609,,3
F10,400000,400000,4769,1,2,0.011923551371873953,0.0119225,,4
F11,400000,400000,7212,1,2,0.018029440570345168,0.01803,,1
F12,400000,400000,1942,1,2,0.004854615502964621,0.004855,,7
F13,400000,400000,4017,1,2,0.0100413604483377,0.0100425,,7
F14,400000,400000,843,1,2,0.002106288165152237,0.0021075,,5
F15,400000,400000,1857,1,2,0.004643030055327291,0.0046425,,5
F16,400000,400000,8805,1,2,0.022011457533216094,0.0220125,,5
F17,400000,400000,4778,1,2,0.011945167086869324,0.011945,,3
F18,400000,400000,4006,1,2,0.010014653853528177,0.010015,,6
F19,400000,400000,1751,1,2,0.004376710920239391,0.0043775,,6
F20,400000,400000,600,1,2,0.0008468284695341,0.0015,,6
F21,200000,200000,9095,1,2,0.045474315015108235,0.045475,,6
F22,400000,400000,8861,1,2,0.022151348207926302,0.0221525,,6
F23,100000,100000,611,1,2,0.006109839207232182,0.00611,,3
F24,100000,100000,3317,1,2,0.03317174018537922,0.03317,,6
F25,400000,400000,1284,1,2,0.003210549707160726,0.00321,,3
F26,200000,200000,10919,1,2,0.054596850112239415,0.054595,,2
F27,400000,400000,6065,1,2,0.015163562474420356,0.0151625,,2
F28,400000,400000,4663,1,2,0.0116571411187249,0.0116575,,2
F29,400000,400000,1108,1,2,0.0027694313149247973,0.00277,,7
F30,400000,400000,3466,1,2,0.008665770770230286,0.008665,,1
F31,200000,200000,948,1,2,0.004739186906929593,0.00474,,1
F32,400000,400000,600,1,2,0.001454766978590094,0.0015,,2
F33,400000,400000,622,1,2,0.0015560112017303784,0.001555,,8
F34,400000,400000,8959,1,2,0.022397308081416878,0.0223975,,4
F35,100000,100000,6599,1,2,0.0659860620221106,0.06599,,6
F36,200000,200000,7547,1,2,0.03773712291594758,0.037735,,8
F37,400000,400000,600,1,2,0.0011370025503979475,0.0015,,4
F38,400000,400000,697,1,2,0.0017436001893682829,0.0017425,,4
F39,400000,400000,1262,1,2,0.00315436491771362,0.003155,,1
F40,400000,400000,11293,1,2,0.02823258301633444,0.0282325,,1
F41,400000,400000,5891,1,2,0.014727298565729352,0.0147275,,7
F42,200000,200000,6336,1,2,0.03167879413534394,0.03168,,5
F43,400000,400000,600,1,2,0.0014898652667163226,0.0015,,8
F44,400000,400000,1757,1,2,0.004391555200124825,0.0043925,,4
F45,200000,200000,6297,1,2,0.031484993425269614,0.031485,,2
F46,400000,400000,5835,1,2,0.01458838804930844,0.0145875,,8
F47,400000,400000,9040,1,2,0.022600413312741,0.0226,,3
F48,100000,100000,8553,1,2,0.085530847954681,0.08553,,5
