Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,9809,1,2,0.024522926666736833,0.0245225,,4
F2,400000,400000,1064,1,2,0.002660004656550141,0.00266,,6
F3,400000,400000,600,1,2,0.0013240754632719565,0.0015,,3
F4,400000,400000,1861,1,2,0.004652922316032981,0.0046525,,6
F5,100000,100000,2256,1,2,0.02256124353071043,0.02256,,1
F6,400000,400000,7876,1,2,0.019688855747981515,0.01969,,4
F7,200000,200000,5009,1,2,0.025044489505661183,0.025045,,7
F8,400000,400000,600,1,2,0.0009234703548565149,0.0015,,8
F9,100000,100000,3647,1,2,0.036469147831680426,0.03647,,2
F10,400000,400000,10809,1,2,0.02702259430531584,0.0270225,,2
F11,400000,400000,4709,1,2,0.011773395091849936,0.0117725,,3
F12,200000,200000,4995,1,2,0.02497583423529104,0.024975,,3
F13,50000,50000,2873,1,2,0.05745980319381361,0.05746,,7
F14,200000,200000,3719,1,2,0.018594989039720344,0.018595,,2
F15,400000,400000,11158,1,2,0.027895194668773993,0.027895,,4
F16,400000,400000,7703,1,2,0.019256557816484166,0.0192575,,5
F17,200000,200000,809,1,2,0.004044849395261951,0.004045,,1
F18,400000,400000,664,1,2,0.0016587898916544663,0.00166,,1
F19,400000,400000,663,1,2,0.0016581458688027517,0.0016575,,2
F20,200000,200000,10849,1,2,0.05424745620546434,0.054245,,1
F21,400000,400000,1550,1,2,0.003874817711094214,0.003875,,3
F22,400000,400000,600,1,2,0.0010273136383930348,0.0015,,4
F23,400000,400000,4941,1,2,0.012351651173859002,0.0123525,,7
F24,400000,400000,2121,1,2,0.0053026815096639535,0.0053025,,5
F25,100000,100000,7351,1,2,0.07350749992922634,0.07351,,7
F26,200000,200000,9990,1,2,0.04994896999272497,0.04995,,2
F27,400000,400000,10607,1,2,0.026517548655256795,0.0265175,,1
F28,400000,400000,600,1,2,0.00010974251060386075,0.0015,,5
F29,400000,400000,1661,1,2,0.004152493735557705,0.0041525,,5
F30,400000,400000,8311,1,2,0.02077783591596133,0.0207775,,7
F31,200000,200000,3994,1,2,0.019970609017954166,0.01997,,3
F32,400000,400000,4326,1,2,0.010814102387348978,0.010815,,2
F33,200000,200000,679,1,2,0.00339525340106131,0.003395,,4
F34,400000,400000,936,1,2,0.0023403209054957685,0.00234,,7
F35,400000,400000,828,1,2,0.0020706811738235853,0.00207,,5
F36,400000,400000,6318,1,2,0.015795080365856196,0.015795,,1
F37,200000,200000,8741,1,2,0.04370555604160736,0.043705,,1
F38,400000,400000,600,1,2,0.00010761836267189628,0.0015,,7
F39,100000,100000,3036,1,2,0.030358291475958143,0.03036,,7
F40,400000,400000,1521,1,2,0.0038015984291133453,0.0038025,,8
F41,400000,400000,6206,1,2,0.015514300268945347,0.015515,,6
F42,200000,200000,4612,1,2,0.023060019397111303,0.02306,,2
F43,100000,100000,852,1,2,0.008519477125999916,0.00852,,4
F44,200000,200000,961,1,2,0.004804354554389642,0.004805,,1
F45,100000,100000,2096,1,2,0.02095892483514139,0.02096,,6
F46,400000,400000,1849,1,2,0.004623441553586613,0.0046225,,7
F47,200000,200000,5845,1,2,0.029225275234289437,0.029225,,3
F48,100000,100000,4474,1,2,0.04473993667241532,0.04474,,7
