Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,6,0,400000,8347,36615,44962,44962,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F1,P1_2,6,400000,800000,8347,503710,512057,112057,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F1,P1_3,6,800000,1200000,8347,861729,870076,70076,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F10,P10_1,4,0,400000,7429,146362,153791,153791,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F10,P10_2,4,400000,800000,7429,605088,612517,212517,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F10,P10_3,4,800000,1200000,7429,969695,977124,177124,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_1,6,0,100000,1022,1694,2716,2716,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_2,6,100000,200000,1022,223524,224546,124546,Scheduled - Deadline Missed,Yes,No,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_3,6,200000,300000,1022,246346,247368,47368,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_4,6,300000,400000,1022,309345,310367,10367,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_5,6,400000,500000,1022,401694,402716,2716,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_6,6,500000,600000,1022,623620,624642,124642,Scheduled - Deadline Missed,Yes,No,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_7,6,600000,700000,1022,646442,647464,47464,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_8,6,700000,800000,1022,709441,710463,10463,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_9,6,800000,900000,1022,803649,804671,4671,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_10,6,900000,1000000,1022,1023716,1024738,124738,Scheduled - Deadline Missed,Yes,No,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_11,6,1000000,1100000,1022,1046634,1047656,47656,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F11,P11_12,6,1100000,1200000,1022,1103728,1104750,4750,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F12,P12_1,1,0,400000,10105,127932,138037,138037,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F12,P12_2,1,400000,800000,10105,430776,440881,40881,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F12,P12_3,1,800000,1200000,10105,844954,855059,55059,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F13,P13_1,1,0,400000,5514,191858,197372,197372,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F13,P13_2,1,400000,800000,5514,473822,479336,79336,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F13,P13_3,1,800000,1200000,5514,977220,982734,182734,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F14,P14_1,8,0,200000,7755,28764,36519,36519,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F14,P14_2,8,200000,400000,7755,278695,286450,86450,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F14,P14_3,8,400000,600000,7755,465971,473726,73726,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F14,P14_4,8,600000,800000,7755,663029,670784,70784,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F14,P14_5,8,800000,1000000,7755,827012,834767,34767,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F14,P14_6,8,1000000,1200000,7755,1070096,1077851,77851,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_1,3,0,100000,4296,9777,14073,14073,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_2,3,100000,200000,4296,224642,228938,128938,Scheduled - Deadline Missed,Yes,No,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_3,3,200000,300000,4296,247464,251760,51760,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_4,3,300000,400000,4296,316570,320866,20866,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_5,3,400000,500000,4296,411390,415686,15686,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_6,3,500000,600000,4296,631565,635861,135861,Scheduled - Deadline Missed,Yes,No,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_7,3,600000,700000,4296,652530,656826,56826,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_8,3,700000,800000,4296,710559,714855,14855,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_9,3,800000,900000,4296,817497,821793,21793,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_10,3,900000,1000000,4296,1025554,1029850,129850,Scheduled - Deadline Missed,Yes,No,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_11,3,1000000,1100000,4296,1047752,1052048,52048,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
F15,P15_12,3,1100000,1200000,4296,1110751,1115047,15047,Scheduled - Deadline Met,Yes,Yes,216.3751575946808,3.606252626578013,Solution Limit Exceeded,21741930.0,Gurobi Status: 10
