Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,6,0,400000,3769,150329,154098,154098,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F1,P1_2,6,400000,800000,3769,518332,522101,122101,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F1,P1_3,6,800000,1200000,3769,948861,952630,152630,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F10,P10_1,3,0,400000,600,176661,177261,177261,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F10,P10_2,3,400000,800000,600,606616,607216,207216,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F10,P10_3,3,800000,1200000,600,994479,995079,195079,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F11,P11_1,2,0,400000,6278,116904,123182,123182,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F11,P11_2,2,400000,800000,6278,540308,546586,146586,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F11,P11_3,2,800000,1200000,6278,924141,930419,130419,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F12,P12_1,3,0,200000,9657,13601,23258,23258,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F12,P12_2,3,200000,400000,9657,236902,246559,46559,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F12,P12_3,3,400000,600000,9657,443564,453221,53221,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F12,P12_4,3,600000,800000,9657,652592,662249,62249,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F12,P12_5,3,800000,1000000,9657,801183,810840,10840,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F12,P12_6,3,1000000,1200000,9657,1065606,1075263,75263,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F13,P13_1,1,0,200000,8116,32344,40460,40460,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F13,P13_2,1,200000,400000,8116,246655,254771,54771,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F13,P13_3,1,400000,600000,8116,429544,437660,37660,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F13,P13_4,1,600000,800000,8116,643127,651243,51243,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F13,P13_5,1,800000,1000000,8116,857620,865736,65736,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F13,P13_6,1,1000000,1200000,8116,1030608,1038724,38724,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F14,P14_1,5,0,400000,902,0,902,902,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F14,P14_2,5,400000,800000,902,400000,400902,902,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F14,P14_3,5,800000,1200000,902,821615,822517,22517,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F15,P15_1,2,0,200000,1833,24607,26440,26440,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F15,P15_2,2,200000,400000,1833,272039,273872,73872,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F15,P15_3,2,400000,600000,1833,453317,455150,55150,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F15,P15_4,2,600000,800000,1833,663928,665761,65761,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
F15,P15_5,2,800000,1000000,1833,837720,839553,39553,Scheduled - Deadline Met,Yes,Yes,1544.4369118213654,25.740615197022755,Solution Limit Exceeded,23152222.0,Gurobi Status: 10
