Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,8,0,400000,5734,160435,166169,166169,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F1,P1_2,8,400000,800000,5734,560435,566169,166169,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F1,P1_3,8,800000,1200000,5734,938361,944095,144095,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F10,P10_1,4,0,200000,7224,198888,206112,206112,Scheduled - Deadline Missed,Yes,No,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F10,P10_2,4,200000,400000,7224,330632,337856,137856,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F10,P10_3,4,400000,600000,7224,598888,606112,206112,Scheduled - Deadline Missed,Yes,No,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F10,P10_4,4,600000,800000,7224,698193,705417,105417,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F10,P10_5,4,800000,1000000,7224,999640,1006864,206864,Scheduled - Deadline Missed,Yes,No,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F10,P10_6,4,1000000,1200000,7224,1113355,1120579,120579,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F11,P11_1,8,0,400000,2825,171610,174435,174435,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F11,P11_2,8,400000,800000,2825,571610,574435,174435,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F11,P11_3,8,800000,1200000,2825,949536,952361,152361,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
F12,P12_1,6,0,200000,5461,34716,40177,40177,Scheduled - Deadline Met,Yes,Yes,2700.1633157730103,45.00272192955017,Time Limit Exceeded,21868836.0,Gurobi Status: 9
