Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,7,0,400000,2277,75543.0,77820.0,77820.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F1,P1_2,7,400000,800000,2277,455581.0,457858.0,57858.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F1,P1_3,8,800000,1200000,2277,871292.0,873569.0,73569.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F1,P1_4,7,1200000,1600000,2277,1268224.0,1270501.0,70501.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F1,P1_5,7,1600000,2000000,2277,1685195.0,1687472.0,87472.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F1,P1_6,8,2000000,2400000,2277,2079902.0,2082179.0,82179.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_1,5,0,200000,3609,119113.0,122722.0,122722.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_2,5,200000,400000,3609,330521.0,334130.0,134130.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_3,8,400000,600000,3609,,,,BE - Not Scheduled,No,N/A,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_4,5,600000,800000,3609,642903.0,646512.0,46512.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_5,5,800000,1000000,3609,926417.0,930026.0,130026.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_6,8,1000000,1200000,3609,1081442.0,1085051.0,85051.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_7,5,1200000,1400000,3609,1286723.0,1290332.0,90332.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_8,5,1400000,1600000,3609,1518519.0,1522128.0,122128.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_9,8,1600000,1800000,3609,1753229.0,1756838.0,156838.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_10,5,1800000,2000000,3609,1922456.0,1926065.0,126065.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_11,5,2000000,2200000,3609,2128228.0,2131837.0,131837.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F10,P10_12,8,2200000,2400000,3609,2280307.0,2283916.0,83916.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_1,3,0,100000,3954,33379.0,37333.0,37333.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_2,3,100000,200000,3954,181606.0,185560.0,85560.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_3,8,200000,300000,3954,238054.0,242008.0,42008.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_4,3,300000,400000,3954,326471.0,330425.0,30425.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_5,3,400000,500000,3954,421589.0,425543.0,25543.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_6,8,500000,600000,3954,561201.0,565155.0,65155.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_7,3,600000,700000,3954,618112.0,622066.0,22066.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_8,3,700000,800000,3954,745950.0,749904.0,49904.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_9,8,800000,900000,3954,,,,BE - Not Scheduled,No,N/A,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_10,3,900000,1000000,3954,988631.0,992585.0,92585.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_11,3,1000000,1100000,3954,1049157.0,1053111.0,53111.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_12,8,1100000,1200000,3954,1166175.0,1170129.0,70129.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_13,3,1200000,1300000,3954,1233379.0,1237333.0,37333.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_14,3,1300000,1400000,3954,1379084.0,1383038.0,83038.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_15,8,1400000,1500000,3954,1438054.0,1442008.0,42008.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_16,3,1500000,1600000,3954,1531747.0,1535701.0,35701.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_17,3,1600000,1700000,3954,1612112.0,1616066.0,16066.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_18,8,1700000,1800000,3954,1773413.0,1777367.0,77367.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_19,3,1800000,1900000,3954,1825350.0,1829304.0,29304.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_20,3,1900000,2000000,3954,1933074.0,1937028.0,37028.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_21,8,2000000,2100000,3954,2039712.0,2043666.0,43666.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_22,3,2100000,2200000,3954,2170047.0,2174001.0,74001.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_23,3,2200000,2300000,3954,2252549.0,2256503.0,56503.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F11,P11_24,8,2300000,2400000,3954,2350096.0,2354050.0,54050.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F12,P12_1,6,0,400000,3710,204734.0,208444.0,208444.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F12,P12_2,6,400000,800000,3710,457954.0,461664.0,61664.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F12,P12_3,8,800000,1200000,3710,858592.0,862302.0,62302.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F12,P12_4,6,1200000,1600000,3710,1383275.0,1386985.0,186985.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F12,P12_5,6,1600000,2000000,3710,1663599.0,1667309.0,67309.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F12,P12_6,8,2000000,2400000,3710,,,,BE - Not Scheduled,No,N/A,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F13,P13_1,4,0,400000,3829,215181.0,219010.0,219010.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F13,P13_2,4,400000,800000,3829,596670.0,600499.0,200499.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F13,P13_3,8,800000,1200000,3829,854667.0,858496.0,58496.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F13,P13_4,4,1200000,1600000,3829,1379350.0,1383179.0,183179.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F13,P13_5,4,1600000,2000000,3829,1807238.0,1811067.0,211067.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
F13,P13_6,8,2000000,2400000,3829,2051898.0,2055727.0,55727.0,Scheduled - Deadline Met,Yes,Yes,3600.5216171741486,60.008693619569144,9,187.0,Gurobi Status: 9
