Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,8,0,400000,7181,145682,152863,152863,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F1,P1_2,8,400000,800000,7181,514700,521881,121881,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F1,P1_3,8,800000,1200000,7181,971549,978730,178730,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F10,P10_1,2,0,400000,1636,17578,19214,19214,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F10,P10_2,2,400000,800000,1636,417578,419214,19214,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F10,P10_3,2,800000,1200000,1636,817578,819214,19214,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F11,P11_1,1,0,200000,1110,64094,65204,65204,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F11,P11_2,1,200000,400000,1110,239986,241096,41096,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F11,P11_3,1,400000,600000,1110,473459,474569,74569,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F11,P11_4,1,600000,800000,1110,639986,641096,41096,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F11,P11_5,1,800000,1000000,1110,864094,865204,65204,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F11,P11_6,1,1000000,1200000,1110,1039986,1041096,41096,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F12,P12_1,6,0,50000,3709,22484,26193,26193,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F12,P12_2,6,50000,100000,3709,134937,138646,88646,Scheduled - Deadline Missed,Yes,No,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F12,P12_3,6,100000,150000,3709,142474,146183,46183,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F12,P12_4,6,150000,200000,3709,158475,162184,12184,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F12,P12_5,6,200000,250000,3709,204867,208576,8576,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
F12,P12_6,6,250000,300000,3709,258041,261750,11750,Scheduled - Deadline Met,Yes,Yes,2700.6426653862,45.01071108977,Time Limit Exceeded,17527227.0,Gurobi Status: 9
