Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,8075,1,2,0.0201883370318783,0.0201875,,5
F2,400000,400000,7405,1,2,0.0185117210543036,0.0185125,,2
F3,400000,400000,11729,1,2,0.0293224537217803,0.0293225,,2
F4,200000,200000,4499,1,2,0.0224947064115823,0.022495,,4
F5,400000,400000,4929,1,2,0.0123219762898324,0.0123225,,6
F6,200000,200000,2138,1,2,0.0106908164882522,0.01069,,7
F7,200000,200000,2095,1,2,0.0104748006461833,0.010475,,4
F8,200000,200000,1739,1,2,0.0086942000676288,0.008695,,1
F9,200000,200000,4208,1,2,0.0210391634468621,0.02104,,3
F10,400000,400000,3545,1,2,0.0088624836586315,0.0088625,,5
F11,400000,400000,600,1,2,0.0003673145460774,0.0015,,6
F12,50000,50000,3174,1,2,0.0634769023400002,0.06348,,7
F13,400000,400000,6920,1,2,0.017300947207935,0.0173,,1
F14,400000,400000,1565,1,2,0.0039113314924638,0.0039125,,6
F15,200000,200000,2457,1,2,0.0122852884811559,0.012285,,2
F16,200000,200000,1896,1,2,0.0094791135450442,0.00948,,2
F17,400000,400000,2992,1,2,0.0074805220944925,0.00748,,4
F18,400000,400000,11655,1,2,0.0291381816569984,0.0291375,,3
F19,400000,400000,1896,1,2,0.0047406595724439,0.00474,,2
F20,400000,400000,7219,1,2,0.0180464929760281,0.0180475,,6
F21,400000,400000,2270,1,2,0.0056747505010412,0.005675,,5
F22,400000,400000,10061,1,2,0.0251515332845684,0.0251525,,2
F23,100000,100000,2260,1,2,0.022600181538963,0.0226,,1
F24,400000,400000,1812,1,2,0.0045307203366974,0.00453,,3
F25,400000,400000,4733,1,1,0.0118332528504516,0.0118325,,5
F26,200000,200000,9013,1,1,0.0450632054009074,0.045065,,4
F27,400000,400000,3414,1,1,0.0085349528670497,0.008535,,7
F28,400000,400000,5407,1,1,0.0135167417834812,0.0135175,,4
F29,400000,400000,600,1,1,0.0009747553777513,0.0015,,2
F30,100000,100000,2293,1,1,0.0229299783550157,0.02293,,6
F31,100000,100000,7643,1,1,0.0764283587852929,0.07643,,6
F32,100000,100000,1091,1,1,0.0109087660665074,0.01091,,3
F33,200000,200000,11586,1,1,0.0579321797939523,0.05793,,5
F34,400000,400000,600,1,1,0.0010496159834765,0.0015,,7
F35,200000,200000,6665,1,1,0.0333268533567803,0.033325,,6
F36,400000,400000,8565,1,1,0.0214127825844921,0.0214125,,7
F37,400000,400000,9315,1,1,0.0232868677125003,0.0232875,,3
F38,100000,100000,1040,1,1,0.0104005080880154,0.0104,,6
F39,100000,100000,7513,1,1,0.0751338414155793,0.07513,,3
F40,400000,400000,4076,1,1,0.010189518839436,0.01019,,3
F41,200000,200000,2150,1,1,0.0107497861256921,0.01075,,1
F42,400000,400000,4961,1,1,0.0124016553120163,0.0124025,,7
F43,400000,400000,1691,1,1,0.0042280705276612,0.0042275,,1
F44,400000,400000,1537,1,1,0.0038413842883102,0.0038425,,4
F45,50000,50000,4169,1,1,0.083378836480578,0.08338,,5
F46,100000,100000,6273,1,1,0.0627304957697305,0.06273,,1
F47,400000,400000,874,1,1,0.0021844342032135,0.002185,,7
F48,400000,400000,10692,1,1,0.0267295668656572,0.02673,,7
