Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,100000,100000,3909,1,2,0.0390884999831069,0.03909,,6
F2,200000,200000,1172,1,2,0.005860825853895,0.00586,,6
F3,400000,400000,1999,1,2,0.0049984689013591,0.0049975,,1
F4,400000,400000,10141,1,2,0.0253530916341993,0.0253525,,6
F5,400000,400000,4553,1,2,0.0113815441726021,0.0113825,,5
F6,200000,200000,2695,1,2,0.0134761634120266,0.013475,,4
F7,200000,200000,7165,1,2,0.0358263458333111,0.035825,,5
F8,400000,400000,1026,1,2,0.0025654428525783,0.002565,,1
F9,400000,400000,7775,1,2,0.0194372164783059,0.0194375,,6
F10,200000,200000,1228,1,2,0.0061408876083302,0.00614,,5
F11,400000,400000,600,1,2,0.0008868993742469,0.0015,,2
F12,200000,200000,682,1,2,0.0034111559317332,0.00341,,3
F13,50000,50000,4092,1,2,0.0818350112204572,0.08184,,6
F14,100000,100000,849,1,2,0.0084910176604402,0.00849,,3
F15,400000,400000,9275,1,2,0.0231872839693696,0.0231875,,5
F16,400000,400000,1635,1,2,0.0040885612629946,0.0040875,,6
F17,400000,400000,6345,1,2,0.0158623501257958,0.0158625,,2
F18,400000,400000,8819,1,2,0.0220477677324788,0.0220475,,3
F19,400000,400000,669,1,2,0.0016731505990732,0.0016725,,7
F20,400000,400000,11409,1,2,0.0285214233731503,0.0285225,,7
F21,100000,100000,993,1,2,0.0099289161223891,0.00993,,4
F22,200000,200000,6384,1,2,0.0319196590336755,0.03192,,4
F23,400000,400000,4941,1,2,0.0123523681482062,0.0123525,,6
F24,400000,400000,1637,1,2,0.004092002647265,0.0040925,,5
F25,100000,100000,4972,1,1,0.0497216127162905,0.04972,,7
F26,100000,100000,7924,1,1,0.0792370724371196,0.07924,,6
F27,400000,400000,11923,1,1,0.0298066320361242,0.0298075,,3
F28,200000,200000,9439,1,1,0.0471939317233011,0.047195,,5
F29,200000,200000,9849,1,1,0.0492464256391765,0.049245,,6
F30,400000,400000,5873,1,1,0.0146830461524212,0.0146825,,1
F31,200000,200000,2534,1,1,0.0126695241382808,0.01267,,3
F32,200000,200000,9226,1,1,0.0461311530025592,0.04613,,4
F33,400000,400000,2815,1,1,0.0070372292205329,0.0070375,,7
F34,400000,400000,7949,1,1,0.0198716718808831,0.0198725,,7
F35,200000,200000,2623,1,1,0.0131152496242099,0.013115,,2
F36,200000,200000,8006,1,1,0.0400300589237465,0.04003,,3
F37,400000,400000,8801,1,1,0.0220029430815158,0.0220025,,5
F38,100000,100000,1091,1,1,0.010909976920259,0.01091,,1
F39,400000,400000,1152,1,1,0.0028791545511506,0.00288,,2
F40,400000,400000,1168,1,1,0.002920915955891,0.00292,,7
F41,200000,200000,7957,1,1,0.039784442711311,0.039785,,7
F42,400000,400000,1999,1,1,0.0049971724834489,0.0049975,,4
F43,400000,400000,4611,1,1,0.0115264647042295,0.0115275,,7
F44,100000,100000,6515,1,1,0.0651490397427686,0.06515,,4
F45,400000,400000,812,1,1,0.0020297687963039,0.00203,,4
F46,400000,400000,9021,1,1,0.0225528557283968,0.0225525,,4
F47,50000,50000,3606,1,1,0.0721197796972273,0.07212,,6
F48,400000,400000,3638,1,1,0.0090956157277229,0.009095,,2
