Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,600,1,2,0.0009671135115565,0.0015,,5
F2,200000,200000,10251,1,2,0.0512531498936628,0.051255,,6
F3,200000,200000,11997,1,2,0.0599852516969796,0.059985,,4
F4,200000,200000,3593,1,2,0.0179653775767105,0.017965,,3
F5,50000,50000,4131,1,2,0.0826155823202883,0.08262,,5
F6,200000,200000,6701,1,2,0.0335056657546498,0.033505,,4
F7,400000,400000,5073,1,2,0.01268229018835,0.0126825,,4
F8,50000,50000,688,1,2,0.013760609491235,0.01376,,3
F9,100000,100000,7491,1,2,0.0749081300142735,0.07491,,3
F10,400000,400000,6671,1,2,0.0166780130918218,0.0166775,,4
F11,400000,400000,800,1,2,0.0019999766866968,0.002,,4
F12,400000,400000,1298,1,2,0.0032445257966288,0.003245,,3
F13,400000,400000,600,1,2,0.0008106812324676,0.0015,,4
F14,50000,50000,4949,1,2,0.0989788329620393,0.09898,,5
F15,100000,100000,678,1,2,0.0067798915456461,0.00678,,3
F16,400000,400000,785,1,2,0.0019636554343303,0.0019625,,7
F17,200000,200000,8336,1,2,0.0416817209655924,0.04168,,4
F18,400000,400000,2341,1,2,0.0058518452234604,0.0058525,,7
F19,400000,400000,4473,1,2,0.0111817746055145,0.0111825,,7
F20,200000,200000,1937,1,2,0.0096859355159493,0.009685,,2
F21,200000,200000,8277,1,2,0.0413852844600545,0.041385,,3
F22,400000,400000,2139,1,2,0.0053480456176294,0.0053475,,4
F23,400000,400000,713,1,2,0.0017819877360572,0.0017825,,1
F24,400000,400000,827,1,2,0.0020670947390095,0.0020675,,1
F25,400000,400000,9699,1,1,0.0242471279279475,0.0242475,,7
F26,100000,100000,4127,1,1,0.0412700350249677,0.04127,,5
F27,400000,400000,2523,1,1,0.0063065412394662,0.0063075,,1
F28,400000,400000,10107,1,1,0.0252674608259252,0.0252675,,3
F29,400000,400000,5504,1,1,0.0137602719206045,0.01376,,1
F30,50000,50000,2730,1,1,0.0546023713416237,0.0546,,5
F31,400000,400000,1002,1,1,0.0025039697868214,0.002505,,2
F32,100000,100000,6722,1,1,0.0672209329493584,0.06722,,1
F33,200000,200000,8288,1,1,0.0414422272826082,0.04144,,1
F34,400000,400000,6875,1,1,0.0171882193940532,0.0171875,,1
F35,400000,400000,7461,1,1,0.018653749859838,0.0186525,,6
F36,400000,400000,1887,1,1,0.0047184507190276,0.0047175,,2
F37,400000,400000,9440,1,1,0.0235996095334308,0.0236,,5
F38,400000,400000,3142,1,1,0.0078546598694923,0.007855,,6
F39,400000,400000,1554,1,1,0.0038843449688083,0.003885,,6
F40,200000,200000,7195,1,1,0.035976102239164,0.035975,,6
F41,400000,400000,1005,1,1,0.0025123527864447,0.0025125,,5
F42,400000,400000,5535,1,1,0.013837332569177,0.0138375,,6
F43,400000,400000,600,1,1,4.581969161952804e-05,0.0015,,7
F44,200000,200000,5641,1,1,0.028204052070577,0.028205,,1
F45,400000,400000,5987,1,1,0.0149680240657052,0.0149675,,7
F46,400000,400000,5110,1,1,0.0127754449572377,0.012775,,5
F47,400000,400000,600,1,1,0.0013374062162136,0.0015,,2
F48,400000,400000,2587,1,1,0.0064670843396843,0.0064675,,5
