Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,1774,1,2,0.004433880063752671,0.004435,,8
F2,400000,400000,10209,1,2,0.025523342781171854,0.0255225,,5
F3,200000,200000,7624,1,2,0.03811904932355592,0.03812,,3
F4,400000,400000,11940,1,2,0.029849379274239585,0.02985,,1
F5,400000,400000,1773,1,2,0.004432369969031069,0.0044325,,6
F6,200000,200000,3450,1,2,0.017249630208681532,0.01725,,1
F7,400000,400000,6001,1,2,0.015003294225295671,0.0150025,,7
F8,200000,200000,4516,1,2,0.0225801373199378,0.02258,,3
F9,200000,200000,2461,1,2,0.012303970435537215,0.012305,,3
F10,400000,400000,600,1,2,0.00020816177956717308,0.0015,,4
F11,400000,400000,600,1,2,0.0014667269411677841,0.0015,,8
F12,400000,400000,785,1,2,0.0019624512694358387,0.0019625,,7
F13,400000,400000,1125,1,2,0.0028116785206615535,0.0028125,,2
F14,200000,200000,4182,1,2,0.020909834800712956,0.02091,,4
F15,200000,200000,2965,1,2,0.014825366464899292,0.014825,,2
F16,400000,400000,600,1,2,0.0014132708684393425,0.0015,,1
F17,50000,50000,785,1,2,0.015699742707919406,0.0157,,3
F18,100000,100000,3577,1,2,0.035771058520453036,0.03577,,2
F19,200000,200000,9068,1,2,0.04534098093938643,0.04534,,1
F20,400000,400000,3815,1,2,0.009537891470587034,0.0095375,,5
F21,200000,200000,3039,1,2,0.015195321363640546,0.015195,,8
F22,400000,400000,5559,1,2,0.013897734283441876,0.0138975,,1
F23,400000,400000,1132,1,2,0.0028289092223683365,0.00283,,1
F24,400000,400000,6651,1,2,0.016628269936622475,0.0166275,,2
F25,200000,200000,8635,1,2,0.04317620838989755,0.043175,,5
F26,400000,400000,1807,1,2,0.004518175124238466,0.0045175,,7
F27,400000,400000,1834,1,2,0.004585917156867625,0.004585,,4
F28,400000,400000,7706,1,2,0.019265468026546162,0.019265,,5
F29,100000,100000,703,1,2,0.0070310313965377125,0.00703,,7
F30,400000,400000,811,1,2,0.0020262838024950325,0.0020275,,3
F31,200000,200000,9918,1,2,0.049589500044225354,0.04959,,5
F32,50000,50000,1062,1,2,0.02123967046398989,0.02124,,7
F33,400000,400000,9029,1,2,0.02257337357218292,0.0225725,,8
F34,50000,50000,2897,1,2,0.057940569231860195,0.05794,,1
F35,200000,200000,1143,1,2,0.0057142834114455865,0.005715,,5
F36,200000,200000,7019,1,2,0.03509447088983503,0.035095,,3
F37,400000,400000,9767,1,2,0.02441795648674233,0.0244175,,2
F38,50000,50000,6407,1,2,0.12813005595644367,0.12814,,1
F39,200000,200000,11327,1,2,0.05663371336592862,0.056635,,5
F40,400000,400000,4408,1,2,0.011020582131645557,0.01102,,8
F41,200000,200000,11049,1,2,0.05524631680685796,0.055245,,1
F42,400000,400000,3744,1,2,0.009359737032181514,0.00936,,4
F43,100000,100000,4770,1,2,0.0476976847721763,0.0477,,3
F44,400000,400000,10135,1,2,0.025336515719155656,0.0253375,,5
F45,400000,400000,600,1,2,0.0008123392603385099,0.0015,,6
F46,100000,100000,6023,1,2,0.06023453922502106,0.06023,,1
F47,400000,400000,9535,1,2,0.023837449529986766,0.0238375,,1
F48,400000,400000,1152,1,2,0.002879131757964606,0.00288,,3
