Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,3734,2,1,0.0093342851676804,0.009335,,7
F2,400000,400000,948,2,1,0.0023692526237962,0.00237,,4
F3,400000,400000,1781,2,1,0.004451724137117,0.0044525,,6
F4,400000,400000,600,2,1,0.0012061834673883,0.0015,,2
F5,400000,400000,3635,2,1,0.0090877320390363,0.0090875,,5
F6,400000,400000,1925,2,1,0.0048137019003894,0.0048125,,1
F7,100000,100000,1239,2,1,0.0123903516507152,0.01239,,4
F8,400000,400000,600,2,1,0.000174752073762,0.0015,,1
F9,100000,100000,813,2,1,0.008131240089725,0.00813,,3
F10,400000,400000,6425,2,1,0.0160627905250576,0.0160625,,7
F11,400000,400000,600,2,1,0.0001135729940014,0.0015,,5
F12,200000,200000,1353,2,1,0.0067650123633405,0.006765,,7
F13,400000,400000,4253,2,1,0.0106328069012365,0.0106325,,1
F14,400000,400000,3502,2,1,0.0087557930716108,0.008755,,4
F15,400000,400000,3716,2,1,0.0092905046474566,0.00929,,3
F16,400000,400000,2347,2,1,0.0058681055803609,0.0058675,,3
F17,400000,400000,9647,2,1,0.0241172965223484,0.0241175,,7
F18,400000,400000,7113,2,1,0.0177816926868381,0.0177825,,4
F19,200000,200000,2637,2,1,0.0131838288320182,0.013185,,7
F20,200000,200000,1667,2,1,0.008334639053627,0.008335,,1
F21,200000,200000,1384,2,1,0.006919876061361,0.00692,,4
F22,400000,400000,600,2,1,3.5817491482514896e-05,0.0015,,2
F23,400000,400000,642,2,1,0.001604004020263,0.001605,,5
F24,400000,400000,2005,2,1,0.0050121771414879,0.0050125,,6
F25,400000,400000,2815,2,1,0.0070372933778681,0.0070375,,1
F26,400000,400000,5159,2,1,0.0128982326975209,0.0128975,,5
F27,400000,400000,9751,2,1,0.0243784230507149,0.0243775,,3
F28,400000,400000,3330,2,1,0.0083250720969355,0.008325,,7
F29,400000,400000,7189,2,1,0.0179734248983092,0.0179725,,3
F30,400000,400000,600,2,1,0.0014080562284748,0.0015,,3
F31,400000,400000,6764,2,1,0.0169088079312662,0.01691,,5
F32,100000,100000,850,2,1,0.0085010773121668,0.0085,,6
F33,400000,400000,1162,2,1,0.0029054263159068,0.002905,,3
F34,400000,400000,3232,2,1,0.008080299671491,0.00808,,6
F35,200000,200000,5361,2,1,0.0268041115737492,0.026805,,7
F36,200000,200000,2700,2,1,0.0135004789582534,0.0135,,6
F37,400000,400000,600,2,1,0.0004507878095156,0.0015,,1
F38,400000,400000,7963,2,1,0.0199075440145886,0.0199075,,4
F39,400000,400000,7325,2,1,0.0183118242416134,0.0183125,,5
F40,400000,400000,3261,2,1,0.0081528925817883,0.0081525,,5
F41,100000,100000,1127,2,1,0.0112692062896298,0.01127,,6
F42,400000,400000,5876,2,1,0.0146899198084195,0.01469,,3
F43,400000,400000,4559,2,1,0.0113965361769821,0.0113975,,3
F44,400000,400000,2784,2,1,0.0069589341566613,0.00696,,5
F45,400000,400000,600,2,1,0.0014533620250383,0.0015,,4
F46,400000,400000,11203,2,1,0.0280074988378459,0.0280075,,7
F47,400000,400000,998,2,1,0.0024945341030946,0.002495,,7
F48,200000,200000,1638,2,1,0.0081892997006889,0.00819,,4
