Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue
F1,400000,400000,800,2,1,0.0020009489588129,0.002,,7
F2,400000,400000,600,2,1,0.0001340351459125,0.0015,,5
F3,200000,200000,1754,2,1,0.0087697344423938,0.00877,,2
F4,400000,400000,3157,2,1,0.0078916716844131,0.0078925,,1
F5,400000,400000,5121,2,1,0.0128023205233545,0.0128025,,5
F6,400000,400000,4843,2,1,0.0121084027630274,0.0121075,,1
F7,400000,400000,8457,2,1,0.0211432912860085,0.0211425,,1
F8,400000,400000,905,2,1,0.002262836053234,0.0022625,,5
F9,400000,400000,10019,2,1,0.0250474839330244,0.0250475,,5
F10,400000,400000,5314,2,1,0.0132846412492538,0.013285,,6
F11,200000,200000,1540,2,1,0.0077011622415899,0.0077,,3
F12,400000,400000,853,2,1,0.0021329427882236,0.0021325,,3
F13,400000,400000,5767,2,1,0.0144176057810325,0.0144175,,1
F14,400000,400000,2971,2,1,0.0074287083790016,0.0074275,,6
F15,400000,400000,983,2,1,0.0024579616942634,0.0024575,,2
F16,400000,400000,7385,2,1,0.0184621206807987,0.0184625,,6
F17,400000,400000,2177,2,1,0.0054419623448478,0.0054425,,6
F18,400000,400000,698,2,1,0.0017457877627673,0.001745,,4
F19,400000,400000,600,2,1,0.0003241228335246,0.0015,,3
F20,400000,400000,968,2,1,0.0024196209310058,0.00242,,7
F21,400000,400000,600,2,1,2.9603603423689066e-05,0.0015,,6
F22,200000,200000,3631,2,1,0.0181546951799883,0.018155,,5
F23,400000,400000,1132,2,1,0.0028292884320498,0.00283,,1
F24,400000,400000,4285,2,1,0.0107119456638554,0.0107125,,5
F25,400000,400000,3047,2,1,0.0076180735886772,0.0076175,,2
F26,100000,100000,2897,2,1,0.028970240899686,0.02897,,6
F27,400000,400000,600,2,1,0.0006052864854664,0.0015,,1
F28,400000,400000,2923,2,1,0.0073066935110675,0.0073075,,3
F29,400000,400000,828,2,1,0.0020690556518933,0.00207,,1
F30,400000,400000,4145,2,1,0.0103617916309334,0.0103625,,1
F31,200000,200000,977,2,1,0.0048853098066773,0.004885,,1
F32,400000,400000,600,2,1,0.0002444989036667,0.0015,,2
F33,200000,200000,2220,2,1,0.011101239319169,0.0111,,6
F34,200000,200000,960,2,1,0.0047997213746144,0.0048,,3
F35,400000,400000,3813,2,1,0.0095318418265256,0.0095325,,5
F36,200000,200000,6773,2,1,0.0338669372869544,0.033865,,1
F37,400000,400000,4127,2,1,0.0103178884932393,0.0103175,,6
F38,400000,400000,844,2,1,0.0021111864605789,0.00211,,2
F39,400000,400000,2773,2,1,0.0069326604601145,0.0069325,,2
F40,400000,400000,1174,2,1,0.0029344384201087,0.002935,,5
F41,400000,400000,3031,2,1,0.0075767756788802,0.0075775,,5
F42,100000,100000,6057,2,1,0.0605738495445239,0.06057,,6
F43,100000,100000,1061,2,1,0.0106112022646997,0.01061,,2
F44,400000,400000,733,2,1,0.0018317606866008,0.0018325,,6
F45,200000,200000,786,2,1,0.0039291590446485,0.00393,,6
F46,400000,400000,2340,2,1,0.0058496306906978,0.00585,,5
F47,400000,400000,2932,2,1,0.0073296088352383,0.00733,,1
F48,400000,400000,600,2,1,3.874889478260379e-05,0.0015,,7
