Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,3,0,400000,600,162363,162963,162963,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F1,P1_2,3,400000,800000,600,597129,597729,197729,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F1,P1_3,8,800000,1200000,600,1167819,1168419,368419,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F10,P10_1,6,0,200000,1247,49564,50811,50811,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F10,P10_2,6,200000,400000,1247,212193,213440,13440,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F10,P10_3,8,400000,600000,1247,563225,564472,164472,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F10,P10_4,6,600000,800000,1247,798054,799301,199301,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F10,P10_5,6,800000,1000000,1247,814228,815475,15475,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F10,P10_6,8,1000000,1200000,1247,1186503,1187750,187750,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F11,P11_1,7,0,400000,3482,88393,91875,91875,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F11,P11_2,7,400000,800000,3482,519297,522779,122779,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F11,P11_3,8,800000,1200000,3482,1140019,1143501,343501,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F12,P12_1,5,0,400000,1866,91971,93837,93837,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F12,P12_2,5,400000,800000,1866,526323,528189,128189,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F12,P12_3,8,800000,1200000,1866,1161309,1163175,363175,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F13,P13_1,6,0,400000,8597,107739,116336,116336,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F13,P13_2,6,400000,800000,8597,457665,466262,66262,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F13,P13_3,8,800000,1200000,8597,844738,853335,53335,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F14,P14_1,6,0,200000,3902,9972,13874,13874,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F14,P14_2,6,200000,400000,3902,203585,207487,7487,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F14,P14_3,8,400000,600000,3902,472373,476275,76275,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F14,P14_4,6,600000,800000,3902,789446,793348,193348,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F14,P14_5,6,800000,1000000,3902,805620,809522,9522,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F14,P14_6,8,1000000,1200000,3902,1174083,1177985,177985,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F15,P15_1,3,0,400000,7874,99769,107643,107643,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
F15,P15_2,3,400000,800000,7874,488581,496455,96455,Scheduled - Deadline Met,Yes,Yes,3.7261440753936768,0.06210240125656128,2,57.0,Proven Optimal (Gap = 0%)
