Flow,Packet,Class,Arrival,Deadline,Execution_Time,Gate_Open,Gate_Close,Response_Time,Status,Scheduled,Deadline_Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F1,P1_1,3,0,400000,4239,87519,91758,91758,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F1,P1_2,3,400000,800000,4239,456974,461213,61213,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F1,P1_3,3,800000,1200000,4239,891567,895806,95806,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F10,P10_1,5,0,400000,905,145191,146096,146096,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F10,P10_2,5,400000,800000,905,502359,503264,103264,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F10,P10_3,5,800000,1200000,905,926170,927075,127075,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_1,8,0,100000,1249,2070,3319,3319,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_2,8,100000,200000,1249,204558,205807,105807,Scheduled - Deadline Missed,Yes,No,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_3,8,200000,300000,1249,211976,213225,13225,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_4,8,300000,400000,1249,304237,305486,5486,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_5,8,400000,500000,1249,400950,402199,2199,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_6,8,500000,600000,1249,601175,602424,102424,Scheduled - Deadline Missed,Yes,No,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_7,8,600000,700000,1249,626820,628069,28069,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_8,8,700000,800000,1249,700000,701249,1249,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_9,8,800000,900000,1249,802070,803319,3319,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_10,8,900000,1000000,1249,1006415,1007664,107664,Scheduled - Deadline Missed,Yes,No,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_11,8,1000000,1100000,1249,1019627,1020876,20876,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F11,P11_12,8,1100000,1200000,1249,1100000,1101249,1249,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F12,P12_1,4,0,400000,1141,194948,196089,196089,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
F12,P12_2,4,400000,800000,1141,595447,596588,196588,Scheduled - Deadline Met,Yes,Yes,1332.4755518436432,22.20792586406072,Solution Limit Exceeded,21057142.0,Gurobi Status: 10
