Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,100000,100000,6492,1,2,0.06491840999387233,0.06492,1.5900061276774569e-06,5,24
F2,400000,400000,6375,1,2,0.01593802857949922,0.0159375,5.28579499219084e-07,5,6
F3,100000,100000,3515,1,2,0.03515235091538538,0.03515,2.350915385376795e-06,5,24
F4,800000,800000,778,1,2,0.000972768434468918,0.0009725,2.68434468918082e-07,4,3
F5,800000,800000,8239,1,2,0.010298474583137596,0.01029875,2.754168624049397e-07,6,3
F6,400000,400000,3640,1,2,0.009099414670573736,0.0091,5.853294262649078e-07,7,6
F7,400000,400000,8624,1,2,0.021559563724362074,0.02156,4.362756379251709e-07,5,6
F8,400000,400000,4305,1,2,0.010762953741450865,0.0107625,4.537414508651999e-07,5,6
F9,100000,100000,1540,1,2,0.015399750347359964,0.0154,2.4965264003654064e-07,4,24
F10,100000,100000,3062,1,2,0.030618721379889413,0.03062,1.2786201105882689e-06,4,24
F11,800000,800000,7050,1,2,0.008812676345457349,0.0088125,1.7634545734952767e-07,2,3
F12,800000,800000,7463,1,2,0.009328743665915296,0.00932875,6.334084704656684e-09,5,3
F13,400000,400000,6183,1,2,0.015458369283528506,0.0154575,8.692835285050576e-07,2,6
F14,200000,200000,2027,1,2,0.010134535631130204,0.010135,4.643688697961862e-07,2,12
F15,400000,400000,7051,1,2,0.01762645482731595,0.0176275,1.045172684049217e-06,4,6
F16,800000,800000,9883,1,2,0.012353597332426136,0.01235375,1.5266757386403484e-07,2,3
F17,100000,100000,6134,1,2,0.06133610802329448,0.06134,3.891976705520939e-06,4,24
F18,400000,400000,4971,1,2,0.01242807091246323,0.0124275,5.709124632300583e-07,6,6
F19,100000,100000,3108,1,2,0.03107925558838548,0.03108,7.444116145206847e-07,5,24
F20,800000,800000,7109,1,2,0.008886319741173043,0.00888625,6.974117304318905e-08,4,3
F21,800000,800000,2414,1,2,0.0030175887911832455,0.0030175,8.87911832453056e-08,5,3
F22,400000,400000,7019,1,2,0.01754850833015803,0.0175475,1.0083301580296467e-06,5,6
F23,800000,800000,3235,1,2,0.004043263450013934,0.00404375,4.865499860654335e-07,1,3
F24,800000,800000,4833,1,2,0.006041083391737145,0.00604125,1.666082628543758e-07,1,3
F25,800000,800000,707,1,2,0.0008835440342458978,0.00088375,2.059657541022067e-07,5,3
F26,800000,800000,6065,1,2,0.0075813026163473185,0.00758125,5.2616347318186485e-08,6,3
F27,400000,400000,932,1,2,0.0023299677171713107,0.00233,3.228282868935825e-08,4,6
F28,800000,800000,4813,1,2,0.006016226127464219,0.00601625,2.3872535780643245e-08,5,3
F29,100000,100000,6432,1,2,0.06432296420652972,0.06432,2.964206529718072e-06,5,24
F30,100000,100000,3139,1,2,0.031388118786632,0.03139,1.8812133679990684e-06,4,24
F31,200000,200000,6569,1,2,0.03284485793588715,0.032845,1.4206411284856113e-07,5,12
F32,800000,800000,604,1,2,0.0007556106017428954,0.000755,6.10601742895376e-07,2,3
F33,200000,200000,11992,1,2,0.05995960433595349,0.05996,3.9566404651247833e-07,5,12
F34,200000,200000,10217,1,2,0.05108550310685306,0.051085,5.031068530600424e-07,4,12
F35,200000,200000,3418,1,2,0.017090981973792774,0.01709,9.819737927727057e-07,4,12
F36,200000,200000,6990,1,2,0.03494829359236308,0.03495,1.7064076369213699e-06,4,12
F37,800000,800000,1517,1,2,0.0018961775787785101,0.00189625,7.24212214898122e-08,2,3
F38,800000,800000,684,1,2,0.0008546973590422835,0.000855,3.026409577164659e-07,4,3
F39,800000,800000,7525,1,2,0.00940650914092056,0.00940625,2.591409205606604e-07,4,3
F40,800000,800000,1173,1,2,0.001465905095228745,0.00146625,3.449047712550911e-07,2,3
F41,200000,200000,4747,1,2,0.023735634141677522,0.023735,6.341416775232367e-07,4,12
F42,400000,400000,4514,1,2,0.01128535331511367,0.011285,3.5331511366934465e-07,4,6
F43,200000,200000,1311,1,2,0.006555613820496679,0.006555,6.138204966792821e-07,3,12
F44,200000,200000,921,1,2,0.004604702629083454,0.004605,2.9737091654553904e-07,3,12
F45,800000,800000,11567,1,2,0.01445859387561959,0.01445875,1.561243804099055e-07,5,3
F46,200000,200000,858,1,2,0.004289446298486252,0.00429,5.537015137484919e-07,7,12
F47,200000,200000,1174,1,2,0.0058701254401413334,0.00587,1.2544014133322734e-07,6,12
F48,200000,200000,6048,1,2,0.03024031830532257,0.03024,3.1830532257193234e-07,5,12
