Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,800000,800000,7703,1,2,0.009628466706735672,0.00962875,2.832932643279801e-07,6,3
F2,400000,400000,7742,1,2,0.019353789283758194,0.019355,1.2107162418069362e-06,2,6
F3,800000,800000,731,1,2,0.0009135118527452413,0.00091375,2.3814725475868655e-07,6,3
F4,100000,100000,4716,1,2,0.04716206762706843,0.04716,2.067627068426392e-06,6,24
F5,400000,400000,8076,1,2,0.020189000143678082,0.02019,9.998563219176804e-07,3,6
F6,200000,200000,7699,1,2,0.038496182775837995,0.038495,1.1827758379934217e-06,6,12
F7,400000,400000,7293,1,2,0.018232099970708737,0.0182325,4.0002929126148334e-07,3,6
F8,200000,200000,3748,1,2,0.018741176640082458,0.01874,1.176640082457825e-06,5,12
F9,200000,200000,8038,1,2,0.04019243010505258,0.04019,2.4301050525823986e-06,5,12
F10,200000,200000,4527,1,2,0.02263566220634361,0.022635,6.622063436108327e-07,6,12
F11,200000,200000,8557,1,2,0.042783919183416286,0.042785,1.0808165837108974e-06,2,12
F12,200000,200000,7129,1,2,0.03564308038315722,0.035645,1.9196168427812466e-06,2,12
F13,200000,200000,829,1,2,0.0041448582008385415,0.004145,1.4179916145874022e-07,3,12
F14,800000,800000,6233,1,2,0.007791299163145804,0.00779125,4.9163145803519936e-08,6,3
F15,800000,800000,6446,1,2,0.008057257780125782,0.0080575,2.4221987421878255e-07,2,3
F16,400000,400000,9269,1,2,0.023172405983228894,0.0231725,9.401677110443263e-08,5,6
F17,800000,800000,7085,1,2,0.008856171144376535,0.00885625,7.88556234650184e-08,3,3
F18,800000,800000,6136,1,2,0.007669550602312503,0.00767,4.4939768749710507e-07,1,3
F19,200000,200000,3233,1,2,0.016164429295956073,0.016165,5.707040439256739e-07,2,12
F20,800000,800000,600,1,2,0.000351136459613266,0.00075,0.000398863540386734,4,3
F21,200000,200000,4399,1,2,0.021994887405156427,0.021995,1.1259484357373228e-07,5,12
F22,400000,400000,7651,1,2,0.01912753748765067,0.0191275,3.748765067118631e-08,6,6
F23,200000,200000,6353,1,2,0.03176381334180117,0.031765,1.186658198829016e-06,7,12
F24,200000,200000,3257,1,2,0.016285219684372854,0.016285,2.1968437285274645e-07,7,12
F25,200000,200000,10942,1,2,0.054708910067558125,0.05471,1.08993244187644e-06,6,12
F26,100000,100000,4916,1,2,0.0491603579201631,0.04916,3.579201630979356e-07,6,24
F27,800000,800000,4007,1,2,0.005008638406120702,0.00500875,1.1159387929785686e-07,4,3
F28,800000,800000,600,1,2,0.00012932028980006116,0.00075,0.0006206797101999389,5,3
F29,400000,400000,3167,1,2,0.007917624829560266,0.0079175,1.2482956026661773e-07,5,6
F30,200000,200000,6140,1,2,0.030699503600052136,0.0307,4.963999478656278e-07,3,12
F31,400000,400000,3116,1,2,0.007790448858328497,0.00779,4.488583284969344e-07,3,6
F32,800000,800000,4775,1,2,0.005968251089968041,0.00596875,4.989100319593293e-07,5,3
F33,400000,400000,908,1,2,0.002269575856361561,0.00227,4.2414363843898753e-07,5,6
F34,400000,400000,8058,1,2,0.020144485889008162,0.020145,5.141109918373188e-07,7,6
F35,200000,200000,9185,1,2,0.045924113112786685,0.045925,8.868872133152572e-07,5,12
F36,800000,800000,2713,1,2,0.0033907265920881946,0.00339125,5.234079118055651e-07,1,3
F37,200000,200000,8786,1,2,0.04393246022513417,0.04393,2.46022513417099e-06,6,12
F38,200000,200000,1717,1,2,0.008585443292120493,0.008585,4.4329212049200317e-07,7,12
F39,100000,100000,669,1,2,0.006690529730551911,0.00669,5.297305519114809e-07,2,24
F40,200000,200000,3232,1,2,0.016159560886099295,0.01616,4.391139007062228e-07,6,12
F41,800000,800000,9463,1,2,0.01182901430088415,0.01182875,2.64300884149013e-07,7,3
F42,800000,800000,11105,1,2,0.013881559998451115,0.01388125,3.09998451115609e-07,2,3
F43,400000,400000,6075,1,2,0.015186630845670023,0.0151875,8.691543299764459e-07,5,6
F44,800000,800000,3480,1,2,0.004349870323979349,0.00435,1.2967602065067085e-07,7,3
F45,200000,200000,1190,1,2,0.005950278631757622,0.00595,2.7863175762130044e-07,6,12
F46,100000,100000,697,1,2,0.0069698484091964726,0.00697,1.5159080352707827e-07,7,24
F47,200000,200000,606,1,2,0.003030027146109072,0.00303,2.714610907198975e-08,2,12
F48,100000,100000,998,1,2,0.009980188604514913,0.00998,1.8860451491374552e-07,3,24
