Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,400000,400000,9099,1,2,0.022748362448305914,0.0227475,8.624483059140042e-07,4,6
F2,200000,200000,5186,1,2,0.02593092426783028,0.02593,9.242678302781582e-07,1,12
F3,800000,800000,1493,1,2,0.0018660407732299378,0.00186625,2.092267700622933e-07,1,3
F4,200000,200000,908,1,2,0.004540318504770102,0.00454,3.185047701024721e-07,4,12
F5,100000,100000,2882,1,2,0.028818963837268452,0.02882,1.0361627315463862e-06,2,24
F6,200000,200000,6017,1,2,0.030083320569793126,0.030085,1.6794302068745548e-06,5,12
F7,200000,200000,3065,1,2,0.015324236475260822,0.015325,7.635247391783034e-07,1,12
F8,400000,400000,1569,1,2,0.003922758677461058,0.0039225,2.586774610581141e-07,6,6
F9,200000,200000,3270,1,2,0.016351240959394442,0.01635,1.2409593944419373e-06,4,12
F10,100000,100000,1644,1,2,0.01643957226325843,0.01644,4.277367415712885e-07,7,24
F11,200000,200000,3467,1,2,0.017335930232207475,0.017335,9.302322074751512e-07,3,12
F12,800000,800000,6835,1,2,0.008543569860648192,0.00854375,1.8013935180680174e-07,5,3
F13,400000,400000,728,1,2,0.0018195345658759132,0.00182,4.6543412408677973e-07,7,6
F14,200000,200000,6372,1,2,0.03186206512026524,0.03186,2.065120265237752e-06,1,12
F15,200000,200000,10742,1,2,0.0537075824636678,0.05371,2.417536332198489e-06,1,12
F16,200000,200000,6750,1,2,0.03375004839078721,0.03375,4.8390787210639274e-08,1,12
F17,400000,400000,8911,1,2,0.02227787543219517,0.0222775,3.7543219517238713e-07,5,6
F18,800000,800000,3523,1,2,0.004403891555451178,0.00440375,1.41555451178485e-07,5,3
F19,400000,400000,1573,1,2,0.003932095027269433,0.0039325,4.049727305669576e-07,3,6
F20,800000,800000,600,1,2,0.00011827884810922118,0.00075,0.0006317211518907788,7,3
F21,400000,400000,9458,1,2,0.023646203741289784,0.023645,1.2037412897847322e-06,3,6
F22,800000,800000,8806,1,2,0.011007690668456527,0.0110075,1.9066845652684905e-07,5,3
F23,200000,200000,2139,1,2,0.01069518588842755,0.010695,1.858884275500461e-07,7,12
F24,200000,200000,9541,1,2,0.04770519802472095,0.047705,1.9802472095431511e-07,1,12
F25,800000,800000,600,1,2,0.0002996767423421032,0.00075,0.00045032325765789684,4,3
F26,100000,100000,3063,1,2,0.030629196349863885,0.03063,8.036501361156911e-07,2,24
F27,200000,200000,6495,1,2,0.03247489927744607,0.032475,1.0072255392928886e-07,4,12
F28,800000,800000,600,1,2,0.0004359604453853527,0.00075,0.0003140395546146473,5,3
F29,800000,800000,3707,1,2,0.004633982967495842,0.00463375,2.329674958423053e-07,7,3
F30,800000,800000,7301,1,2,0.009125633230743613,0.00912625,6.16769256387914e-07,4,3
F31,400000,400000,6670,1,2,0.0166752490944842,0.016675,2.490944842024889e-07,6,6
F32,200000,200000,8248,1,2,0.0412380926033763,0.04124,1.9073966237015405e-06,2,12
F33,800000,800000,5986,1,2,0.007482509002397997,0.0074825,9.002397997198708e-09,6,3
F34,400000,400000,6691,1,2,0.016726287760292724,0.0167275,1.2122397072752977e-06,2,6
F35,100000,100000,3890,1,2,0.03890212579288216,0.0389,2.125792882161359e-06,2,24
F36,200000,200000,3117,1,2,0.015585212940279952,0.015585,2.1294027995229226e-07,3,12
F37,400000,400000,1701,1,2,0.004252995414977118,0.0042525,4.954149771174352e-07,2,6
F38,100000,100000,4864,1,2,0.04863792574795281,0.04864,2.074252047193359e-06,2,24
F39,800000,800000,5469,1,2,0.006836649558825292,0.00683625,3.9955882529148223e-07,2,3
F40,800000,800000,1086,1,2,0.0013576286598938059,0.0013575,1.2865989380589533e-07,1,3
F41,800000,800000,5716,1,2,0.007144615499421247,0.007145,3.8450057875290267e-07,3,3
F42,100000,100000,1622,1,2,0.016218919808569265,0.01622,1.080191430732902e-06,2,24
F43,400000,400000,9249,1,2,0.02312129816075645,0.0231225,1.2018392435524106e-06,7,6
F44,200000,200000,6126,1,2,0.03063065308546163,0.03063,6.530854616305926e-07,4,12
F45,400000,400000,8206,1,2,0.020516007892152965,0.020515,1.0078921529668716e-06,1,6
F46,400000,400000,2624,1,2,0.006560350438357496,0.00656,3.5043835749579144e-07,1,6
F47,800000,800000,11229,1,2,0.014035722918644786,0.01403625,5.270813552143983e-07,6,3
F48,200000,200000,11291,1,2,0.05645544399423323,0.056455,4.4399423323321363e-07,1,12
