Flow,Period,Deadline,Execution Time,w,h,Target_Utilization,Actual_Utilization,Utilization_Error,Queue,Packets_in_Hyperperiod
F1,100000,100000,680,1,2,0.0067997471967831125,0.0068,2.5280321688716384e-07,5,24
F2,100000,100000,1716,1,2,0.01715999773564758,0.01716,2.264352420844329e-09,3,24
F3,100000,100000,2616,1,2,0.02616105906726751,0.02616,1.059067267512176e-06,3,24
F4,800000,800000,11967,1,2,0.014958348015367662,0.01495875,4.0198463233803716e-07,6,3
F5,400000,400000,7471,1,2,0.018676767827852103,0.0186775,7.321721478964482e-07,3,6
F6,200000,200000,7033,1,2,0.03516544483342321,0.035165,4.4483342320766894e-07,7,12
F7,200000,200000,4017,1,2,0.020085421748514354,0.020085,4.217485143551136e-07,6,12
F8,800000,800000,10593,1,2,0.01324065093314808,0.01324125,5.990668519202658e-07,4,3
F9,100000,100000,1804,1,2,0.018040248720594287,0.01804,2.4872059428693305e-07,7,24
F10,800000,800000,10930,1,2,0.013662461013054461,0.0136625,3.898694553826354e-08,3,3
F11,400000,400000,753,1,2,0.0018829836270742861,0.0018825,4.836270742860672e-07,5,6
F12,800000,800000,1685,1,2,0.002106412801215485,0.00210625,1.628012154847487e-07,2,3
F13,800000,800000,7837,1,2,0.009796190734148835,0.00979625,5.9265851164169714e-08,7,3
F14,100000,100000,8470,1,2,0.084698950870713,0.0847,1.0491292870007385e-06,3,24
F15,800000,800000,9753,1,2,0.012190819492573834,0.01219125,4.3050742616623783e-07,2,3
F16,400000,400000,675,1,2,0.0016875366426202243,0.0016875,3.664262022431107e-08,3,6
F17,200000,200000,6395,1,2,0.03197696421242052,0.031975,1.964212420518807e-06,6,12
F18,400000,400000,1664,1,2,0.004160506093480676,0.00416,5.060934806762687e-07,1,6
F19,100000,100000,7659,1,2,0.07658827645894101,0.07659,1.7235410589983013e-06,6,24
F20,400000,400000,6646,1,2,0.016615558775572747,0.016615,5.587755727461119e-07,4,6
F21,800000,800000,600,1,2,0.00038990935139643357,0.00075,0.00036009064860356645,2,3
F22,800000,800000,2720,1,2,0.0033996431145706385,0.0034,3.5688542936130815e-07,3,3
F23,100000,100000,2588,1,2,0.02587979326821499,0.02588,2.0673178501018352e-07,7,24
F24,200000,200000,7388,1,2,0.03694097849277328,0.03694,9.78492773279216e-07,6,12
F25,800000,800000,3933,1,2,0.004916135009859768,0.00491625,1.1499014023180071e-07,7,3
F26,800000,800000,9819,1,2,0.012273487275261508,0.01227375,2.627247384923148e-07,7,3
F27,800000,800000,2089,1,2,0.0026108514128698745,0.00261125,3.9858713012531216e-07,7,3
F28,200000,200000,4024,1,2,0.020119335821157824,0.02012,6.641788421746231e-07,7,12
F29,400000,400000,5307,1,2,0.013267587026057293,0.0132675,8.702605729278556e-08,1,6
F30,800000,800000,9705,1,2,0.012130937449733231,0.01213125,3.1255026676849096e-07,3,3
F31,400000,400000,4795,1,2,0.011986933646209036,0.0119875,5.663537909639943e-07,6,6
F32,100000,100000,2393,1,2,0.02392994346661284,0.02393,5.653338715910783e-08,3,24
F33,800000,800000,3241,1,2,0.004051650720010819,0.00405125,4.0072001081855463e-07,4,3
F34,800000,800000,992,1,2,0.0012402702344774252,0.00124,2.7023447742523764e-07,6,3
F35,800000,800000,1654,1,2,0.0020671309234132906,0.0020675,3.6907658670926047e-07,1,3
F36,400000,400000,9686,1,2,0.02421618065263914,0.024215,1.180652639140578e-06,6,6
F37,800000,800000,3613,1,2,0.0045163129251940826,0.00451625,6.292519408226255e-08,2,3
F38,800000,800000,6617,1,2,0.008270870252583218,0.00827125,3.7974741678298285e-07,6,3
F39,200000,200000,3174,1,2,0.01587020025636901,0.01587,2.0025636901163657e-07,7,12
F40,800000,800000,9559,1,2,0.011948217021274604,0.01194875,5.329787253951362e-07,1,3
F41,200000,200000,1780,1,2,0.008900273396608843,0.0089,2.7339660884327655e-07,2,12
F42,100000,100000,1671,1,2,0.016708932062249854,0.01671,1.0679377501453258e-06,1,24
F43,800000,800000,2593,1,2,0.003241425724782754,0.00324125,1.757247827536071e-07,6,3
F44,800000,800000,6715,1,2,0.00839409981869789,0.00839375,3.4981869788917874e-07,3,3
F45,800000,800000,9455,1,2,0.011818865757434377,0.01181875,1.1575743437755581e-07,4,3
F46,100000,100000,7106,1,2,0.07106120984863462,0.07106,1.2098486346229231e-06,3,24
F47,800000,800000,1406,1,2,0.0017569337138891514,0.0017575,5.66286110848576e-07,4,3
F48,200000,200000,3585,1,2,0.017924302791171742,0.017925,6.972088282576616e-07,6,12
